Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"H2O_gpkg, gpkg",19,737258,994.4,0.159,24.2,297.83,70.7,13.53,18.56,4.43,-5.16,319.4,6.8,39.056,-76.875,3.08,31,0.27,24.32,32.27
"Frostpoint_degC, degC",20,737259,993.7,0.165,24.2,297.89,70,13.41,18.41,4.58,-5.42,319.8,7.1,39.056,-76.875,3.11,31.3,0.29,24.51,32.27
"u_mps, mps",21,737260,993,0.171,24.3,298.05,69.2,13.34,18.32,4.74,-5.69,320.2,7.4,39.056,-76.875,3.12,31.4,0.3,24.63,32.27
"v_mps, mps",22,737261,992.3,0.177,24.4,298.21,68.6,13.31,18.28,4.88,-5.96,320.7,7.7,39.056,-76.875,3.13,31.5,0.32,24.68,32.26
"WindDirection_deg, deg",23,737262,991.7,0.182,24.5,298.36,68.2,13.32,18.28,5.02,-6.23,321.1,8,39.056,-76.875,3.14,31.7,0.33,24.77,32.26
"WindSpeed_mps, mps",24,737263,991.1,0.187,24.5,298.41,68,13.29,18.23,5.09,-6.43,321.6,8.2,39.056,-76.875,3.17,32,0.35,25.01,32.26
"Latitude_deg, deg",25,737264,990.5,0.193,24.4,298.36,67.8,13.18,18.09,5.23,-6.7,322,8.5,39.056,-76.875,3.22,32.5,0.36,25.43,32.25
"Longitude_deg, deg",26,737265,989.9,0.198,24.4,298.42,67.7,13.17,18.07,5.36,-6.98,322.5,8.8,39.056,-76.875,3.27,33,0.38,25.8,32.25
"Ozone_mPa, mPa",27,737266,989.2,0.205,24.4,298.48,67.6,13.16,18.04,5.43,-7.18,322.9,9,39.056,-76.875,3.29,33.3,0.4,25.95,32.25
"Ozone_ppmv, ppmv",28,737267,988.5,0.211,24.4,298.54,67.4,13.13,18,5.56,-7.46,323.3,9.3,39.055,-76.875,3.3,33.4,0.42,26.06,32.25
"intO3_DU, DU",29,737268,987.8,0.217,24.4,298.6,67.2,13.1,17.95,5.61,-7.67,323.8,9.5,39.055,-76.875,3.33,33.7,0.44,26.26,32.25
"resO3_DU, DU",30,737269,987.1,0.223,24.5,298.76,66.8,13.11,17.95,5.73,-7.95,324.2,9.8,39.055,-76.875,3.35,33.9,0.45,26.41,32.24
"PumpTemp_degC, degC",31,737270,986.4,0.229,24.5,298.82,66.4,13.04,17.85,5.78,-8.16,324.7,10,39.055,-76.874,3.36,34.1,0.47,26.53,32.24
0,32,737271,985.8,0.235,24.6,298.97,66.1,13.07,17.88,5.84,-8.37,325.1,10.2,39.055,-76.874,3.38,34.3,0.49,26.65,32.24
18,33,737272,985.2,0.24,24.6,299.02,65.9,13.03,17.83,5.89,-8.57,325.5,10.4,39.055,-76.874,3.39,34.4,0.5,26.77,32.23
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737273,984.7,0.245,24.6,299.07,65.7,13,17.78,5.94,-8.78,325.9,10.6,39.055,-76.874,3.41,34.6,0.52,26.93,32.23
PLATFORM: Howard University - Beltsville,35,737274,984,0.25,24.6,299.13,65.4,12.95,17.71,5.99,-8.99,326.3,10.8,39.055,-76.874,3.44,35,0.54,27.15,32.23
"LOCATION:  39.056, -76.876, 67 m",36,737275,983.4,0.257,24.7,299.28,65.1,12.98,17.73,5.98,-9.11,326.7,10.9,39.055,-76.874,3.47,35.3,0.56,27.38,32.23
ASSOCIATED_DATA: N/A,37,737276,982.7,0.263,24.7,299.34,64.8,12.92,17.66,6.03,-9.32,327.1,11.1,39.055,-76.874,3.49,35.5,0.58,27.57,32.23
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737277,982,0.269,24.7,299.4,64.5,12.87,17.59,6.02,-9.45,327.5,11.2,39.055,-76.874,3.5,35.6,0.6,27.65,32.24
DATA_INFO:  All data 1 Hz interval,39,737278,981.4,0.274,24.7,299.45,64.4,12.86,17.56,6.06,-9.66,327.9,11.4,39.054,-76.874,3.51,35.8,0.61,27.68,32.24
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737279,980.8,0.28,24.7,299.51,64.3,12.85,17.54,6.04,-9.78,328.3,11.5,39.054,-76.874,3.53,36,0.63,27.83,32.24
ULOD_FLAG: -77777,41,737280,980.2,0.285,24.6,299.46,64.2,12.76,17.42,6.04,-9.9,328.6,11.6,39.054,-76.874,3.54,36.1,0.65,27.94,32.25
ULOD_VALUE: N/A,42,737281,979.6,0.29,24.6,299.51,64.2,12.77,17.42,6.03,-10.03,329,11.7,39.054,-76.874,3.54,36.1,0.66,27.97,32.26
LLOD_FLAG: -88888,43,737282,979.1,0.295,24.6,299.55,64.2,12.77,17.42,6.01,-10.16,329.4,11.8,39.054,-76.874,3.57,36.5,0.68,28.17,32.26
LLOD_VALUE: N/A,44,737283,978.5,0.3,24.5,299.51,64.1,12.68,17.3,5.99,-10.28,329.8,11.9,39.054,-76.874,3.6,36.8,0.7,28.42,32.27
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737284,977.8,0.306,24.5,299.57,64.1,12.69,17.3,5.96,-10.41,330.2,12,39.054,-76.874,3.62,37,0.71,28.53,32.28
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737285,977.2,0.312,24.4,299.52,64,12.6,17.18,5.94,-10.54,330.6,12.1,39.054,-76.873,3.62,37,0.73,28.58,32.29
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737286,976.5,0.318,24.4,299.58,63.9,12.59,17.15,5.91,-10.67,331,12.2,39.054,-76.873,3.63,37.2,0.75,28.64,32.3
OTHER_COMMENTS: Launch Time: 2018-06-29 06:09:58,48,737287,975.8,0.325,24.4,299.64,63.9,12.6,17.15,5.86,-10.7,331.3,12.2,39.054,-76.873,3.64,37.3,0.77,28.68,32.31
REVISION: RA,49,737288,975.1,0.331,24.3,299.6,63.8,12.52,17.03,5.81,-10.84,331.8,12.3,39.053,-76.873,3.64,37.3,0.79,28.72,32.32
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737289,974.4,0.337,24.3,299.66,63.8,12.52,17.03,5.74,-10.88,332.2,12.3,39.053,-76.873,3.65,37.5,0.81,28.76,32.33
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737290,973.8,0.342,24.3,299.72,63.7,12.51,17.01,5.66,-10.92,332.6,12.3,39.053,-76.873,3.66,37.6,0.83,28.88,32.33
,52,737291,973.2,0.348,24.2,299.67,63.7,12.44,16.92,5.63,-11.05,333,12.4,39.053,-76.873,3.67,37.7,0.85,28.98,32.33
,53,737292,972.6,0.353,24.2,299.72,63.8,12.47,16.94,5.53,-11.1,333.5,12.4,39.053,-76.873,3.68,37.8,0.87,29.01,32.34
,54,737293,972,0.359,24.2,299.77,63.7,12.46,16.92,5.5,-11.23,333.9,12.5,39.053,-76.873,3.68,37.9,0.89,29.02,32.34
,55,737294,971.3,0.365,24.1,299.74,63.7,12.39,16.82,5.4,-11.27,334.4,12.5,39.053,-76.873,3.7,38.1,0.91,29.18,32.35
,56,737295,970.7,0.371,24.1,299.79,63.6,12.38,16.8,5.3,-11.32,334.9,12.5,39.053,-76.873,3.72,38.3,0.93,29.38,32.35
,57,737296,970,0.376,24,299.75,63.6,12.32,16.7,5.27,-11.45,335.3,12.6,39.053,-76.873,3.73,38.5,0.95,29.46,32.35
,58,737297,969.4,0.382,24,299.8,63.7,12.34,16.73,5.17,-11.49,335.8,12.6,39.053,-76.873,3.74,38.6,0.97,29.49,32.35
,59,737298,968.7,0.388,24,299.86,63.8,12.37,16.75,5.06,-11.54,336.3,12.6,39.053,-76.873,3.74,38.6,0.99,29.52,32.36
,60,737299,968.1,0.394,23.9,299.82,63.9,12.32,16.68,4.98,-11.57,336.7,12.6,39.052,-76.873,3.75,38.7,1,29.59,32.37
,61,737300,967.5,0.399,23.9,299.87,64,12.35,16.71,4.92,-11.71,337.2,12.7,39.052,-76.873,3.76,38.9,1.02,29.64,32.38
,62,737301,966.8,0.405,23.8,299.83,64.1,12.3,16.63,4.82,-11.75,337.7,12.7,39.052,-76.872,3.76,38.9,1.04,29.69,32.38
,63,737302,966.2,0.411,23.8,299.88,64.2,12.33,16.66,4.74,-11.78,338.1,12.7,39.052,-76.872,3.77,39,1.06,29.71,32.38
,64,737303,965.5,0.417,23.7,299.85,64.4,12.3,16.61,4.67,-11.92,338.6,12.8,39.052,-76.872,3.77,39,1.08,29.76,32.38
,65,737304,964.9,0.423,23.7,299.9,64.5,12.33,16.64,4.59,-11.95,339,12.8,39.052,-76.872,3.78,39.2,1.1,29.8,32.38
,66,737305,964.2,0.429,23.6,299.86,64.6,12.28,16.57,4.5,-11.98,339.4,12.8,39.052,-76.872,3.78,39.2,1.12,29.8,32.39
,67,737306,963.6,0.435,23.6,299.91,64.7,12.31,16.59,4.42,-12.01,339.8,12.8,39.052,-76.872,3.78,39.2,1.14,29.8,32.39
,68,737307,963,0.44,23.5,299.87,64.8,12.26,16.52,4.34,-12.04,340.2,12.8,39.052,-76.872,3.78,39.3,1.16,29.8,32.39
,69,737308,962.4,0.446,23.5,299.92,64.8,12.27,16.52,4.28,-12.17,340.6,12.9,39.051,-76.872,3.77,39.2,1.18,29.78,32.39
,70,737309,961.8,0.451,23.5,299.97,64.8,12.28,16.52,4.22,-12.19,340.9,12.9,39.051,-76.872,3.77,39.2,1.2,29.75,32.4
,71,737310,961.3,0.456,23.4,299.92,64.9,12.23,16.45,4.16,-12.21,341.2,12.9,39.051,-76.872,3.77,39.2,1.21,29.75,32.41
,72,737311,960.8,0.46,23.4,299.96,64.8,12.22,16.43,4.09,-12.23,341.5,12.9,39.051,-76.872,3.77,39.2,1.23,29.75,32.41
,73,737312,960.3,0.464,23.4,300.01,64.8,12.22,16.43,4.03,-12.25,341.8,12.9,39.051,-76.872,3.77,39.3,1.24,29.75,32.43
,74,737313,959.9,0.468,23.4,300.04,64.7,12.21,16.4,3.99,-12.27,342,12.9,39.051,-76.872,3.77,39.3,1.26,29.75,32.44
,75,737314,959.4,0.472,23.4,300.09,64.5,12.18,16.35,3.91,-12.19,342.2,12.8,39.051,-76.872,3.77,39.3,1.27,29.78,32.45
,76,737315,958.9,0.477,23.4,300.13,64.3,12.15,16.3,3.87,-12.2,342.4,12.8,39.051,-76.872,3.78,39.4,1.29,29.81,32.46
,77,737316,958.4,0.481,23.4,300.18,64.1,12.11,16.26,3.83,-12.21,342.6,12.8,39.05,-76.872,3.79,39.5,1.3,29.93,32.47
,78,737317,957.9,0.486,23.4,300.22,63.9,12.08,16.21,3.81,-12.22,342.7,12.8,39.05,-76.872,3.81,39.8,1.32,30.03,32.48
,79,737318,957.4,0.491,23.4,300.27,63.6,12.03,16.13,3.76,-12.13,342.8,12.7,39.05,-76.871,3.81,39.8,1.33,30.05,32.49
,80,737319,956.9,0.496,23.4,300.31,63.4,12,16.08,3.73,-12.14,342.9,12.7,39.05,-76.871,3.81,39.8,1.35,30.07,32.5
,81,737320,956.3,0.501,23.4,300.36,63.1,11.95,16.01,3.7,-12.04,342.9,12.6,39.05,-76.871,3.83,40.1,1.37,30.19,32.51
,82,737321,955.7,0.506,23.4,300.42,62.9,11.92,15.96,3.68,-11.95,342.9,12.5,39.05,-76.871,3.84,40.2,1.39,30.32,32.52
,83,737322,955.1,0.512,23.4,300.47,62.7,11.89,15.91,3.68,-11.95,342.9,12.5,39.05,-76.871,3.85,40.3,1.41,30.36,32.53
,84,737323,954.4,0.518,23.4,300.53,62.5,11.86,15.86,3.65,-11.85,342.9,12.4,39.05,-76.871,3.85,40.3,1.43,30.37,32.53
,85,737324,953.8,0.524,23.3,300.49,62.4,11.77,15.74,3.64,-11.75,342.8,12.3,39.05,-76.871,3.85,40.4,1.45,30.37,32.54
,86,737325,953.1,0.531,23.3,300.55,62.3,11.76,15.72,3.66,-11.74,342.7,12.3,39.05,-76.871,3.85,40.4,1.47,30.37,32.55
,87,737326,952.4,0.537,23.2,300.51,62.1,11.66,15.57,3.65,-11.64,342.6,12.2,39.049,-76.871,3.84,40.3,1.49,30.32,32.56
,88,737327,951.7,0.543,23.2,300.58,61.9,11.63,15.52,3.66,-11.53,342.4,12.1,39.049,-76.871,3.84,40.3,1.52,30.29,32.56
,89,737328,951,0.55,23.2,300.64,61.9,11.64,15.52,3.67,-11.43,342.2,12,39.049,-76.871,3.84,40.4,1.54,30.29,32.57
,90,737329,950.3,0.556,23.1,300.6,61.9,11.58,15.43,3.68,-11.32,342,11.9,39.049,-76.871,3.84,40.4,1.56,30.29,32.57
,91,737330,949.6,0.562,23.1,300.66,61.9,11.59,15.43,3.69,-11.21,341.8,11.8,39.049,-76.871,3.84,40.4,1.58,30.29,32.57
,92,737331,949,0.568,23,300.62,61.8,11.51,15.31,3.72,-11.2,341.6,11.8,39.049,-76.871,3.84,40.5,1.6,30.32,32.58
,93,737332,948.3,0.574,23,300.68,61.7,11.5,15.28,3.75,-11.08,341.3,11.7,39.049,-76.871,3.85,40.6,1.62,30.35,32.58
,94,737333,947.7,0.58,23,300.73,61.6,11.49,15.26,3.76,-10.97,341.1,11.6,39.049,-76.871,3.86,40.7,1.64,30.46,32.58
,95,737334,947.1,0.585,23,300.79,61.6,11.49,15.26,3.78,-10.86,340.8,11.5,39.048,-76.871,3.87,40.9,1.66,30.54,32.58
,96,737335,946.7,0.589,22.9,300.72,61.3,11.37,15.09,3.81,-10.75,340.5,11.4,39.048,-76.871,3.88,41,1.68,30.59,32.59
,97,737336,946.3,0.593,22.9,300.76,61,11.32,15.01,3.83,-10.63,340.2,11.3,39.048,-76.871,3.88,41,1.69,30.65,32.59
,98,737337,945.9,0.597,22.9,300.8,60.6,11.25,14.91,3.88,-10.61,339.9,11.3,39.048,-76.871,3.89,41.1,1.7,30.72,32.59
,99,737338,945.5,0.601,22.9,300.83,60.4,11.22,14.86,3.9,-10.5,339.6,11.2,39.048,-76.871,3.9,41.2,1.72,30.81,32.59
,100,737339,945,0.604,22.8,300.78,60.4,11.15,14.77,3.91,-10.39,339.4,11.1,39.048,-76.871,3.91,41.4,1.73,30.85,32.6
,101,737340,944.6,0.608,22.8,300.81,60.5,11.18,14.79,3.92,-10.28,339.1,11,39.048,-76.871,3.91,41.4,1.74,30.88,32.61
,102,737341,944.1,0.613,22.8,300.86,60.6,11.2,14.82,3.98,-10.26,338.8,11,39.048,-76.871,3.92,41.5,1.76,30.91,32.61
,103,737342,943.6,0.618,22.8,300.9,60.7,11.23,14.84,3.99,-10.14,338.5,10.9,39.048,-76.871,3.93,41.6,1.78,30.99,32.62
,104,737343,943.1,0.623,22.7,300.85,60.7,11.16,14.75,4.01,-10.03,338.2,10.8,39.048,-76.871,3.94,41.8,1.79,31.06,32.62
,105,737344,942.6,0.627,22.7,300.89,60.7,11.17,14.75,4.05,-10.01,338,10.8,39.048,-76.871,3.94,41.8,1.81,31.08,32.62
,106,737345,942.1,0.632,22.7,300.94,60.8,11.19,14.77,4.06,-9.9,337.7,10.7,39.047,-76.871,3.94,41.8,1.83,31.1,32.62
,107,737346,941.6,0.636,22.7,300.99,60.8,11.2,14.77,4.09,-9.89,337.5,10.7,39.047,-76.87,3.94,41.8,1.84,31.12,32.62
,108,737347,941.2,0.64,22.6,300.92,60.9,11.16,14.7,4.09,-9.78,337.3,10.6,39.047,-76.87,3.95,42,1.86,31.14,32.63
,109,737348,940.8,0.644,22.6,300.96,60.9,11.16,14.7,4.11,-9.77,337.2,10.6,39.047,-76.87,3.95,42,1.87,31.14,32.64
,110,737349,940.4,0.647,22.6,300.99,60.9,11.17,14.7,4.1,-9.67,337,10.5,39.047,-76.87,3.95,42,1.88,31.19,32.64
,111,737350,940.1,0.651,22.5,300.92,60.9,11.1,14.61,4.12,-9.66,336.9,10.5,39.047,-76.87,3.96,42.1,1.89,31.22,32.65
,112,737351,939.7,0.654,22.5,300.96,61.1,11.14,14.66,4.11,-9.55,336.7,10.4,39.047,-76.87,3.96,42.1,1.91,31.27,32.66
,113,737352,939.2,0.658,22.5,301,61.2,11.17,14.69,4.13,-9.54,336.6,10.4,39.047,-76.87,3.98,42.4,1.92,31.36,32.67
,114,737353,938.8,0.662,22.4,300.94,61.4,11.14,14.64,4.09,-9.45,336.6,10.3,39.047,-76.87,3.98,42.4,1.93,31.42,32.68
,115,737354,938.4,0.666,22.4,300.97,61.5,11.16,14.67,4.11,-9.45,336.5,10.3,39.047,-76.87,3.98,42.4,1.95,31.44,32.68
,116,737355,937.9,0.67,22.4,301.02,61.6,11.19,14.69,4.11,-9.45,336.5,10.3,39.047,-76.87,3.99,42.5,1.97,31.49,32.69
,117,737356,937.4,0.675,22.3,300.96,61.7,11.14,14.62,4.07,-9.35,336.5,10.2,39.047,-76.87,3.99,42.6,1.98,31.51,32.7
,118,737357,936.8,0.681,22.3,301.02,61.8,11.17,14.65,4.07,-9.35,336.5,10.2,39.047,-76.87,3.99,42.6,2,31.51,32.7
,119,737358,936.1,0.687,22.2,300.98,61.8,11.11,14.55,4.05,-9.36,336.6,10.2,39.047,-76.87,3.99,42.6,2.03,31.51,32.7
,120,737359,935.5,0.693,22.2,301.04,61.9,11.13,14.58,4.03,-9.37,336.7,10.2,39.046,-76.87,3.99,42.7,2.05,31.51,32.71
,121,737360,934.8,0.699,22.2,301.1,61.9,11.14,14.58,4.02,-9.38,336.8,10.2,39.046,-76.87,3.99,42.7,2.07,31.46,32.71
,122,737361,934.3,0.704,22.1,301.04,61.9,11.08,14.48,3.96,-9.29,336.9,10.1,39.046,-76.87,3.98,42.6,2.09,31.43,32.72
,123,737362,933.7,0.709,22.1,301.1,62,11.1,14.51,3.93,-9.3,337.1,10.1,39.046,-76.87,3.98,42.6,2.11,31.43,32.72
,124,737363,933.2,0.714,22,301.04,62,11.04,14.42,3.9,-9.32,337.3,10.1,39.046,-76.87,3.98,42.6,2.12,31.43,32.73
,125,737364,932.7,0.719,22,301.09,61.9,11.03,14.39,3.87,-9.33,337.5,10.1,39.046,-76.87,3.98,42.7,2.14,31.43,32.73
,126,737365,932.1,0.724,22,301.15,61.8,11.02,14.37,3.83,-9.34,337.7,10.1,39.046,-76.87,4,42.9,2.16,31.54,32.74
,127,737366,931.6,0.729,22,301.19,61.6,10.99,14.32,3.78,-9.36,338,10.1,39.046,-76.87,4.03,43.3,2.18,31.8,32.74
,128,737367,931,0.734,22,301.25,61.5,10.98,14.29,3.75,-9.38,338.2,10.1,39.046,-76.869,4.05,43.5,2.2,31.93,32.75
,129,737368,930.5,0.74,21.9,301.19,61.4,10.9,14.17,3.67,-9.3,338.5,10,39.046,-76.869,4.05,43.5,2.22,31.93,32.76
,130,737369,929.9,0.745,21.9,301.25,61.3,10.89,14.15,3.62,-9.32,338.8,10,39.046,-76.869,4.06,43.7,2.24,32,32.76
,131,737370,929.4,0.75,21.9,301.29,61.2,10.88,14.12,3.57,-9.34,339.1,10,39.045,-76.869,4.07,43.8,2.26,32.09,32.76
,132,737371,928.8,0.755,21.8,301.25,61.2,10.82,14.03,3.52,-9.36,339.4,10,39.045,-76.869,4.08,43.9,2.27,32.16,32.76
,133,737372,928.3,0.76,21.8,301.29,61.2,10.82,14.03,3.47,-9.38,339.7,10,39.045,-76.869,4.08,44,2.29,32.18,32.76
,134,737373,927.7,0.765,21.8,301.35,61.2,10.83,14.03,3.39,-9.3,340,9.9,39.045,-76.869,4.08,44,2.31,32.16,32.76
,135,737374,927.2,0.77,21.8,301.4,61.3,10.85,14.05,3.34,-9.32,340.3,9.9,39.045,-76.869,4.07,43.9,2.33,32.15,32.76
,136,737375,926.6,0.776,21.7,301.35,61.3,10.79,13.96,3.29,-9.34,340.6,9.9,39.045,-76.869,4.07,43.9,2.35,32.15,32.76
,137,737376,926.1,0.781,21.7,301.4,61.4,10.82,13.98,3.21,-9.26,340.9,9.8,39.045,-76.869,4.07,43.9,2.37,32.15,32.76
,138,737377,925.5,0.786,21.7,301.45,61.4,10.82,13.98,3.16,-9.28,341.2,9.8,39.045,-76.869,4.08,44.1,2.39,32.16,32.76
,139,737378,925,0.791,21.6,301.4,61.5,10.78,13.91,3.08,-9.2,341.5,9.7,39.045,-76.869,4.08,44.1,2.41,32.16,32.76
,140,737379,924.5,0.796,21.6,301.44,61.6,10.8,13.94,3.03,-9.21,341.8,9.7,39.045,-76.869,4.08,44.1,2.42,32.17,32.77
,141,737380,924.1,0.8,21.6,301.48,61.6,10.81,13.94,2.95,-9.14,342.1,9.6,39.045,-76.869,4.08,44.2,2.44,32.17,32.78
,142,737381,923.6,0.804,21.5,301.42,61.7,10.77,13.87,2.89,-9.05,342.3,9.5,39.044,-76.869,4.09,44.3,2.46,32.25,32.78
,143,737382,923.1,0.809,21.5,301.47,61.8,10.79,13.89,2.86,-9.06,342.5,9.5,39.044,-76.869,4.1,44.4,2.47,32.38,32.78
,144,737383,922.5,0.815,21.5,301.53,62,10.83,13.94,2.8,-8.97,342.7,9.4,39.044,-76.869,4.11,44.6,2.49,32.44,32.79
,145,737384,921.9,0.821,21.4,301.48,62.3,10.83,13.92,2.73,-8.89,342.9,9.3,39.044,-76.869,4.11,44.6,2.52,32.46,32.79
,146,737385,921.2,0.826,21.4,301.55,62.5,10.87,13.97,2.7,-8.9,343.1,9.3,39.044,-76.869,4.12,44.7,2.54,32.48,32.8
,147,737386,920.6,0.832,21.3,301.5,62.8,10.86,13.95,2.64,-8.81,343.3,9.2,39.044,-76.869,4.12,44.8,2.56,32.49,32.81
,148,737387,920,0.838,21.3,301.56,63,10.9,14,2.6,-8.72,343.4,9.1,39.044,-76.869,4.12,44.8,2.58,32.51,32.82
,149,737388,919.4,0.844,21.2,301.51,63.3,10.9,13.98,2.54,-8.63,343.6,9,39.044,-76.869,4.12,44.8,2.6,32.52,32.83
,150,737389,918.8,0.849,21.2,301.57,63.7,10.97,14.08,2.5,-8.54,343.7,8.9,39.044,-76.869,4.12,44.8,2.62,32.51,32.84
,151,737390,918.2,0.855,21.1,301.52,64.1,10.98,14.08,2.5,-8.54,343.7,8.9,39.044,-76.869,4.12,44.9,2.65,32.5,32.85
,152,737391,917.5,0.861,21.1,301.59,64.6,11.08,14.2,2.46,-8.45,343.8,8.8,39.044,-76.869,4.12,44.9,2.67,32.51,32.85
,153,737392,916.9,0.867,21,301.54,65,11.08,14.2,2.41,-8.36,343.9,8.7,39.044,-76.868,4.12,44.9,2.69,32.53,32.86
,154,737393,916.3,0.873,21,301.6,65.3,11.14,14.27,2.38,-8.26,343.9,8.6,39.044,-76.868,4.12,45,2.71,32.53,32.87
,155,737394,915.6,0.879,21,301.66,65.4,11.17,14.29,2.34,-8.17,344,8.5,39.044,-76.868,4.12,45,2.74,32.5,32.88
,156,737395,915,0.886,20.9,301.62,65.3,11.09,14.17,2.34,-8.17,344,8.5,39.044,-76.868,4.12,45,2.76,32.51,32.88
,157,737396,914.3,0.892,20.9,301.68,64.9,11.03,14.08,2.32,-8.07,344,8.4,39.043,-76.868,4.12,45.1,2.78,32.5,32.89
,158,737397,913.6,0.898,20.9,301.75,64.6,10.99,14.01,2.29,-7.98,344,8.3,39.043,-76.868,4.12,45.1,2.81,32.47,32.89
,159,737398,913,0.905,20.8,301.7,64.3,10.87,13.84,2.26,-7.88,344,8.2,39.043,-76.868,4.11,45,2.83,32.46,32.89
