Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,737252,1002.6,0.121,28.5,301.43,47.4,11.58,16.27,3.09,-2.38,307.7,3.9,39.056,-76.875,5.68,56.7,0.35,44.81,32.18
"Seconds_UTC, s",13,737253,1001.9,0.127,28.5,301.49,47.5,11.61,16.31,3.12,-2.51,308.8,4,39.056,-76.875,5.68,56.7,0.38,44.8,32.19
"Pressure_hPa, hPa",14,737254,1001.3,0.132,28.4,301.44,47.6,11.57,16.25,3.15,-2.63,309.9,4.1,39.056,-76.875,5.67,56.6,0.4,44.77,32.2
"Altitude_km, km",15,737255,1000.6,0.138,28.4,301.5,47.8,11.63,16.32,3.17,-2.76,311,4.2,39.056,-76.875,5.68,56.8,0.43,44.79,32.2
"Temp_degC, degC",16,737256,999.9,0.144,28.3,301.46,47.8,11.57,16.22,3.12,-2.81,312,4.2,39.056,-76.875,5.68,56.8,0.46,44.83,32.22
"Theta_K, K",17,737257,999.3,0.15,28.3,301.51,47.8,11.58,16.22,3.14,-2.94,313.1,4.3,39.056,-76.875,5.68,56.8,0.49,44.83,32.22
"RH_percent, percent",18,737258,998.7,0.156,28.3,301.56,47.8,11.58,16.22,3.16,-3.06,314.1,4.4,39.056,-76.875,5.68,56.9,0.52,44.83,32.22
"H2O_gpkg, gpkg",19,737259,998,0.162,28.2,301.52,47.8,11.52,16.13,3.11,-3.12,315.1,4.4,39.056,-76.875,5.69,57,0.55,44.9,32.23
"Frostpoint_degC, degC",20,737260,997.3,0.168,28.2,301.58,47.8,11.53,16.13,3.12,-3.24,316.1,4.5,39.056,-76.875,5.7,57.2,0.58,44.95,32.23
"u_mps, mps",21,737261,996.6,0.174,28.1,301.54,47.9,11.5,16.07,3.06,-3.3,317.1,4.5,39.056,-76.875,5.71,57.3,0.61,45.02,32.24
"v_mps, mps",22,737262,995.9,0.18,28,301.5,48.1,11.49,16.05,3,-3.35,318.2,4.5,39.056,-76.875,5.71,57.3,0.65,45.08,32.24
"WindDirection_deg, deg",23,737263,995.2,0.186,27.9,301.46,48.3,11.47,16.02,3.01,-3.48,319.2,4.6,39.056,-76.875,5.72,57.5,0.68,45.09,32.25
"WindSpeed_mps, mps",24,737264,994.5,0.193,27.8,301.43,48.6,11.49,16.03,2.94,-3.53,320.2,4.6,39.056,-76.875,5.73,57.6,0.71,45.17,32.25
"Latitude_deg, deg",25,737265,993.8,0.199,27.7,301.39,48.8,11.47,16,2.88,-3.58,321.2,4.6,39.056,-76.875,5.75,57.9,0.74,45.33,32.25
"Longitude_deg, deg",26,737266,993,0.206,27.7,301.46,49,11.53,16.06,2.82,-3.63,322.2,4.6,39.056,-76.875,5.76,58,0.78,45.41,32.25
"Ozone_mPa, mPa",27,737267,992.3,0.213,27.6,301.42,49.2,11.52,16.03,2.76,-3.68,323.1,4.6,39.056,-76.875,5.76,58,0.81,45.41,32.25
"Ozone_ppmv, ppmv",28,737268,991.5,0.22,27.6,301.49,49.3,11.55,16.07,2.7,-3.73,324.1,4.6,39.056,-76.875,5.76,58.1,0.85,45.44,32.26
"intO3_DU, DU",29,737269,990.7,0.226,27.5,301.45,49.5,11.54,16.04,2.58,-3.69,325,4.5,39.056,-76.875,5.78,58.3,0.88,45.61,32.27
"resO3_DU, DU",30,737270,990,0.233,27.5,301.52,49.6,11.57,16.07,2.52,-3.73,326,4.5,39.056,-76.875,5.79,58.5,0.92,45.72,32.27
"PumpTemp_degC, degC",31,737271,989.2,0.24,27.4,301.48,49.7,11.54,16.01,2.46,-3.77,326.9,4.5,39.056,-76.875,5.78,58.4,0.95,45.61,32.27
0,32,737272,988.4,0.247,27.3,301.45,49.8,11.5,15.95,2.4,-3.81,327.8,4.5,39.056,-76.875,5.77,58.4,0.99,45.53,32.28
18,33,737273,987.7,0.254,27.3,301.52,49.9,11.53,15.98,2.29,-3.76,328.7,4.4,39.056,-76.874,5.77,58.4,1.02,45.5,32.28
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737274,986.9,0.261,27.2,301.48,50.1,11.52,15.95,2.23,-3.79,329.5,4.4,39.056,-76.874,5.76,58.4,1.06,45.47,32.28
PLATFORM: Howard University - Beltsville,35,737275,986.2,0.267,27.2,301.55,50.3,11.58,16.01,2.17,-3.83,330.4,4.4,39.055,-76.874,5.76,58.4,1.09,45.46,32.29
"LOCATION:  39.056, -76.876, 67 m",36,737276,985.4,0.274,27.1,301.52,50.5,11.56,15.98,2.08,-3.76,331.1,4.3,39.055,-76.874,5.76,58.5,1.13,45.46,32.29
ASSOCIATED_DATA: N/A,37,737277,984.7,0.281,27.1,301.58,50.7,11.62,16.04,2.03,-3.79,331.9,4.3,39.055,-76.874,5.76,58.5,1.16,45.46,32.3
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737278,984,0.287,27,301.54,50.9,11.6,16.01,1.98,-3.82,332.6,4.3,39.055,-76.874,5.76,58.5,1.19,45.46,32.31
DATA_INFO:  All data 1 Hz interval,39,737279,983.3,0.293,27,301.6,51,11.63,16.04,1.89,-3.75,333.2,4.2,39.055,-76.874,5.76,58.6,1.23,45.46,32.31
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737280,982.6,0.3,26.9,301.56,51.1,11.6,15.98,1.85,-3.77,333.8,4.2,39.055,-76.874,5.76,58.6,1.26,45.46,32.32
ULOD_FLAG: -77777,41,737281,981.9,0.305,26.8,301.52,51.3,11.58,15.95,1.82,-3.78,334.3,4.2,39.055,-76.874,5.76,58.7,1.29,45.41,32.32
ULOD_VALUE: N/A,42,737282,981.3,0.311,26.8,301.57,51.5,11.63,16.01,1.79,-3.8,334.7,4.2,39.055,-76.874,5.75,58.6,1.32,45.37,32.32
LLOD_FLAG: -88888,43,737283,980.7,0.317,26.7,301.53,51.7,11.62,15.98,1.77,-3.81,335.1,4.2,39.055,-76.874,5.76,58.7,1.35,45.42,32.32
LLOD_VALUE: N/A,44,737284,980,0.322,26.6,301.49,51.9,11.6,15.95,1.71,-3.73,335.4,4.1,39.055,-76.874,5.76,58.8,1.38,45.47,32.33
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737285,979.4,0.328,26.5,301.44,52,11.56,15.89,1.69,-3.74,335.7,4.1,39.055,-76.874,5.76,58.8,1.41,45.48,32.33
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737286,978.7,0.335,26.5,301.5,52.1,11.59,15.92,1.67,-3.74,335.9,4.1,39.055,-76.874,5.77,59,1.44,45.51,32.33
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737287,978,0.341,26.4,301.46,52.2,11.56,15.85,1.66,-3.75,336.1,4.1,39.055,-76.874,5.77,59,1.47,45.55,32.34
OTHER_COMMENTS: Launch Time: 2018-06-29 17:27:49,48,737288,977.3,0.347,26.4,301.52,52.3,11.59,15.88,1.65,-3.75,336.2,4.1,39.055,-76.874,5.78,59.1,1.5,45.57,32.34
REVISION: RA,49,737289,976.6,0.354,26.3,301.48,52.4,11.55,15.82,1.65,-3.75,336.3,4.1,39.055,-76.874,5.78,59.2,1.54,45.57,32.35
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737290,975.9,0.36,26.2,301.45,52.7,11.55,15.82,1.65,-3.75,336.3,4.1,39.055,-76.874,5.78,59.2,1.57,45.57,32.35
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737291,975.2,0.366,26.2,301.51,52.9,11.61,15.88,1.69,-3.85,336.3,4.2,39.055,-76.874,5.78,59.3,1.6,45.57,32.36
,52,737292,974.5,0.373,26.1,301.47,53.1,11.59,15.84,1.69,-3.85,336.3,4.2,39.055,-76.874,5.77,59.2,1.63,45.54,32.36
,53,737293,973.8,0.379,26.1,301.53,53.2,11.62,15.87,1.69,-3.85,336.3,4.2,39.055,-76.874,5.77,59.3,1.67,45.52,32.37
,54,737294,973,0.386,26,301.5,53.3,11.58,15.81,1.74,-3.93,336.2,4.3,39.055,-76.874,5.76,59.2,1.7,45.47,32.37
,55,737295,972.3,0.392,26,301.56,53.4,11.61,15.84,1.74,-3.93,336.2,4.3,39.055,-76.874,5.76,59.2,1.74,45.45,32.37
,56,737296,971.6,0.399,25.9,301.52,53.6,11.6,15.8,1.73,-3.94,336.3,4.3,39.055,-76.874,5.75,59.2,1.77,45.4,32.37
,57,737297,970.9,0.405,25.9,301.59,53.6,11.61,15.8,1.77,-4.03,336.3,4.4,39.055,-76.874,5.74,59.1,1.8,45.3,32.38
,58,737298,970.3,0.411,25.8,301.54,53.7,11.57,15.74,1.77,-4.03,336.3,4.4,39.055,-76.874,5.73,59.1,1.83,45.19,32.38
,59,737299,969.7,0.416,25.7,301.49,53.7,11.5,15.65,1.8,-4.12,336.4,4.5,39.055,-76.874,5.72,59,1.86,45.15,32.39
,60,737300,969.1,0.421,25.7,301.54,53.8,11.53,15.68,1.79,-4.13,336.5,4.5,39.055,-76.874,5.72,59,1.88,45.15,32.39
,61,737301,968.6,0.426,25.6,301.49,53.9,11.49,15.61,1.83,-4.22,336.6,4.6,39.055,-76.874,5.72,59.1,1.91,45.15,32.4
,62,737302,968,0.431,25.5,301.44,54.1,11.47,15.58,1.81,-4.23,336.8,4.6,39.054,-76.874,5.72,59.1,1.94,45.15,32.4
,63,737303,967.4,0.437,25.4,301.39,54.4,11.47,15.57,1.84,-4.33,337,4.7,39.054,-76.874,5.72,59.1,1.97,45.17,32.4
,64,737304,966.7,0.443,25.4,301.46,54.9,11.59,15.71,1.82,-4.33,337.2,4.7,39.054,-76.874,5.74,59.4,2,45.25,32.41
,65,737305,966,0.45,25.3,301.42,55.4,11.63,15.76,1.8,-4.34,337.5,4.7,39.054,-76.874,5.74,59.4,2.03,45.3,32.41
,66,737306,965.3,0.456,25.2,301.38,55.9,11.68,15.81,1.82,-4.44,337.7,4.8,39.054,-76.874,5.74,59.5,2.06,45.3,32.41
,67,737307,964.6,0.463,25.1,301.34,56.3,11.7,15.83,1.8,-4.45,338,4.8,39.054,-76.874,5.74,59.5,2.1,45.3,32.42
,68,737308,963.9,0.469,25.1,301.4,56.7,11.79,15.94,1.77,-4.46,338.3,4.8,39.054,-76.874,5.74,59.5,2.13,45.28,32.43
,69,737309,963.2,0.475,25,301.36,56.9,11.77,15.9,1.75,-4.47,338.6,4.8,39.054,-76.874,5.74,59.6,2.16,45.27,32.44
,70,737310,962.5,0.482,25,301.43,57,11.8,15.93,1.74,-4.48,338.8,4.8,39.054,-76.874,5.74,59.6,2.2,45.27,32.44
,71,737311,961.8,0.488,24.9,301.39,57,11.74,15.83,1.71,-4.48,339.1,4.8,39.054,-76.874,5.74,59.7,2.23,45.26,32.44
,72,737312,961.2,0.494,24.9,301.44,56.9,11.73,15.81,1.7,-4.49,339.3,4.8,39.054,-76.874,5.73,59.6,2.26,45.19,32.44
,73,737313,960.5,0.5,24.8,301.4,56.8,11.65,15.69,1.67,-4.5,339.6,4.8,39.054,-76.874,5.71,59.4,2.29,45.05,32.45
,74,737314,959.8,0.506,24.8,301.47,56.7,11.63,15.66,1.66,-4.5,339.8,4.8,39.054,-76.874,5.7,59.4,2.32,44.98,32.45
,75,737315,959.2,0.512,24.7,301.42,56.7,11.57,15.56,1.65,-4.51,339.9,4.8,39.054,-76.874,5.7,59.4,2.35,45,32.46
,76,737316,958.5,0.518,24.6,301.38,56.9,11.55,15.53,1.6,-4.42,340.1,4.7,39.054,-76.874,5.71,59.6,2.38,45.04,32.46
,77,737317,957.8,0.525,24.6,301.44,57.2,11.62,15.61,1.59,-4.42,340.2,4.7,39.054,-76.874,5.71,59.6,2.42,45.03,32.47
,78,737318,957.1,0.531,24.5,301.41,57.5,11.62,15.6,1.55,-4.33,340.3,4.6,39.054,-76.874,5.7,59.6,2.45,45,32.48
,79,737319,956.4,0.537,24.4,301.37,57.7,11.6,15.56,1.55,-4.33,340.3,4.6,39.054,-76.874,5.7,59.6,2.48,44.96,32.48
,80,737320,955.8,0.543,24.4,301.42,57.9,11.65,15.61,1.52,-4.24,340.3,4.5,39.054,-76.874,5.69,59.5,2.51,44.9,32.49
,81,737321,955.2,0.548,24.3,301.37,58.1,11.62,15.57,1.49,-4.14,340.2,4.4,39.054,-76.874,5.69,59.6,2.54,44.87,32.49
,82,737322,954.7,0.553,24.3,301.42,58.4,11.69,15.65,1.5,-4.13,340,4.4,39.054,-76.874,5.7,59.7,2.56,44.94,32.49
,83,737323,954.2,0.557,24.2,301.36,58.6,11.67,15.61,1.48,-4.04,339.8,4.3,39.054,-76.874,5.7,59.7,2.58,44.99,32.5
,84,737324,953.7,0.562,24.2,301.41,58.7,11.69,15.64,1.48,-3.93,339.4,4.2,39.054,-76.874,5.7,59.8,2.61,44.99,32.51
,85,737325,953.1,0.568,24.1,301.36,58.9,11.67,15.6,1.47,-3.83,339,4.1,39.053,-76.874,5.68,59.6,2.64,44.85,32.51
,86,737326,952.4,0.574,24.1,301.43,59,11.7,15.62,1.47,-3.72,338.5,4,39.053,-76.874,5.67,59.5,2.67,44.74,32.51
,87,737327,951.7,0.581,24,301.39,59.1,11.66,15.56,1.46,-3.62,338,3.9,39.053,-76.874,5.68,59.7,2.7,44.84,32.52
,88,737328,951,0.587,23.9,301.35,59.2,11.61,15.49,1.46,-3.51,337.4,3.8,39.053,-76.874,5.69,59.8,2.74,44.91,32.53
,89,737329,950.3,0.594,23.9,301.41,59.3,11.64,15.51,1.46,-3.4,336.7,3.7,39.053,-76.874,5.69,59.9,2.77,44.91,32.53
,90,737330,949.6,0.6,23.8,301.37,59.3,11.58,15.42,1.46,-3.29,336,3.6,39.053,-76.874,5.68,59.8,2.8,44.85,32.54
,91,737331,948.8,0.607,23.8,301.45,59.3,11.59,15.42,1.46,-3.18,335.3,3.5,39.053,-76.874,5.67,59.8,2.84,44.76,32.54
,92,737332,948.1,0.614,23.7,301.41,59.3,11.53,15.33,1.51,-3.16,334.5,3.5,39.053,-76.873,5.66,59.7,2.87,44.7,32.54
,93,737333,947.4,0.62,23.7,301.47,59.4,11.56,15.35,1.51,-3.05,333.7,3.4,39.053,-76.873,5.66,59.7,2.9,44.64,32.55
,94,737334,946.9,0.625,23.6,301.42,59.6,11.53,15.31,1.51,-2.94,332.8,3.3,39.053,-76.873,5.65,59.7,2.93,44.61,32.55
,95,737335,946.3,0.63,23.6,301.47,59.7,11.56,15.34,1.51,-2.82,331.9,3.2,39.053,-76.873,5.65,59.7,2.96,44.6,32.56
,96,737336,945.8,0.635,23.5,301.42,59.8,11.51,15.27,1.55,-2.8,331,3.2,39.053,-76.873,5.65,59.7,2.98,44.6,32.56
,97,737337,945.2,0.641,23.5,301.47,59.9,11.54,15.29,1.54,-2.69,330.2,3.1,39.053,-76.873,5.65,59.8,3.01,44.58,32.57
,98,737338,944.6,0.646,23.4,301.42,60.1,11.52,15.25,1.58,-2.67,329.4,3.1,39.053,-76.873,5.65,59.8,3.04,44.57,32.58
,99,737339,944,0.652,23.4,301.48,60.4,11.58,15.33,1.56,-2.56,328.6,3,39.053,-76.873,5.65,59.9,3.07,44.57,32.58
,100,737340,943.4,0.657,23.3,301.43,60.7,11.58,15.31,1.59,-2.54,328,3,39.053,-76.873,5.65,59.9,3.1,44.57,32.58
,101,737341,942.7,0.663,23.2,301.39,60.9,11.55,15.27,1.61,-2.53,327.5,3,39.053,-76.873,5.65,59.9,3.13,44.57,32.59
,102,737342,942.1,0.67,23.1,301.35,61,11.51,15.2,1.63,-2.52,327.1,3,39.053,-76.873,5.65,60,3.16,44.56,32.6
,103,737343,941.4,0.676,23.1,301.41,61.1,11.54,15.23,1.64,-2.51,326.8,3,39.053,-76.873,5.64,59.9,3.19,44.51,32.6
,104,737344,940.6,0.683,23.1,301.48,61.2,11.57,15.25,1.66,-2.5,326.5,3,39.053,-76.873,5.64,60,3.22,44.48,32.6
,105,737345,940,0.689,23,301.44,61.4,11.54,15.21,1.66,-2.5,326.4,3,39.053,-76.873,5.64,60,3.26,44.48,32.6
,106,737346,939.3,0.695,23,301.5,61.6,11.59,15.26,1.66,-2.5,326.3,3,39.053,-76.873,5.64,60,3.29,44.52,32.6
,107,737347,938.6,0.701,22.9,301.46,61.9,11.58,15.24,1.66,-2.5,326.3,3,39.053,-76.873,5.65,60.2,3.32,44.54,32.61
,108,737348,938,0.707,22.8,301.42,62.2,11.58,15.22,1.66,-2.5,326.3,3,39.053,-76.873,5.65,60.2,3.35,44.54,32.61
,109,737349,937.4,0.713,22.8,301.47,62.5,11.64,15.29,1.66,-2.5,326.5,3,39.053,-76.873,5.65,60.3,3.38,44.55,32.61
,110,737350,936.7,0.719,22.7,301.44,62.7,11.62,15.25,1.64,-2.51,326.8,3,39.053,-76.873,5.65,60.3,3.41,44.6,32.61
,111,737351,936.1,0.725,22.7,301.49,62.9,11.66,15.3,1.63,-2.52,327.1,3,39.053,-76.873,5.66,60.5,3.44,44.65,32.62
,112,737352,935.5,0.73,22.6,301.44,63.1,11.63,15.25,1.61,-2.53,327.6,3,39.053,-76.873,5.66,60.5,3.47,44.65,32.63
,113,737353,934.9,0.737,22.6,301.5,63.2,11.66,15.28,1.59,-2.55,328.1,3,39.053,-76.873,5.66,60.5,3.5,44.65,32.63
,114,737354,934.2,0.743,22.5,301.46,63.3,11.62,15.21,1.56,-2.56,328.7,3,39.053,-76.873,5.65,60.5,3.53,44.58,32.64
,115,737355,933.5,0.749,22.5,301.53,63.3,11.63,15.21,1.53,-2.58,329.4,3,39.053,-76.873,5.62,60.2,3.56,44.34,32.64
,116,737356,932.8,0.755,22.4,301.49,63.4,11.58,15.14,1.5,-2.6,330,3,39.053,-76.873,5.6,60,3.6,44.2,32.65
,117,737357,932.2,0.761,22.4,301.54,63.5,11.61,15.16,1.46,-2.62,330.8,3,39.053,-76.873,5.6,60.1,3.63,44.19,32.65
,118,737358,931.6,0.767,22.3,301.5,63.6,11.56,15.09,1.43,-2.64,331.6,3,39.053,-76.873,5.6,60.1,3.65,44.19,32.65
,119,737359,931,0.773,22.2,301.45,63.8,11.54,15.05,1.39,-2.66,332.5,3,39.053,-76.873,5.6,60.2,3.68,44.19,32.65
,120,737360,930.4,0.778,22.2,301.51,64,11.58,15.1,1.29,-2.6,333.5,2.9,39.053,-76.873,5.6,60.2,3.71,44.19,32.65
,121,737361,929.8,0.784,22.1,301.46,64.3,11.57,15.07,1.24,-2.62,334.6,2.9,39.053,-76.873,5.6,60.2,3.74,44.19,32.65
,122,737362,929.2,0.789,22,301.41,64.6,11.56,15.05,1.14,-2.56,335.9,2.8,39.053,-76.873,5.6,60.3,3.77,44.19,32.65
,123,737363,928.5,0.796,22,301.48,64.9,11.62,15.12,1.08,-2.58,337.4,2.8,39.053,-76.873,5.6,60.3,3.8,44.19,32.65
,124,737364,927.8,0.802,21.9,301.44,65.1,11.6,15.07,0.97,-2.52,339,2.7,39.053,-76.873,5.6,60.4,3.83,44.19,32.65
,125,737365,927.1,0.809,21.9,301.51,65.2,11.62,15.1,0.86,-2.45,340.7,2.6,39.053,-76.873,5.59,60.3,3.87,44.14,32.66
,126,737366,926.5,0.815,21.8,301.46,65.4,11.6,15.05,0.78,-2.48,342.6,2.6,39.053,-76.873,5.59,60.3,3.9,44.1,32.66
,127,737367,925.8,0.821,21.8,301.53,65.5,11.62,15.07,0.66,-2.41,344.7,2.5,39.053,-76.873,5.59,60.4,3.93,44.07,32.67
,128,737368,925.2,0.827,21.7,301.48,65.7,11.59,15.03,0.54,-2.34,347,2.4,39.053,-76.873,5.58,60.3,3.96,44.05,32.67
,129,737369,924.6,0.832,21.7,301.54,65.9,11.64,15.07,0.44,-2.36,349.5,2.4,39.053,-76.873,5.57,60.2,3.99,43.91,32.68
,130,737370,924,0.838,21.6,301.49,66,11.59,15,0.32,-2.28,352.1,2.3,39.053,-76.873,5.55,60.1,4.02,43.78,32.68
,131,737371,923.4,0.844,21.6,301.55,65.5,11.51,14.88,0.2,-2.19,354.9,2.2,39.053,-76.873,5.54,60,4.05,43.74,32.68
,132,737372,922.8,0.85,21.6,301.6,64.6,11.36,14.67,0.08,-2.2,357.9,2.2,39.052,-76.873,5.54,60,4.07,43.73,32.68
,133,737373,922.2,0.855,21.6,301.66,64.1,11.28,14.55,-0.04,-2.1,1.1,2.1,39.052,-76.873,5.54,60.1,4.1,43.72,32.69
,134,737374,921.7,0.86,21.5,301.6,64.2,11.23,14.48,-0.15,-2.09,4.2,2.1,39.052,-76.873,5.54,60.1,4.13,43.72,32.69
,135,737375,921.2,0.865,21.5,301.65,64.6,11.31,14.58,-0.27,-2.08,7.4,2.1,39.052,-76.873,5.54,60.1,4.15,43.72,32.69
,136,737376,920.7,0.869,21.4,301.59,64.4,11.21,14.43,-0.38,-2.07,10.4,2.1,39.052,-76.873,5.54,60.2,4.17,43.72,32.69
,137,737377,920.3,0.873,21.4,301.63,63.4,11.04,14.19,-0.48,-2.04,13.2,2.1,39.052,-76.873,5.54,60.2,4.19,43.69,32.7
,138,737378,919.9,0.877,21.5,301.77,62.1,10.88,13.97,-0.57,-2.02,15.8,2.1,39.052,-76.873,5.54,60.2,4.21,43.67,32.7
,139,737379,919.5,0.881,21.5,301.81,60.9,10.67,13.67,-0.65,-2,18.1,2.1,39.052,-76.873,5.54,60.3,4.23,43.67,32.7
,140,737380,919.1,0.884,21.5,301.85,60.1,10.54,13.47,-0.73,-1.97,20.2,2.1,39.052,-76.873,5.53,60.2,4.25,43.62,32.7
,141,737381,918.7,0.888,21.6,301.99,60,10.59,13.53,-0.79,-1.95,22,2.1,39.052,-76.873,5.52,60.1,4.27,43.57,32.7
,142,737382,918.4,0.891,21.5,301.91,60.2,10.56,13.49,-0.84,-1.92,23.6,2.1,39.052,-76.873,5.52,60.1,4.28,43.57,32.71
,143,737383,918,0.895,21.4,301.85,60.5,10.55,13.47,-0.93,-2,24.9,2.2,39.052,-76.873,5.53,60.2,4.3,43.63,32.71
,144,737384,917.6,0.898,21.4,301.88,61,10.65,13.6,-0.96,-1.98,26,2.2,39.052,-76.873,5.54,60.4,4.32,43.7,32.71
,145,737385,917.3,0.902,21.3,301.81,61.8,10.73,13.71,-0.99,-1.96,26.8,2.2,39.052,-76.873,5.56,60.6,4.34,43.85,32.71
,146,737386,916.9,0.906,21.2,301.74,62.7,10.82,13.83,-1.06,-2.04,27.5,2.3,39.052,-76.873,5.58,60.9,4.36,44.06,32.71
,147,737387,916.4,0.91,21.2,301.79,63.1,10.9,13.93,-1.08,-2.03,27.9,2.3,39.052,-76.873,5.6,61.1,4.37,44.17,32.71
,148,737388,916,0.914,21.1,301.73,63.1,10.83,13.84,-1.09,-2.03,28.2,2.3,39.052,-76.873,5.61,61.2,4.4,44.23,32.72
,149,737389,915.5,0.918,21.1,301.77,62.9,10.8,13.79,-1.15,-2.11,28.5,2.4,39.052,-76.873,5.61,61.3,4.42,44.25,32.73
,150,737390,915.1,0.922,21.1,301.81,62.8,10.79,13.76,-1.15,-2.11,28.6,2.4,39.052,-76.873,5.61,61.3,4.44,44.25,32.74
,151,737391,914.6,0.927,21.1,301.86,63,10.83,13.81,-1.15,-2.11,28.6,2.4,39.052,-76.873,5.61,61.3,4.46,44.25,32.74
,152,737392,914.2,0.931,21,301.79,63.3,10.82,13.79,-1.2,-2.19,28.6,2.5,39.052,-76.873,5.61,61.4,4.48,44.25,32.74
,153,737393,913.8,0.934,21,301.83,63.5,10.86,13.84,-1.19,-2.2,28.5,2.5,39.052,-76.873,5.61,61.4,4.5,44.23,32.74
,154,737394,913.5,0.938,20.9,301.76,63.3,10.76,13.69,-1.19,-2.2,28.5,2.5,39.052,-76.873,5.6,61.3,4.52,44.21,32.75
,155,737395,913.1,0.942,20.9,301.8,62.9,10.7,13.6,-1.24,-2.29,28.4,2.6,39.052,-76.873,5.6,61.3,4.54,44.2,32.75
,156,737396,912.7,0.945,20.9,301.83,62.3,10.6,13.45,-1.23,-2.29,28.3,2.6,39.052,-76.873,5.6,61.4,4.56,44.18,32.75
,157,737397,912.4,0.948,20.9,301.86,61.7,10.5,13.3,-1.28,-2.38,28.3,2.7,39.052,-76.873,5.6,61.4,4.57,44.16,32.75
,158,737398,912.1,0.95,20.9,301.89,61.1,10.4,13.15,-1.28,-2.38,28.4,2.7,39.052,-76.873,5.6,61.4,4.58,44.15,32.76
,159,737399,911.9,0.953,20.9,301.91,60.6,10.32,13.03,-1.33,-2.46,28.4,2.8,39.052,-76.873,5.6,61.4,4.6,44.15,32.77
