Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
,68,737311,969.87,0.43,27.67,303.47,74.41,18.02,22.73,3.2,0.75,256.87,3.28,39.057,-76.874,2.48,25.6,0.56,19.6,302.37
,69,737312,969.27,0.435,27.66,303.51,74.07,17.93,22.65,3.22,0.69,257.98,3.29,39.057,-76.874,2.51,25.9,0.57,19.83,302.38
,70,737313,968.68,0.441,27.66,303.56,73.84,17.88,22.59,3.23,0.62,259.12,3.29,39.057,-76.874,2.57,26.5,0.59,20.25,302.39
,71,737314,968.07,0.446,27.65,303.6,73.64,17.83,22.54,3.25,0.56,260.29,3.3,39.057,-76.874,2.61,27,0.6,20.59,302.41
,72,737315,967.46,0.452,27.64,303.65,73.48,17.8,22.49,3.27,0.49,261.49,3.3,39.057,-76.874,2.65,27.4,0.61,20.88,302.41
,73,737316,966.87,0.457,27.64,303.7,73.39,17.78,22.47,3.28,0.42,262.7,3.31,39.057,-76.874,2.68,27.7,0.63,21.14,302.41
,74,737317,966.29,0.463,27.63,303.74,73.39,17.78,22.46,3.29,0.35,263.92,3.31,39.057,-76.874,2.73,28.2,0.64,21.53,302.42
,75,737318,965.71,0.468,27.61,303.78,73.45,17.79,22.46,3.3,0.28,265.13,3.32,39.057,-76.874,2.77,28.7,0.65,21.88,302.43
,76,737319,965.12,0.474,27.59,303.81,73.51,17.8,22.45,3.32,0.21,266.32,3.32,39.057,-76.874,2.81,29.1,0.67,22.18,302.44
,77,737320,964.53,0.479,27.57,303.84,73.52,17.79,22.43,3.33,0.15,267.49,3.33,39.057,-76.874,2.83,29.4,0.68,22.34,302.44
,78,737321,963.91,0.485,27.55,303.88,73.44,17.76,22.4,3.34,0.08,268.63,3.35,39.057,-76.874,2.86,29.6,0.7,22.54,302.45
,79,737322,963.27,0.491,27.54,303.92,73.26,17.71,22.34,3.36,0.02,269.73,3.36,39.057,-76.874,2.88,29.9,0.71,22.72,302.45
,80,737323,962.61,0.497,27.52,303.96,73.03,17.64,22.27,3.38,-0.05,270.77,3.38,39.057,-76.874,2.91,30.2,0.73,22.97,302.45
,81,737324,961.97,0.503,27.49,303.99,72.77,17.57,22.19,3.4,-0.1,271.76,3.4,39.057,-76.874,2.92,30.4,0.74,23.06,302.46
,82,737325,961.37,0.508,27.46,304.02,72.55,17.49,22.11,3.42,-0.16,272.67,3.42,39.057,-76.874,2.93,30.4,0.75,23.09,302.46
,83,737326,960.8,0.514,27.43,304.04,72.4,17.43,22.05,3.44,-0.21,273.5,3.45,39.057,-76.873,2.93,30.5,0.77,23.09,302.47
,84,737327,960.21,0.519,27.39,304.05,72.27,17.38,21.98,3.47,-0.26,274.26,3.48,39.057,-76.873,2.93,30.5,0.78,23.1,302.48
,85,737328,959.6,0.525,27.36,304.07,72.09,17.31,21.91,3.5,-0.3,274.93,3.51,39.057,-76.873,2.95,30.7,0.8,23.26,302.48
,86,737329,958.98,0.53,27.33,304.1,71.84,17.23,21.83,3.53,-0.34,275.52,3.54,39.057,-76.873,2.96,30.8,0.81,23.33,302.5
,87,737330,958.36,0.536,27.32,304.15,71.57,17.16,21.75,3.56,-0.38,276.03,3.58,39.057,-76.873,2.96,30.9,0.83,23.36,302.51
,88,737331,957.73,0.542,27.31,304.2,71.23,17.08,21.67,3.6,-0.41,276.46,3.62,39.057,-76.873,2.96,30.9,0.84,23.37,302.51
,89,737332,957.1,0.548,27.32,304.26,70.74,16.98,21.56,3.63,-0.43,276.81,3.66,39.057,-76.873,2.97,31,0.86,23.39,302.52
,90,737333,956.47,0.554,27.33,304.33,70.16,16.86,21.44,3.67,-0.46,277.11,3.7,39.057,-76.873,2.97,31,0.87,23.39,302.53
,91,737334,955.86,0.559,27.33,304.38,69.67,16.75,21.32,3.71,-0.48,277.35,3.74,39.057,-76.873,2.97,31.1,0.89,23.42,302.53
,92,737335,955.27,0.565,27.31,304.42,69.38,16.67,21.24,3.75,-0.5,277.54,3.79,39.057,-76.873,2.97,31.1,0.9,23.42,302.54
,93,737336,954.67,0.57,27.29,304.45,69.25,16.63,21.19,3.8,-0.51,277.69,3.83,39.057,-76.873,2.97,31.1,0.92,23.43,302.55
,94,737337,954.08,0.576,27.26,304.48,69.25,16.62,21.16,3.84,-0.53,277.81,3.88,39.057,-76.873,2.97,31.1,0.93,23.44,302.56
,95,737338,953.49,0.581,27.24,304.51,69.32,16.62,21.15,3.88,-0.54,277.89,3.92,39.057,-76.873,2.97,31.2,0.95,23.47,302.56
,96,737339,952.86,0.587,27.2,304.53,69.45,16.63,21.15,3.93,-0.55,277.95,3.96,39.057,-76.873,2.98,31.3,0.96,23.51,302.57
,97,737340,952.23,0.593,27.16,304.55,69.62,16.64,21.16,3.97,-0.56,277.99,4.01,39.057,-76.873,2.99,31.3,0.98,23.55,302.57
,98,737341,951.63,0.599,27.13,304.57,69.82,16.67,21.17,4.01,-0.56,278.02,4.05,39.057,-76.873,2.99,31.4,0.99,23.55,302.57
,99,737342,951.06,0.604,27.1,304.59,70.03,16.7,21.19,4.05,-0.57,278.05,4.09,39.057,-76.873,2.99,31.4,1.01,23.55,302.57
,100,737343,950.47,0.61,27.07,304.61,70.23,16.72,21.2,4.08,-0.58,278.08,4.12,39.057,-76.873,2.99,31.4,1.02,23.58,302.58
,101,737344,949.85,0.615,27.03,304.63,70.39,16.73,21.2,4.12,-0.59,278.12,4.16,39.057,-76.873,2.99,31.5,1.04,23.59,302.59
,102,737345,949.22,0.621,26.98,304.64,70.5,16.73,21.18,4.15,-0.6,278.17,4.19,39.057,-76.873,2.99,31.5,1.05,23.59,302.59
,103,737346,948.59,0.627,26.94,304.65,70.59,16.71,21.16,4.18,-0.6,278.23,4.22,39.057,-76.873,2.99,31.5,1.07,23.59,302.59
,104,737347,947.98,0.633,26.9,304.66,70.69,16.71,21.15,4.2,-0.61,278.31,4.25,39.057,-76.873,2.99,31.6,1.08,23.61,302.6
,105,737348,947.39,0.638,26.86,304.68,70.83,16.71,21.14,4.23,-0.63,278.42,4.27,39.057,-76.873,3,31.6,1.1,23.64,302.6
,106,737349,946.79,0.644,26.82,304.7,70.98,16.72,21.14,4.24,-0.64,278.55,4.29,39.057,-76.873,3,31.6,1.11,23.64,302.61
,107,737350,946.18,0.65,26.78,304.72,71.1,16.73,21.13,4.26,-0.65,278.71,4.31,39.057,-76.872,3,31.7,1.13,23.68,302.61
,108,737351,945.58,0.655,26.75,304.74,71.15,16.72,21.11,4.27,-0.67,278.89,4.32,39.057,-76.872,3,31.7,1.14,23.68,302.62
,109,737352,944.97,0.661,26.72,304.76,71.16,16.7,21.08,4.27,-0.68,279.09,4.33,39.057,-76.872,3,31.8,1.16,23.68,302.64
,110,737353,944.35,0.667,26.68,304.78,71.15,16.66,21.04,4.27,-0.7,279.32,4.33,39.057,-76.872,3,31.8,1.18,23.69,302.64
,111,737354,943.74,0.673,26.64,304.79,71.1,16.62,20.99,4.27,-0.72,279.57,4.33,39.057,-76.872,3,31.8,1.19,23.7,302.64
,112,737355,943.16,0.678,26.61,304.82,71.02,16.59,20.94,4.26,-0.74,279.83,4.33,39.057,-76.872,3,31.8,1.2,23.7,302.65
,113,737356,942.59,0.683,26.58,304.84,70.95,16.56,20.9,4.25,-0.76,280.12,4.32,39.057,-76.872,3,31.9,1.22,23.7,302.66
,114,737357,941.99,0.689,26.55,304.87,70.95,16.53,20.87,4.24,-0.78,280.43,4.31,39.057,-76.872,3.01,31.9,1.23,23.73,302.66
,115,737358,941.38,0.695,26.51,304.88,71.06,16.53,20.86,4.22,-0.8,280.76,4.29,39.057,-76.872,3.01,32,1.25,23.73,302.67
,116,737359,940.77,0.701,26.46,304.89,71.29,16.55,20.87,4.19,-0.82,281.11,4.27,39.057,-76.872,3,31.9,1.27,23.7,302.67
,117,737360,940.17,0.706,26.42,304.9,71.59,16.59,20.89,4.17,-0.85,281.48,4.25,39.057,-76.872,3,31.9,1.28,23.7,302.68
,118,737361,939.55,0.712,26.37,304.91,71.91,16.63,20.92,4.13,-0.87,281.87,4.23,39.057,-76.872,3,32,1.3,23.69,302.68
,119,737362,938.94,0.718,26.32,304.92,72.2,16.65,20.94,4.1,-0.89,282.28,4.2,39.057,-76.872,3,31.9,1.31,23.64,302.69
,120,737363,938.34,0.723,26.27,304.92,72.43,16.67,20.94,4.06,-0.92,282.71,4.16,39.057,-76.872,2.96,31.6,1.33,23.39,302.71
,121,737364,937.77,0.729,26.22,304.92,72.61,16.67,20.93,4.02,-0.94,283.16,4.13,39.057,-76.872,2.96,31.6,1.34,23.38,302.72
,122,737365,937.19,0.734,26.17,304.92,72.76,16.67,20.92,3.97,-0.96,283.62,4.09,39.057,-76.872,2.96,31.6,1.36,23.34,302.73
,123,737366,936.58,0.74,26.12,304.93,72.89,16.66,20.9,3.92,-0.99,284.11,4.05,39.057,-76.872,2.96,31.6,1.37,23.33,302.73
,124,737367,935.96,0.746,26.07,304.94,73.01,16.65,20.88,3.87,-1.01,284.62,4,39.057,-76.872,2.95,31.5,1.39,23.28,302.74
,125,737368,935.36,0.752,26.03,304.95,73.2,16.66,20.88,3.82,-1.03,285.15,3.96,39.057,-76.872,2.94,31.5,1.4,23.22,302.74
,126,737369,934.77,0.757,25.98,304.96,73.54,16.7,20.91,3.76,-1.06,285.7,3.91,39.057,-76.871,2.93,31.3,1.41,23.11,302.74
,127,737370,934.17,0.763,25.93,304.96,74.09,16.79,20.98,3.71,-1.08,286.27,3.86,39.057,-76.871,2.93,31.3,1.43,23.1,302.74
,128,737371,933.58,0.768,25.88,304.97,74.76,16.9,21.08,3.65,-1.11,286.86,3.81,39.057,-76.871,2.92,31.3,1.44,23.07,302.74
,129,737372,932.98,0.774,25.83,304.97,75.41,17.01,21.17,3.59,-1.13,287.47,3.76,39.057,-76.871,2.92,31.3,1.46,23.07,302.74
,130,737373,932.37,0.78,25.78,304.97,75.92,17.08,21.23,3.53,-1.15,288.1,3.71,39.057,-76.871,2.92,31.3,1.47,23.04,302.74
,131,737374,931.77,0.786,25.73,304.98,76.27,17.13,21.25,3.46,-1.18,288.74,3.66,39.057,-76.871,2.92,31.3,1.49,23.02,302.74
,132,737375,931.17,0.791,25.68,304.99,76.48,17.14,21.25,3.4,-1.2,289.41,3.61,39.057,-76.871,2.91,31.2,1.5,22.94,302.75
,133,737376,930.57,0.797,25.63,305,76.59,17.12,21.23,3.34,-1.22,290.09,3.55,39.057,-76.871,2.91,31.2,1.52,22.94,302.75
,134,737377,929.96,0.803,25.58,305,76.65,17.09,21.19,3.28,-1.24,290.78,3.5,39.057,-76.871,2.91,31.3,1.53,22.96,302.75
,135,737378,929.34,0.809,25.53,305.01,76.66,17.06,21.15,3.21,-1.27,291.49,3.45,39.057,-76.871,2.91,31.3,1.55,22.96,302.76
,136,737379,928.71,0.815,25.5,305.03,76.61,17.03,21.11,3.15,-1.29,292.23,3.4,39.057,-76.871,2.91,31.3,1.57,22.96,302.76
,137,737380,928.08,0.821,25.48,305.07,76.51,16.99,21.06,3.09,-1.31,292.98,3.36,39.057,-76.871,2.91,31.4,1.58,22.96,302.76
,138,737381,927.44,0.827,25.46,305.11,76.4,16.96,21.02,3.03,-1.33,293.74,3.31,39.057,-76.871,2.92,31.5,1.6,23.02,302.76
,139,737382,926.79,0.833,25.42,305.13,76.38,16.93,20.98,2.97,-1.35,294.52,3.26,39.057,-76.871,2.92,31.5,1.61,23,302.77
,140,737383,926.14,0.839,25.36,305.14,76.48,16.91,20.95,2.91,-1.38,295.29,3.22,39.057,-76.871,2.92,31.5,1.63,23.02,302.77
,141,737384,925.53,0.845,25.3,305.13,76.66,16.89,20.92,2.85,-1.4,296.08,3.18,39.057,-76.871,2.92,31.5,1.64,23.03,302.78
,142,737385,924.97,0.85,25.24,305.12,76.85,16.89,20.91,2.8,-1.42,296.85,3.14,39.057,-76.871,2.92,31.6,1.66,23.04,302.78
,143,737386,924.42,0.855,25.2,305.13,77.03,16.89,20.9,2.74,-1.44,297.62,3.1,39.057,-76.871,2.92,31.6,1.67,23.04,302.81
,144,737387,923.85,0.861,25.16,305.14,77.21,16.9,20.9,2.69,-1.45,298.39,3.06,39.057,-76.871,2.92,31.6,1.69,23.04,302.81
,145,737388,923.24,0.867,25.13,305.17,77.35,16.91,20.9,2.64,-1.47,299.14,3.02,39.057,-76.871,2.94,31.8,1.7,23.18,302.82
,146,737389,922.64,0.873,25.09,305.19,77.4,16.9,20.88,2.59,-1.49,299.89,2.99,39.057,-76.871,2.94,31.9,1.72,23.23,302.83
,147,737390,922.06,0.878,25.06,305.21,77.36,16.87,20.84,2.54,-1.51,300.62,2.96,39.057,-76.871,2.96,32.1,1.73,23.35,302.84
,148,737391,921.49,0.883,25.03,305.23,77.26,16.82,20.79,2.5,-1.52,301.35,2.92,39.057,-76.871,2.97,32.2,1.74,23.41,302.84
,149,737392,920.91,0.889,24.99,305.25,77.18,16.78,20.73,2.45,-1.54,302.07,2.89,39.057,-76.871,2.98,32.4,1.76,23.51,302.84
,150,737393,920.31,0.895,24.95,305.26,77.12,16.73,20.68,2.41,-1.55,302.79,2.86,39.057,-76.871,2.98,32.4,1.78,23.53,302.84
,151,737394,919.72,0.901,24.9,305.27,77.05,16.68,20.62,2.36,-1.56,303.49,2.83,39.057,-76.871,2.99,32.5,1.79,23.61,302.84
,152,737395,919.1,0.906,24.86,305.29,76.91,16.62,20.55,2.32,-1.57,304.19,2.8,39.057,-76.871,3,32.6,1.81,23.66,302.85
,153,737396,918.47,0.913,24.82,305.31,76.76,16.56,20.48,2.28,-1.59,304.88,2.77,39.057,-76.871,3.02,32.9,1.82,23.81,302.85
,154,737397,917.84,0.919,24.78,305.32,76.65,16.5,20.42,2.24,-1.6,305.55,2.75,39.057,-76.871,3.03,33,1.84,23.9,302.86
,155,737398,917.25,0.924,24.74,305.34,76.59,16.46,20.37,2.2,-1.61,306.21,2.72,39.057,-76.871,3.03,33.1,1.85,23.92,302.86
,156,737399,916.68,0.93,24.7,305.36,76.52,16.42,20.32,2.16,-1.62,306.86,2.7,39.057,-76.871,3.07,33.5,1.87,24.24,302.86
,157,737400,916.11,0.935,24.66,305.37,76.46,16.37,20.26,2.12,-1.63,307.5,2.67,39.057,-76.87,3.07,33.5,1.88,24.24,302.86
,158,737401,915.52,0.941,24.61,305.38,76.41,16.33,20.21,2.09,-1.64,308.13,2.65,39.057,-76.87,3.08,33.6,1.9,24.26,302.87
