Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
DATA_INFO:  All data 1 Hz interval,39,737280,988.6,0.252,29.9,304.05,44.3,11.9,16.49,3.03,2.61,229.3,4,39.057,-76.875,7.72,78.1,1.32,60.94,28.04
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737281,988,0.257,29.8,304,44.5,11.89,16.47,3.12,2.66,229.6,4.1,39.057,-76.875,7.72,78.1,1.35,60.93,28.06
ULOD_FLAG: -77777,41,737282,987.5,0.262,29.8,304.04,44.6,11.93,16.5,3.13,2.65,229.8,4.1,39.057,-76.875,7.72,78.2,1.39,60.9,28.07
ULOD_VALUE: N/A,42,737283,986.9,0.267,29.7,303.99,44.7,11.89,16.45,3.15,2.63,230.1,4.1,39.057,-76.874,7.7,78,1.42,60.78,28.07
LLOD_FLAG: -88888,43,737284,986.4,0.273,29.7,304.04,44.8,11.92,16.48,3.15,2.62,230.3,4.1,39.057,-76.874,7.7,78.1,1.46,60.72,28.09
LLOD_VALUE: N/A,44,737285,985.7,0.278,29.6,304,45,11.92,16.46,3.16,2.61,230.5,4.1,39.057,-76.874,7.7,78.1,1.5,60.72,28.1
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737286,985,0.285,29.6,304.06,45.1,11.95,16.5,3.17,2.6,230.6,4.1,39.057,-76.874,7.7,78.2,1.54,60.72,28.11
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737287,984.4,0.291,29.5,304.01,45.3,11.94,16.47,3.25,2.66,230.7,4.2,39.057,-76.874,7.71,78.3,1.58,60.81,28.11
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737288,983.7,0.297,29.5,304.08,45.3,11.95,16.47,3.25,2.65,230.8,4.2,39.057,-76.874,7.71,78.4,1.62,60.87,28.12
OTHER_COMMENTS: Launch Time: 2018-06-30 19:05:46,48,737289,983.1,0.302,29.4,304.03,45.4,11.92,16.42,3.25,2.65,230.8,4.2,39.057,-76.874,7.72,78.5,1.66,60.87,28.13
REVISION: RA,49,737290,982.4,0.309,29.3,303.99,45.6,11.91,16.4,3.25,2.65,230.8,4.2,39.057,-76.874,7.72,78.6,1.7,60.87,28.15
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737291,981.7,0.315,29.3,304.05,45.7,11.94,16.43,3.25,2.65,230.8,4.2,39.057,-76.874,7.72,78.6,1.74,60.87,28.15
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737292,981,0.321,29.2,304.01,45.8,11.91,16.37,3.25,2.66,230.7,4.2,39.057,-76.874,7.72,78.7,1.79,60.9,28.16
,52,737293,980.4,0.327,29.2,304.07,45.9,11.94,16.41,3.25,2.67,230.6,4.2,39.057,-76.874,7.73,78.8,1.82,60.97,28.17
,53,737294,979.8,0.332,29.1,304.02,46,11.91,16.35,3.24,2.67,230.5,4.2,39.057,-76.874,7.72,78.8,1.86,60.93,28.18
,54,737295,979.3,0.337,29.1,304.06,46.1,11.94,16.39,3.23,2.68,230.3,4.2,39.057,-76.874,7.71,78.7,1.89,60.87,28.18
,55,737296,978.8,0.341,29,304.01,46.2,11.9,16.33,3.22,2.69,230.1,4.2,39.057,-76.874,7.71,78.8,1.93,60.86,28.19
,56,737297,978.2,0.346,29,304.06,46.3,11.93,16.36,3.21,2.71,229.9,4.2,39.058,-76.874,7.71,78.8,1.96,60.86,28.2
,57,737298,977.7,0.351,28.9,304,46.4,11.9,16.31,3.2,2.72,229.6,4.2,39.058,-76.874,7.71,78.9,1.99,60.86,28.21
,58,737299,977.2,0.356,28.9,304.05,46.5,11.93,16.34,3.18,2.74,229.3,4.2,39.058,-76.874,7.71,78.9,2.03,60.87,28.22
,59,737300,976.7,0.361,28.9,304.09,46.6,11.96,16.37,3.17,2.75,229.1,4.2,39.058,-76.874,7.72,79,2.06,60.87,28.23
,60,737301,976.2,0.365,28.8,304.04,46.7,11.92,16.32,3.17,2.76,229,4.2,39.058,-76.874,7.71,79,2.09,60.83,28.24
,61,737302,975.7,0.369,28.8,304.08,46.9,11.98,16.38,3.16,2.77,228.8,4.2,39.058,-76.874,7.71,79,2.12,60.8,28.25
,62,737303,975.2,0.374,28.8,304.13,46.9,11.99,16.38,3.16,2.77,228.7,4.2,39.058,-76.874,7.71,79.1,2.15,60.8,28.25
,63,737304,974.7,0.379,28.7,304.07,47,11.95,16.32,3.15,2.78,228.5,4.2,39.058,-76.874,7.71,79.1,2.18,60.8,28.27
,64,737305,974.1,0.384,28.7,304.12,47.1,11.98,16.36,3.14,2.79,228.4,4.2,39.058,-76.874,7.71,79.1,2.22,60.8,28.28
,65,737306,973.6,0.389,28.6,304.07,47.2,11.94,16.3,3.14,2.79,228.3,4.2,39.058,-76.874,7.7,79.1,2.25,60.73,28.29
,66,737307,973,0.394,28.6,304.12,47.4,12,16.37,3.14,2.79,228.3,4.2,39.058,-76.874,7.69,79,2.28,60.67,28.3
,67,737308,972.5,0.399,28.5,304.07,47.5,11.96,16.31,3.14,2.79,228.3,4.2,39.058,-76.874,7.7,79.2,2.32,60.75,28.31
,68,737309,971.9,0.404,28.5,304.12,47.6,12,16.34,3.14,2.79,228.4,4.2,39.058,-76.874,7.71,79.3,2.35,60.83,28.32
,69,737310,971.4,0.409,28.4,304.06,47.7,11.96,16.28,3.15,2.78,228.6,4.2,39.058,-76.874,7.71,79.4,2.39,60.85,28.32
,70,737311,970.8,0.414,28.4,304.12,47.9,12.02,16.35,3.16,2.77,228.8,4.2,39.058,-76.874,7.71,79.4,2.42,60.86,28.34
,71,737312,970.2,0.42,28.3,304.07,48,11.98,16.29,3.17,2.75,229.1,4.2,39.058,-76.874,7.72,79.6,2.46,60.94,28.35
,72,737313,969.7,0.425,28.3,304.11,48,11.98,16.29,3.19,2.73,229.5,4.2,39.058,-76.874,7.73,79.7,2.5,61.01,28.35
,73,737314,969.1,0.43,28.2,304.07,48,11.92,16.2,3.21,2.71,229.9,4.2,39.058,-76.873,7.73,79.8,2.53,61.01,28.36
,74,737315,968.5,0.435,28.2,304.12,48,11.93,16.2,3.24,2.68,230.4,4.2,39.058,-76.873,7.73,79.8,2.57,61.01,28.37
,75,737316,967.9,0.441,28.1,304.07,48.1,11.89,16.14,3.26,2.64,231,4.2,39.058,-76.873,7.73,79.9,2.61,61.01,28.38
,76,737317,967.3,0.447,28.1,304.13,48.3,11.95,16.2,3.29,2.61,231.6,4.2,39.058,-76.873,7.73,79.9,2.65,61.01,28.39
,77,737318,966.7,0.452,28,304.08,48.5,11.94,16.18,3.32,2.57,232.3,4.2,39.058,-76.873,7.73,80,2.69,61,28.4
,78,737319,966,0.458,27.9,304.04,48.8,11.95,16.18,3.28,2.46,233.1,4.1,39.058,-76.873,7.72,79.9,2.73,60.94,28.41
,79,737320,965.3,0.465,27.9,304.11,49,12.01,16.25,3.31,2.42,233.9,4.1,39.058,-76.873,7.72,80,2.77,60.89,28.41
,80,737321,964.6,0.471,27.8,304.07,49.1,11.97,16.19,3.35,2.36,234.8,4.1,39.058,-76.873,7.7,79.8,2.81,60.74,28.42
,81,737322,964,0.477,27.7,304.02,49.1,11.91,16.09,3.39,2.31,235.7,4.1,39.058,-76.873,7.68,79.7,2.85,60.63,28.43
,82,737323,963.3,0.483,27.7,304.08,49.2,11.94,16.13,3.43,2.25,236.7,4.1,39.058,-76.873,7.68,79.7,2.89,60.62,28.44
,83,737324,962.7,0.488,27.6,304.04,49.3,11.9,16.07,3.47,2.19,237.7,4.1,39.058,-76.873,7.68,79.8,2.93,60.61,28.45
,84,737325,962.1,0.494,27.6,304.09,49.5,11.96,16.13,3.5,2.14,238.6,4.1,39.058,-76.873,7.68,79.8,2.97,60.61,28.46
,85,737326,961.5,0.5,27.5,304.04,49.6,11.92,16.07,3.54,2.07,239.6,4.1,39.058,-76.873,7.67,79.8,3.01,60.53,28.46
,86,737327,960.8,0.506,27.5,304.11,49.7,11.95,16.1,3.66,2.06,240.6,4.2,39.058,-76.873,7.66,79.7,3.06,60.46,28.47
,87,737328,960.1,0.513,27.4,304.07,49.8,11.91,16.04,3.69,2,241.6,4.2,39.058,-76.873,7.65,79.7,3.1,60.38,28.48
,88,737329,959.4,0.519,27.4,304.13,50,11.97,16.1,3.73,1.93,242.6,4.2,39.058,-76.873,7.65,79.7,3.14,60.33,28.48
,89,737330,958.7,0.525,27.3,304.1,50.1,11.93,16.04,3.76,1.87,243.6,4.2,39.058,-76.873,7.64,79.7,3.18,60.27,28.49
,90,737331,958.2,0.53,27.3,304.14,50.3,11.99,16.1,3.79,1.81,244.5,4.2,39.058,-76.873,7.62,79.5,3.22,60.13,28.5
,91,737332,957.7,0.535,27.3,304.19,50.4,12.02,16.14,3.91,1.78,245.5,4.3,39.058,-76.873,7.61,79.5,3.25,60.01,28.5
,92,737333,957.2,0.54,27.2,304.13,50.5,11.98,16.08,3.94,1.73,246.3,4.3,39.058,-76.873,7.57,79.1,3.28,59.75,28.51
,93,737334,956.7,0.544,27.2,304.18,50.7,12.03,16.14,3.96,1.67,247.2,4.3,39.058,-76.873,7.55,78.9,3.31,59.57,28.52
,94,737335,956.3,0.548,27.2,304.21,50.8,12.06,16.17,4.08,1.65,248,4.4,39.058,-76.873,7.55,79,3.34,59.54,28.53
,95,737336,955.9,0.551,27.1,304.15,50.8,12,16.08,4.1,1.58,248.9,4.4,39.058,-76.873,7.51,78.6,3.36,59.27,28.54
,96,737337,955.6,0.554,27.1,304.18,50.8,12,16.08,4.12,1.53,249.6,4.4,39.058,-76.873,7.49,78.4,3.38,59.09,28.55
,97,737338,955.3,0.557,27.1,304.2,50.8,12,16.08,4.15,1.48,250.4,4.4,39.059,-76.872,7.48,78.3,3.4,59.01,28.56
,98,737339,955,0.56,27,304.13,51.1,12.01,16.08,4.26,1.46,251.1,4.5,39.058,-76.872,7.47,78.2,3.42,58.95,28.57
,99,737340,954.6,0.564,27,304.17,51.3,12.06,16.14,4.28,1.4,251.9,4.5,39.058,-76.872,7.48,78.4,3.44,59.04,28.59
,100,737341,954.2,0.567,27,304.2,51.4,12.09,16.17,4.29,1.35,252.6,4.5,39.059,-76.872,7.5,78.6,3.47,59.2,28.6
,101,737342,953.9,0.57,26.9,304.13,51.4,12.02,16.07,4.31,1.29,253.3,4.5,39.059,-76.872,7.51,78.7,3.49,59.29,28.6
,102,737343,953.5,0.573,26.9,304.16,51.4,12.03,16.07,4.33,1.24,254,4.5,39.059,-76.872,7.51,78.8,3.51,59.29,28.6
,103,737344,953.3,0.576,26.9,304.18,51.6,12.08,16.14,4.44,1.21,254.7,4.6,39.059,-76.872,7.51,78.8,3.52,59.29,28.61
,104,737345,953,0.579,26.8,304.11,51.7,12.03,16.07,4.45,1.16,255.4,4.6,39.059,-76.872,7.52,78.9,3.54,59.37,28.62
,105,737346,952.7,0.581,26.8,304.14,51.9,12.08,16.13,4.47,1.1,256.2,4.6,39.059,-76.872,7.53,79,3.56,59.43,28.63
,106,737347,952.4,0.584,26.8,304.16,52.1,12.13,16.19,4.48,1.04,256.9,4.6,39.059,-76.872,7.53,79.1,3.58,59.43,28.64
,107,737348,952.1,0.587,26.8,304.19,52.2,12.16,16.22,4.4,0.97,257.6,4.5,39.059,-76.872,7.52,79,3.6,59.35,28.65
,108,737349,951.9,0.589,26.7,304.11,52.2,12.09,16.13,4.41,0.91,258.3,4.5,39.059,-76.872,7.51,78.9,3.61,59.29,28.65
,109,737350,951.6,0.591,26.7,304.13,52.3,12.12,16.16,4.42,0.86,259,4.5,39.059,-76.872,7.5,78.8,3.63,59.16,28.66
,110,737351,951.4,0.594,26.7,304.15,52.5,12.17,16.22,4.43,0.8,259.8,4.5,39.059,-76.872,7.47,78.5,3.64,58.93,28.67
,111,737352,951.1,0.596,26.6,304.08,52.6,12.12,16.16,4.44,0.73,260.6,4.5,39.059,-76.872,7.46,78.4,3.66,58.83,28.68
,112,737353,950.8,0.598,26.6,304.11,52.7,12.15,16.19,4.35,0.67,261.3,4.4,39.059,-76.872,7.46,78.5,3.67,58.83,28.69
,113,737354,950.5,0.601,26.6,304.13,52.7,12.15,16.19,4.36,0.6,262.1,4.4,39.059,-76.871,7.46,78.5,3.69,58.83,28.69
,114,737355,950.2,0.604,26.5,304.06,52.7,12.09,16.1,4.37,0.55,262.8,4.4,39.059,-76.871,7.46,78.5,3.71,58.83,28.7
,115,737356,949.8,0.608,26.5,304.1,52.8,12.11,16.13,4.27,0.48,263.6,4.3,39.059,-76.871,7.46,78.5,3.74,58.84,28.71
,116,737357,949.5,0.611,26.5,304.12,52.8,12.12,16.13,4.28,0.43,264.3,4.3,39.059,-76.871,7.46,78.6,3.76,58.89,28.72
,117,737358,949.1,0.614,26.4,304.06,52.9,12.07,16.06,4.18,0.36,265.1,4.2,39.059,-76.871,7.47,78.7,3.78,58.96,28.73
,118,737359,948.8,0.618,26.4,304.09,53,12.1,16.09,4.19,0.31,265.8,4.2,39.059,-76.871,7.48,78.8,3.8,59.01,28.73
,119,737360,948.4,0.621,26.4,304.12,53.1,12.13,16.12,4.09,0.24,266.6,4.1,39.059,-76.871,7.48,78.9,3.82,59.04,28.74
,120,737361,948.1,0.624,26.3,304.05,53.1,12.06,16.03,4.1,0.19,267.3,4.1,39.059,-76.871,7.48,78.9,3.85,59.01,28.76
,121,737362,947.7,0.628,26.3,304.09,53.2,12.09,16.06,4,0.14,268,4,39.059,-76.871,7.47,78.8,3.87,58.96,28.76
,122,737363,947.3,0.631,26.3,304.12,53.3,12.12,16.09,3.9,0.09,268.7,3.9,39.059,-76.871,7.47,78.9,3.89,58.95,28.77
,123,737364,946.9,0.635,26.2,304.06,53.4,12.07,16.02,3.9,0.04,269.4,3.9,39.059,-76.871,7.47,78.9,3.92,58.94,28.77
,124,737365,946.5,0.639,26.2,304.09,53.5,12.1,16.05,3.8,-0.01,270.1,3.8,39.059,-76.871,7.47,78.9,3.94,58.93,28.78
,125,737366,946.1,0.643,26.1,304.03,53.5,12.03,15.96,3.8,-0.05,270.8,3.8,39.059,-76.871,7.47,79,3.97,58.93,28.78
,126,737367,945.7,0.647,26.1,304.07,53.5,12.04,15.96,3.7,-0.09,271.4,3.7,39.059,-76.871,7.47,79,4,58.93,28.79
,127,737368,945.2,0.651,26.1,304.11,53.6,12.07,15.99,3.6,-0.13,272.1,3.6,39.059,-76.871,7.47,79,4.02,58.94,28.81
,128,737369,944.8,0.655,26,304.05,53.6,12,15.9,3.6,-0.18,272.8,3.6,39.059,-76.871,7.47,79.1,4.05,58.93,28.81
,129,737370,944.3,0.66,26,304.09,53.8,12.05,15.96,3.49,-0.21,273.4,3.5,39.059,-76.871,7.47,79.1,4.08,58.93,28.82
,130,737371,943.8,0.664,25.9,304.04,53.9,12.01,15.89,3.49,-0.24,274,3.5,39.059,-76.871,7.47,79.1,4.11,58.91,28.83
,131,737372,943.4,0.668,25.9,304.08,54,12.04,15.92,3.39,-0.28,274.7,3.4,39.059,-76.871,7.46,79.1,4.14,58.9,28.84
,132,737373,942.9,0.672,25.9,304.12,54.1,12.07,15.95,3.39,-0.31,275.3,3.4,39.059,-76.871,7.46,79.1,4.17,58.9,28.84
,133,737374,942.5,0.677,25.8,304.06,54.2,12.02,15.89,3.28,-0.34,276,3.3,39.059,-76.871,7.47,79.3,4.2,58.9,28.84
,134,737375,942,0.681,25.8,304.1,54.3,12.05,15.91,3.28,-0.39,276.7,3.3,39.059,-76.871,7.47,79.3,4.23,58.9,28.86
,135,737376,941.5,0.686,25.8,304.15,54.5,12.1,15.97,3.17,-0.41,277.3,3.2,39.059,-76.871,7.46,79.2,4.26,58.88,28.86
,136,737377,941,0.69,25.7,304.09,54.6,12.06,15.91,3.17,-0.45,278,3.2,39.059,-76.871,7.46,79.3,4.29,58.87,28.87
,137,737378,940.6,0.694,25.7,304.13,54.7,12.09,15.94,3.16,-0.48,278.6,3.2,39.059,-76.871,7.46,79.3,4.32,58.85,28.87
,138,737379,940.1,0.699,25.6,304.07,54.8,12.04,15.87,3.06,-0.5,279.3,3.1,39.059,-76.871,7.46,79.4,4.35,58.82,28.88
,139,737380,939.6,0.704,25.6,304.12,54.8,12.05,15.87,3.05,-0.53,279.9,3.1,39.059,-76.87,7.44,79.2,4.38,58.71,28.89
,140,737381,939.1,0.708,25.5,304.07,54.9,12.01,15.81,3.05,-0.56,280.5,3.1,39.059,-76.87,7.43,79.1,4.41,58.63,28.89
,141,737382,938.6,0.712,25.5,304.11,55,12.03,15.84,3.04,-0.6,281.1,3.1,39.059,-76.87,7.43,79.2,4.44,58.62,28.9
,142,737383,938.2,0.717,25.5,304.15,55.1,12.06,15.86,3.04,-0.63,281.7,3.1,39.059,-76.87,7.42,79.1,4.47,58.53,28.92
,143,737384,937.7,0.721,25.4,304.09,55.2,12.02,15.8,3.03,-0.66,282.2,3.1,39.059,-76.87,7.4,78.9,4.5,58.42,28.92
,144,737385,937.2,0.726,25.4,304.14,55.3,12.05,15.83,3.02,-0.68,282.7,3.1,39.059,-76.87,7.4,79,4.52,58.37,28.93
,145,737386,936.8,0.73,25.4,304.18,55.4,12.07,15.86,3.02,-0.7,283.1,3.1,39.059,-76.87,7.4,79,4.55,58.35,28.93
,146,737387,936.4,0.733,25.3,304.11,55.4,12.01,15.76,3.01,-0.72,283.5,3.1,39.059,-76.87,7.39,78.9,4.57,58.33,28.94
,147,737388,936,0.737,25.3,304.15,55.5,12.03,15.79,3.01,-0.74,283.9,3.1,39.059,-76.87,7.39,79,4.6,58.29,28.94
,148,737389,935.6,0.741,25.3,304.19,55.6,12.06,15.82,3.01,-0.76,284.2,3.1,39.059,-76.87,7.39,79,4.62,58.3,28.95
,149,737390,935.2,0.744,25.2,304.12,55.8,12.04,15.78,3,-0.77,284.4,3.1,39.059,-76.87,7.39,79,4.65,58.3,28.96
,150,737391,934.8,0.748,25.2,304.16,56,12.09,15.84,3,-0.78,284.6,3.1,39.059,-76.87,7.39,79.1,4.67,58.32,28.97
,151,737392,934.3,0.753,25.1,304.1,56.1,12.04,15.77,3,-0.79,284.7,3.1,39.059,-76.87,7.4,79.2,4.7,58.35,28.98
,152,737393,933.8,0.758,25.1,304.15,56.3,12.09,15.83,3,-0.79,284.7,3.1,39.059,-76.87,7.4,79.2,4.74,58.35,28.99
,153,737394,933.3,0.762,25,304.09,56.4,12.05,15.76,3,-0.78,284.6,3.1,39.059,-76.87,7.39,79.2,4.77,58.28,29
,154,737395,932.9,0.767,25,304.13,56.4,12.05,15.76,3,-0.78,284.5,3.1,39.059,-76.87,7.38,79.1,4.8,58.22,29
,155,737396,932.4,0.771,25,304.18,56.5,12.08,15.79,3,-0.77,284.3,3.1,39.059,-76.87,7.38,79.2,4.82,58.2,29
,156,737397,932,0.775,24.9,304.11,56.5,12.01,15.7,3.01,-0.75,284,3.1,39.059,-76.87,7.37,79.1,4.85,58.17,29.01
,157,737398,931.5,0.779,24.9,304.16,56.6,12.04,15.72,3.01,-0.73,283.7,3.1,39.058,-76.87,7.37,79.1,4.88,58.15,29.03
,158,737399,931.1,0.783,24.8,304.1,56.7,12,15.66,3.02,-0.71,283.3,3.1,39.058,-76.87,7.37,79.2,4.91,58.15,29.04
,159,737400,930.7,0.787,24.8,304.13,56.8,12.02,15.69,3.02,-0.69,282.8,3.1,39.058,-76.87,7.36,79.1,4.93,58.04,29.04
,160,737401,930.3,0.791,24.8,304.17,56.9,12.05,15.71,3.03,-0.66,282.3,3.1,39.058,-76.87,7.35,79,4.96,57.96,29.04
,161,737402,929.9,0.794,24.8,304.21,57,12.08,15.74,3.04,-0.62,281.6,3.1,39.058,-76.87,7.35,79,4.98,57.96,29.05
