Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"resO3_DU, DU",30,737259,992.4,0.215,24.3,298.1,74.4,14.37,19.48,2.31,4.88,205.3,5.4,39.057,-76.875,4.06,40.9,0.45,32.04,28.41
"PumpTemp_degC, degC",31,737260,991.8,0.22,24.3,298.15,74.4,14.38,19.48,2.41,4.94,206,5.5,39.057,-76.875,4.13,41.6,0.47,32.58,28.41
0,32,737261,991.3,0.225,24.3,298.19,74.5,14.4,19.5,2.5,5.01,206.5,5.6,39.057,-76.875,4.19,42.3,0.49,33.07,28.4
18,33,737262,990.7,0.23,24.3,298.25,74.5,14.41,19.5,2.6,5.07,207.1,5.7,39.058,-76.875,4.23,42.7,0.51,33.37,28.4
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737263,990,0.236,24.2,298.21,74.6,14.35,19.42,2.69,5.14,207.6,5.8,39.058,-76.875,4.27,43.1,0.53,33.72,28.39
PLATFORM: Howard University - Beltsville,35,737264,989.2,0.243,24.2,298.27,74.6,14.37,19.42,2.73,5.12,208.1,5.8,39.058,-76.875,4.33,43.8,0.56,34.18,28.37
"LOCATION:  39.056, -76.876, 67 m",36,737265,988.5,0.249,24.2,298.34,74.6,14.38,19.42,2.82,5.18,208.6,5.9,39.058,-76.875,4.38,44.3,0.58,34.58,28.33
ASSOCIATED_DATA: N/A,37,737266,987.8,0.255,24.2,298.4,74.5,14.37,19.4,2.91,5.25,209,6,39.058,-76.875,4.42,44.7,0.61,34.89,28.3
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737267,987.1,0.261,24.2,298.46,74.3,14.34,19.36,2.99,5.31,209.4,6.1,39.058,-76.875,4.44,45,0.63,35.05,28.26
DATA_INFO:  All data 1 Hz interval,39,737268,986.5,0.267,24.2,298.51,73.9,14.27,19.27,3.07,5.39,209.7,6.2,39.058,-76.875,4.47,45.3,0.65,35.28,28.24
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737269,985.8,0.273,24.2,298.57,73.3,14.16,19.14,3.15,5.46,210,6.3,39.058,-76.875,4.55,46.2,0.68,35.88,28.22
ULOD_FLAG: -77777,41,737270,985.2,0.279,24.2,298.62,72.5,14.01,18.97,3.17,5.44,210.2,6.3,39.058,-76.875,4.61,46.8,0.7,36.38,28.2
ULOD_VALUE: N/A,42,737271,984.5,0.285,24.2,298.68,71.8,13.89,18.81,3.24,5.52,210.4,6.4,39.058,-76.875,4.65,47.2,0.73,36.7,28.18
LLOD_FLAG: -88888,43,737272,983.9,0.291,24.2,298.73,71.1,13.76,18.65,3.31,5.59,210.6,6.5,39.058,-76.875,4.69,47.7,0.75,37.04,28.16
LLOD_VALUE: N/A,44,737273,983.2,0.296,24.2,298.79,70.6,13.67,18.54,3.38,5.67,210.8,6.6,39.058,-76.875,4.72,48,0.77,37.28,28.15
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737274,982.6,0.302,24.2,298.85,70,13.56,18.41,3.45,5.74,211,6.7,39.058,-76.875,4.76,48.4,0.8,37.54,28.13
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737275,982,0.307,24.3,299,68.9,13.43,18.25,3.47,5.73,211.2,6.7,39.058,-76.875,4.79,48.8,0.82,37.8,28.12
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737276,981.5,0.312,24.3,299.04,67.4,13.14,17.9,3.54,5.8,211.4,6.8,39.058,-76.875,4.82,49.1,0.84,37.99,28.12
OTHER_COMMENTS: Launch Time: 2018-06-18 06:03:53,48,737277,980.9,0.317,24.4,299.2,65.3,12.81,17.5,3.61,5.88,211.5,6.9,39.058,-76.875,4.84,49.3,0.86,38.15,28.11
REVISION: RA,49,737278,980.4,0.322,24.5,299.34,62.4,12.32,16.87,3.68,5.96,211.7,7,39.058,-76.875,4.88,49.8,0.88,38.48,28.09
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737279,979.8,0.327,24.7,299.59,58.5,11.69,16.05,3.7,5.94,211.9,7,39.059,-76.875,4.94,50.4,0.91,38.97,28.08
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737280,979.2,0.332,24.8,299.75,54.2,10.89,14.96,3.76,6.02,212,7.1,39.059,-76.875,5,51.1,0.93,39.45,28.08
,52,737281,978.6,0.338,25,300,50.5,10.27,14.05,3.84,6.09,212.2,7.2,39.059,-76.875,5.05,51.6,0.96,39.84,28.08
,53,737282,977.9,0.344,25.1,300.16,48.4,9.91,13.49,3.85,6.09,212.3,7.2,39.059,-76.875,5.11,52.3,0.98,40.31,28.08
,54,737283,977.2,0.35,25.1,300.22,47.6,9.75,13.24,3.92,6.16,212.5,7.3,39.059,-76.875,5.19,53.1,1.01,40.92,28.08
,55,737284,976.5,0.357,25.1,300.29,47.4,9.71,13.17,3.93,6.15,212.6,7.3,39.059,-76.874,5.24,53.7,1.04,41.31,28.08
,56,737285,975.8,0.363,25.1,300.35,47.2,9.68,13.11,4,6.23,212.7,7.4,39.059,-76.874,5.27,54,1.07,41.6,28.08
,57,737286,975.1,0.369,25.1,300.41,46.9,9.62,13.01,4.07,6.3,212.9,7.5,39.059,-76.874,5.31,54.5,1.1,41.9,28.07
,58,737287,974.4,0.375,25,300.37,46.8,9.55,12.89,4.1,6.28,213.1,7.5,39.059,-76.874,5.35,54.9,1.13,42.22,28.06
,59,737288,973.8,0.381,25,300.42,46.7,9.54,12.85,4.16,6.36,213.2,7.6,39.059,-76.874,5.39,55.4,1.16,42.49,28.05
,60,737289,973.2,0.386,25,300.48,46.5,9.5,12.79,4.18,6.34,213.4,7.6,39.059,-76.874,5.45,56,1.19,42.97,28.05
,61,737290,972.6,0.392,24.9,300.43,46.4,9.43,12.67,4.19,6.34,213.5,7.6,39.059,-76.874,5.53,56.9,1.21,43.61,28.05
,62,737291,971.9,0.398,24.9,300.49,46.3,9.42,12.63,4.27,6.41,213.7,7.7,39.059,-76.874,5.58,57.4,1.24,44.05,28.05
,63,737292,971.2,0.404,24.9,300.55,46.5,9.46,12.7,4.28,6.4,213.8,7.7,39.059,-76.874,5.61,57.8,1.28,44.25,28.05
,64,737293,970.5,0.411,24.8,300.51,46.9,9.5,12.74,4.29,6.39,213.9,7.7,39.059,-76.874,5.63,58,1.31,44.44,28.05
,65,737294,969.7,0.418,24.8,300.58,47.4,9.61,12.9,4.31,6.38,214,7.7,39.059,-76.874,5.66,58.4,1.34,44.65,28.03
,66,737295,968.9,0.425,24.7,300.55,47.9,9.66,12.97,4.37,6.46,214.1,7.8,39.059,-76.874,5.69,58.7,1.38,44.92,28.01
,67,737296,968.2,0.432,24.7,300.62,48.4,9.77,13.13,4.38,6.45,214.2,7.8,39.059,-76.874,5.71,59,1.42,45.09,27.98
,68,737297,967.5,0.438,24.6,300.58,49,9.84,13.22,4.4,6.44,214.3,7.8,39.059,-76.874,5.72,59.1,1.45,45.16,27.97
,69,737298,966.8,0.444,24.6,300.64,49.5,9.95,13.38,4.41,6.44,214.4,7.8,39.059,-76.874,5.74,59.4,1.48,45.26,27.96
,70,737299,966.2,0.45,24.5,300.59,50.2,10.03,13.5,4.42,6.43,214.5,7.8,39.06,-76.874,5.74,59.4,1.51,45.31,27.95
,71,737300,965.5,0.456,24.5,300.65,51,10.2,13.74,4.43,6.42,214.6,7.8,39.06,-76.874,5.75,59.6,1.54,45.36,27.94
,72,737301,964.9,0.461,24.4,300.61,51.8,10.31,13.89,4.39,6.32,214.8,7.7,39.06,-76.874,5.79,60,1.57,45.66,27.93
,73,737302,964.3,0.467,24.4,300.66,52.4,10.44,14.07,4.41,6.32,214.9,7.7,39.06,-76.874,5.81,60.3,1.6,45.85,27.92
,74,737303,963.7,0.473,24.3,300.61,52.9,10.48,14.12,4.42,6.31,215,7.7,39.06,-76.874,5.81,60.3,1.63,45.85,27.9
,75,737304,963.1,0.478,24.2,300.56,53.6,10.56,14.23,4.37,6.22,215.1,7.6,39.06,-76.874,5.81,60.3,1.66,45.85,27.89
,76,737305,962.4,0.484,24.1,300.53,54.9,10.76,14.51,4.38,6.21,215.2,7.6,39.06,-76.873,5.81,60.4,1.69,45.84,27.89
,77,737306,961.8,0.49,24.1,300.58,56.3,11.05,14.9,4.34,6.11,215.4,7.5,39.06,-76.873,5.81,60.4,1.72,45.84,27.88
,78,737307,961.1,0.496,24.1,300.64,57.3,11.25,15.17,4.36,6.11,215.5,7.5,39.06,-76.873,5.81,60.5,1.75,45.83,27.88
,79,737308,960.5,0.501,24,300.59,57.8,11.29,15.21,4.31,6.02,215.6,7.4,39.06,-76.873,5.8,60.4,1.78,45.77,27.88
,80,737309,959.9,0.507,24,300.65,57.7,11.28,15.18,4.26,5.93,215.7,7.3,39.06,-76.873,5.8,60.4,1.81,45.74,27.89
,81,737310,959.3,0.512,24,300.7,57.4,11.23,15.1,4.27,5.92,215.8,7.3,39.06,-76.873,5.8,60.5,1.83,45.74,27.89
,82,737311,958.8,0.517,24,300.75,57,11.15,14.99,4.22,5.83,215.9,7.2,39.06,-76.873,5.8,60.5,1.86,45.73,27.91
,83,737312,958.3,0.522,24,300.79,56.6,11.08,14.88,4.17,5.74,216,7.1,39.06,-76.873,5.79,60.4,1.89,45.7,27.93
,84,737313,957.7,0.527,23.9,300.74,56.4,10.98,14.74,4.11,5.66,216,7,39.06,-76.873,5.79,60.5,1.91,45.69,27.94
,85,737314,957.1,0.533,23.9,300.8,56.3,10.97,14.71,4.06,5.58,216,6.9,39.06,-76.873,5.79,60.5,1.94,45.7,27.94
,86,737315,956.5,0.538,23.9,300.85,56.3,10.98,14.71,3.99,5.51,215.9,6.8,39.061,-76.873,5.79,60.5,1.97,45.72,27.95
,87,737316,956,0.543,23.9,300.9,56.1,10.94,14.65,3.93,5.43,215.9,6.7,39.061,-76.873,5.8,60.7,1.99,45.74,27.96
,88,737317,955.5,0.547,23.9,300.94,55.7,10.87,14.54,3.86,5.35,215.8,6.6,39.061,-76.873,5.8,60.7,2.02,45.75,27.96
,89,737318,955,0.552,23.9,300.99,55.2,10.78,14.4,3.78,5.29,215.6,6.5,39.061,-76.873,5.8,60.7,2.04,45.74,27.98
,90,737319,954.4,0.557,23.9,301.04,54.7,10.68,14.26,3.71,5.22,215.4,6.4,39.061,-76.873,5.8,60.8,2.07,45.74,28.01
,91,737320,953.8,0.563,23.8,300.99,54,10.49,13.97,3.63,5.15,215.2,6.3,39.061,-76.873,5.8,60.8,2.1,45.75,28.03
,92,737321,953.1,0.569,23.8,301.06,53.3,10.36,13.77,3.56,5.08,215,6.2,39.061,-76.873,5.8,60.9,2.13,45.76,28.03
,93,737322,952.4,0.575,23.8,301.12,52.5,10.21,13.54,3.47,5.02,214.7,6.1,39.061,-76.873,5.8,60.9,2.16,45.77,28.04
,94,737323,951.7,0.582,23.8,301.18,51.7,10.06,13.31,3.38,4.96,214.3,6,39.061,-76.873,5.8,60.9,2.2,45.77,28.04
,95,737324,951,0.589,23.8,301.25,50.9,9.91,13.07,3.3,4.89,214,5.9,39.061,-76.873,5.8,61,2.23,45.77,28.04
,96,737325,950.3,0.595,23.8,301.31,50,9.74,12.8,3.27,4.91,213.6,5.9,39.061,-76.873,5.8,61,2.27,45.77,28.04
,97,737326,949.5,0.602,23.8,301.38,49.2,9.59,12.55,3.18,4.85,213.2,5.8,39.061,-76.872,5.81,61.2,2.3,45.84,28.03
,98,737327,948.8,0.609,23.8,301.45,48.8,9.52,12.43,3.1,4.79,212.9,5.7,39.061,-76.872,5.82,61.3,2.34,45.91,28.03
,99,737328,948,0.616,23.8,301.52,48.9,9.55,12.46,3.02,4.72,212.6,5.6,39.061,-76.872,5.82,61.4,2.38,45.95,28.03
,100,737329,947.3,0.623,23.7,301.48,49.3,9.57,12.49,3,4.73,212.4,5.6,39.061,-76.872,5.83,61.5,2.41,45.97,28.02
,101,737330,946.6,0.629,23.7,301.55,49.8,9.68,12.64,2.94,4.65,212.3,5.5,39.061,-76.872,5.83,61.6,2.45,46,28.02
,102,737331,945.9,0.635,23.6,301.51,50.2,9.71,12.67,2.94,4.65,212.3,5.5,39.061,-76.872,5.84,61.7,2.48,46.08,28.02
,103,737332,945.3,0.641,23.5,301.46,50.4,9.69,12.64,2.89,4.56,212.4,5.4,39.061,-76.872,5.85,61.9,2.51,46.14,28.03
,104,737333,944.7,0.646,23.5,301.52,50.5,9.72,12.67,2.92,4.54,212.7,5.4,39.061,-76.872,5.88,62.2,2.54,46.38,28.03
,105,737334,944.2,0.651,23.5,301.56,50.5,9.72,12.67,2.94,4.53,213,5.4,39.061,-76.872,5.93,62.8,2.56,46.76,28.04
,106,737335,943.7,0.656,23.4,301.51,50.5,9.67,12.58,2.97,4.51,213.4,5.4,39.061,-76.872,5.95,63,2.59,46.96,28.05
,107,737336,943.2,0.661,23.4,301.55,50.5,9.67,12.58,3.01,4.48,213.9,5.4,39.061,-76.872,5.96,63.2,2.61,47,28.05
,108,737337,942.7,0.665,23.3,301.5,50.7,9.66,12.55,3.07,4.44,214.6,5.4,39.062,-76.872,5.96,63.2,2.64,47.06,28.05
,109,737338,942.1,0.67,23.3,301.55,51,9.72,12.64,3.12,4.41,215.3,5.4,39.062,-76.872,5.99,63.6,2.67,47.27,28.05
,110,737339,941.6,0.675,23.2,301.49,51.3,9.73,12.63,3.25,4.44,216.2,5.5,39.062,-76.872,6.01,63.8,2.69,47.4,28.05
,111,737340,941,0.681,23.2,301.55,51.5,9.77,12.69,3.33,4.38,217.2,5.5,39.062,-76.872,6.01,63.9,2.72,47.42,28.05
,112,737341,940.4,0.686,23.1,301.5,51.7,9.76,12.66,3.46,4.4,218.2,5.6,39.062,-76.872,6.01,63.9,2.75,47.42,28.05
,113,737342,939.8,0.692,23.1,301.56,51.9,9.8,12.72,3.61,4.41,219.3,5.7,39.062,-76.872,6.01,63.9,2.79,47.41,28.02
,114,737343,939.1,0.698,23,301.52,52.3,9.82,12.74,3.69,4.35,220.3,5.7,39.062,-76.872,6.01,64,2.82,47.4,27.96
,115,737344,938.6,0.704,23,301.57,52.9,9.94,12.92,3.83,4.36,221.3,5.8,39.062,-76.872,6.01,64,2.85,47.43,27.93
,116,737345,938,0.708,22.9,301.52,53.8,10.06,13.08,3.97,4.36,222.3,5.9,39.062,-76.872,6.01,64.1,2.87,47.41,27.92
,117,737346,937.6,0.713,22.9,301.56,55.1,10.31,13.45,4.11,4.37,223.3,6,39.062,-76.872,6,64,2.9,47.37,27.91
,118,737347,937.1,0.717,22.8,301.5,56.7,10.55,13.79,4.25,4.38,224.1,6.1,39.062,-76.872,5.99,63.9,2.92,47.24,27.91
,119,737348,936.5,0.722,22.8,301.56,58.4,10.88,14.25,4.38,4.39,224.9,6.2,39.062,-76.872,5.97,63.7,2.95,47.12,27.91
,120,737349,936,0.727,22.7,301.5,59.9,11.1,14.54,4.51,4.4,225.7,6.3,39.062,-76.872,5.97,63.8,2.97,47.09,27.91
,121,737350,935.5,0.732,22.7,301.55,61.1,11.33,14.85,4.63,4.41,226.4,6.4,39.062,-76.872,5.97,63.8,3,47.09,27.93
,122,737351,935,0.737,22.6,301.49,61.9,11.42,14.96,4.75,4.43,227,6.5,39.062,-76.871,5.96,63.7,3.03,47.04,27.97
,123,737352,934.4,0.742,22.6,301.55,62.5,11.54,15.11,4.8,4.38,227.6,6.5,39.062,-76.871,5.95,63.7,3.05,46.92,28.01
,124,737353,933.8,0.747,22.5,301.5,62.8,11.53,15.09,4.91,4.41,228.1,6.6,39.062,-76.871,5.93,63.5,3.08,46.77,28.03
,125,737354,933.2,0.753,22.5,301.55,63,11.57,15.13,4.94,4.37,228.5,6.6,39.062,-76.871,5.91,63.3,3.12,46.64,28.03
,126,737355,932.5,0.76,22.4,301.52,63.2,11.55,15.09,5.05,4.4,228.9,6.7,39.062,-76.871,5.89,63.2,3.15,46.47,28.04
,127,737356,931.8,0.766,22.4,301.58,63.5,11.61,15.16,5.08,4.37,229.3,6.7,39.062,-76.871,5.85,62.8,3.18,46.12,28.05
,128,737357,931.2,0.772,22.3,301.53,63.8,11.6,15.14,5.1,4.34,229.6,6.7,39.062,-76.871,5.78,62.1,3.21,45.63,28.06
,129,737358,930.7,0.777,22.3,301.58,64.2,11.68,15.24,5.06,4.24,230,6.6,39.062,-76.871,5.75,61.8,3.24,45.37,28.07
,130,737359,930.2,0.781,22.2,301.53,64.6,11.69,15.24,5.08,4.22,230.3,6.6,39.062,-76.871,5.74,61.7,3.26,45.3,28.08
,131,737360,929.7,0.786,22.2,301.57,65,11.77,15.34,5.1,4.19,230.6,6.6,39.062,-76.871,5.74,61.7,3.29,45.27,28.1
,132,737361,929.3,0.79,22.2,301.61,65.3,11.83,15.41,5.04,4.1,230.9,6.5,39.062,-76.871,5.74,61.8,3.31,45.26,28.11
,133,737362,928.7,0.795,22.1,301.56,65.6,11.82,15.38,4.99,4,231.3,6.4,39.062,-76.871,5.73,61.7,3.33,45.24,28.12
,134,737363,928.2,0.801,22,301.51,65.9,11.81,15.36,4.94,3.9,231.7,6.3,39.062,-76.871,5.73,61.7,3.36,45.21,28.13
,135,737364,927.5,0.806,22,301.57,66.4,11.91,15.48,4.98,3.86,232.2,6.3,39.062,-76.871,5.71,61.6,3.39,45.06,28.14
,136,737365,926.9,0.812,21.9,301.53,67.2,11.99,15.57,4.93,3.76,232.7,6.2,39.063,-76.871,5.69,61.4,3.42,44.92,28.14
,137,737366,926.2,0.819,21.9,301.59,68.6,12.25,15.89,4.89,3.65,233.3,6.1,39.063,-76.87,5.69,61.4,3.46,44.88,28.14
,138,737367,925.5,0.825,21.8,301.55,70.4,12.51,16.2,4.85,3.53,234,6,39.063,-76.87,5.67,61.3,3.49,44.74,28.14
,139,737368,924.8,0.833,21.7,301.52,72.1,12.74,16.47,4.82,3.4,234.8,5.9,39.063,-76.87,5.63,60.9,3.53,44.4,28.11
,140,737369,924,0.84,21.6,301.49,73.1,12.85,16.59,4.78,3.29,235.5,5.8,39.063,-76.87,5.59,60.5,3.56,44.13,28.04
,141,737370,923.3,0.846,21.5,301.45,73.6,12.87,16.6,4.75,3.15,236.4,5.7,39.063,-76.87,5.58,60.4,3.6,44.03,27.97
,142,737371,922.6,0.852,21.4,301.42,73.9,12.86,16.57,4.71,3.03,237.2,5.6,39.063,-76.87,5.58,60.5,3.63,43.99,27.91
,143,737372,922.1,0.858,21.4,301.46,74.1,12.9,16.61,4.67,2.91,238.1,5.5,39.063,-76.87,5.56,60.3,3.65,43.85,27.85
,144,737373,921.6,0.862,21.4,301.51,74.2,12.92,16.64,4.63,2.78,239,5.4,39.063,-76.87,5.54,60.1,3.68,43.72,27.83
,145,737374,921.1,0.867,21.3,301.45,74.3,12.87,16.56,4.59,2.66,239.9,5.3,39.063,-76.87,5.53,60,3.7,43.65,27.83
,146,737375,920.6,0.871,21.3,301.5,74.4,12.89,16.58,4.62,2.59,240.7,5.3,39.063,-76.87,5.52,60,3.72,43.53,27.83
,147,737376,920.2,0.876,21.3,301.54,74.5,12.92,16.6,4.57,2.48,241.5,5.2,39.063,-76.87,5.51,59.9,3.75,43.47,27.83
,148,737377,919.7,0.88,21.2,301.48,74.7,12.88,16.55,4.52,2.37,242.3,5.1,39.063,-76.87,5.51,59.9,3.77,43.47,27.84
,149,737378,919.2,0.885,21.1,301.43,74.9,12.84,16.49,4.54,2.32,242.9,5.1,39.063,-76.87,5.51,59.9,3.79,43.45,27.85
,150,737379,918.7,0.889,21.1,301.47,75,12.86,16.51,4.47,2.23,243.5,5,39.063,-76.87,5.5,59.9,3.81,43.41,27.88
,151,737380,918.2,0.894,21.1,301.52,75.1,12.89,16.54,4.4,2.15,244,4.9,39.063,-76.87,5.48,59.7,3.84,43.25,27.92
,152,737381,917.7,0.899,21,301.46,75.2,12.83,16.46,4.42,2.12,244.3,4.9,39.063,-76.87,5.47,59.6,3.86,43.14,27.94
,153,737382,917.2,0.904,21,301.51,75.3,12.86,16.48,4.34,2.06,244.6,4.8,39.063,-76.87,5.47,59.6,3.89,43.13,27.97
,154,737383,916.7,0.909,21,301.56,75.4,12.88,16.5,4.25,2.01,244.7,4.7,39.063,-76.87,5.46,59.6,3.91,43.1,27.99
,155,737384,916.2,0.914,20.9,301.5,75.6,12.84,16.45,4.16,1.96,244.8,4.6,39.063,-76.87,5.44,59.4,3.94,42.93,28
,156,737385,915.6,0.919,20.8,301.46,75.8,12.81,16.39,4.16,1.97,244.7,4.6,39.063,-76.87,5.43,59.3,3.96,42.8,28
,157,737386,915,0.924,20.8,301.51,76,12.85,16.43,4.06,1.94,244.5,4.5,39.063,-76.869,5.41,59.1,3.99,42.69,28
,158,737387,914.5,0.929,20.7,301.46,76.2,12.81,16.38,3.96,1.92,244.2,4.4,39.063,-76.869,5.4,59,4.01,42.61,28.01
,159,737388,914,0.934,20.7,301.51,76.4,12.85,16.42,3.86,1.89,243.9,4.3,39.063,-76.869,5.4,59.1,4.04,42.61,28.01
,160,737389,913.4,0.94,20.6,301.46,76.6,12.81,16.36,3.76,1.87,243.5,4.2,39.063,-76.869,5.4,59.1,4.06,42.61,28.02
,161,737390,912.9,0.945,20.6,301.51,76.8,12.86,16.4,3.57,1.81,243.1,4,39.063,-76.869,5.39,59,4.09,42.56,28.01
