Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,737255,1003.2,0.117,26.24,299.11,86.21,18.56,23.76,1.82,1.53,229.99,2.38,39.056,-76.876,0.67,6.7,0.03,5.32,299.24
"Seconds_UTC, s",13,737256,1002.55,0.123,26.29,299.22,86.02,18.59,23.77,1.95,1.63,230.14,2.54,39.056,-76.876,0.74,7.3,0.03,5.81,299.25
"Pressure_hPa, hPa",14,737257,1001.85,0.129,26.36,299.35,86.14,18.71,23.87,2.08,1.73,230.24,2.7,39.057,-76.876,0.81,8.1,0.04,6.37,299.26
"Altitude_km, km",15,737258,1001.11,0.135,26.44,299.5,86.32,18.85,23.98,2.21,1.83,230.32,2.87,39.057,-76.875,0.85,8.5,0.04,6.74,299.27
"Temp_degC, degC",16,737259,1000.4,0.142,26.5,299.62,86.34,18.94,24.04,2.34,1.94,230.38,3.04,39.057,-76.875,0.93,9.3,0.05,7.34,299.27
"Theta_K, K",17,737260,999.74,0.148,26.53,299.71,86.19,18.95,24.05,2.48,2.05,230.42,3.22,39.057,-76.875,1,10,0.05,7.89,299.28
"RH_percent, percent",18,737261,999.09,0.153,26.54,299.77,85.94,18.92,24.01,2.61,2.16,230.43,3.39,39.057,-76.875,1.07,10.7,0.06,8.42,299.28
"H2O_gpkg, gpkg",19,737262,998.42,0.159,26.53,299.81,85.69,18.86,23.94,2.75,2.27,230.44,3.57,39.057,-76.875,1.15,11.5,0.07,9.08,299.3
"Frostpoint_degC, degC",20,737263,997.77,0.165,26.49,299.83,85.48,18.78,23.87,2.89,2.39,230.43,3.74,39.057,-76.875,1.22,12.2,0.07,9.62,299.3
"u_mps, mps",21,737264,997.12,0.171,26.46,299.86,85.31,18.72,23.8,3.02,2.5,230.41,3.92,39.057,-76.875,1.29,12.9,0.08,10.17,299.31
"v_mps, mps",22,737265,996.48,0.177,26.44,299.89,85.16,18.68,23.75,3.16,2.62,230.4,4.1,39.057,-76.875,1.36,13.7,0.09,10.74,299.32
"WindDirection_deg, deg",23,737266,995.84,0.182,26.44,299.95,84.99,18.65,23.72,3.3,2.73,230.38,4.28,39.057,-76.875,1.43,14.3,0.09,11.27,299.32
"WindSpeed_mps, mps",24,737267,995.22,0.188,26.46,300.02,84.78,18.64,23.7,3.44,2.85,230.37,4.46,39.057,-76.875,1.49,15,0.1,11.78,299.32
"Latitude_deg, deg",25,737268,994.61,0.193,26.48,300.1,84.55,18.63,23.68,3.57,2.96,230.36,4.64,39.057,-76.875,1.55,15.6,0.11,12.22,299.33
"Longitude_deg, deg",26,737269,993.97,0.199,26.48,300.15,84.37,18.6,23.64,3.71,3.07,230.37,4.81,39.057,-76.875,1.61,16.2,0.12,12.7,299.33
"Ozone_mPa, mPa",27,737270,993.31,0.205,26.47,300.19,84.26,18.57,23.6,3.84,3.18,230.4,4.99,39.057,-76.875,1.66,16.7,0.13,13.12,299.33
"Ozone_ppmv, ppmv",28,737271,992.64,0.211,26.45,300.23,84.19,18.54,23.57,3.98,3.28,230.45,5.16,39.057,-76.875,1.73,17.4,0.14,13.63,299.34
"intO3_DU, DU",29,737272,991.98,0.217,26.44,300.28,84.11,18.53,23.55,4.11,3.38,230.52,5.32,39.057,-76.875,1.78,17.9,0.15,14.03,299.34
"resO3_DU, DU",30,737273,991.31,0.223,26.44,300.34,84.02,18.53,23.54,4.24,3.48,230.63,5.48,39.057,-76.875,1.85,18.6,0.16,14.58,299.35
"PumpTemp_degC, degC",31,737274,990.64,0.229,26.44,300.4,83.94,18.52,23.52,4.37,3.56,230.78,5.64,39.057,-76.875,1.9,19.2,0.17,15.01,299.35
0,32,737275,989.98,0.234,26.43,300.44,83.87,18.5,23.49,4.49,3.64,230.95,5.79,39.057,-76.875,1.95,19.7,0.18,15.4,299.35
18,33,737276,989.35,0.24,26.41,300.48,83.82,18.48,23.47,4.62,3.72,231.17,5.93,39.057,-76.875,2.01,20.3,0.19,15.85,299.36
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737277,988.72,0.246,26.39,300.52,83.78,18.47,23.44,4.74,3.78,231.43,6.06,39.057,-76.875,2.06,20.9,0.2,16.29,299.36
PLATFORM: Howard University - Beltsville,35,737278,988.1,0.251,26.39,300.57,83.72,18.46,23.42,4.86,3.84,231.72,6.19,39.057,-76.875,2.12,21.4,0.21,16.7,299.37
"LOCATION:  39.056, -76.876, 67 m",36,737279,987.47,0.257,26.4,300.64,83.6,18.46,23.41,4.98,3.88,232.06,6.32,39.057,-76.875,2.18,22.1,0.22,17.19,299.38
ASSOCIATED_DATA: N/A,37,737280,986.85,0.263,26.43,300.71,83.4,18.45,23.4,5.1,3.92,232.44,6.43,39.057,-76.875,2.23,22.6,0.23,17.56,299.38
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737281,986.26,0.268,26.48,300.82,83.05,18.44,23.38,5.21,3.95,232.86,6.54,39.057,-76.874,2.27,23.1,0.24,17.94,299.39
DATA_INFO:  All data 1 Hz interval,39,737282,985.69,0.273,26.57,300.96,82.49,18.43,23.36,5.33,3.97,233.32,6.64,39.057,-76.874,2.32,23.6,0.25,18.34,299.39
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737283,985.13,0.278,26.7,301.14,81.73,18.41,23.33,5.44,3.98,233.82,6.74,39.057,-76.874,2.38,24.1,0.26,18.76,299.39
ULOD_FLAG: -77777,41,737284,984.53,0.284,26.84,301.33,80.8,18.36,23.28,5.55,3.98,234.35,6.83,39.057,-76.874,2.45,24.9,0.27,19.32,299.39
ULOD_VALUE: N/A,42,737285,983.9,0.289,26.99,301.54,79.66,18.27,23.19,5.65,3.97,234.92,6.91,39.057,-76.874,2.52,25.6,0.29,19.87,299.4
LLOD_FLAG: -88888,43,737286,983.26,0.295,27.16,301.76,78.22,18.13,23.05,5.76,3.96,235.52,6.99,39.057,-76.874,2.58,26.2,0.3,20.32,299.4
LLOD_VALUE: N/A,44,737287,982.61,0.301,27.33,301.99,76.49,17.91,22.85,5.87,3.94,236.14,7.06,39.057,-76.874,2.64,26.9,0.31,20.82,299.41
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737288,981.97,0.307,27.49,302.21,74.5,17.62,22.57,5.97,3.91,236.78,7.14,39.058,-76.874,2.73,27.8,0.33,21.54,299.41
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737289,981.36,0.312,27.63,302.4,72.41,17.27,22.24,6.07,3.88,237.44,7.2,39.058,-76.874,2.82,28.7,0.34,22.24,299.42
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737290,980.76,0.318,27.72,302.55,70.61,16.93,21.92,6.17,3.84,238.1,7.27,39.058,-76.874,2.92,29.7,0.36,23.01,299.42
OTHER_COMMENTS: Launch Time: 2018-07-02 06:32:03,48,737291,980.15,0.323,27.77,302.65,69.34,16.68,21.67,6.27,3.8,238.76,7.33,39.058,-76.874,3.05,31.2,0.37,24.1,299.42
REVISION: RA,49,737292,979.55,0.329,27.79,302.73,68.68,16.56,21.53,6.37,3.76,239.43,7.4,39.058,-76.874,3.2,32.7,0.39,25.24,299.43
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737293,978.98,0.334,27.8,302.79,68.55,16.54,21.51,6.46,3.72,240.08,7.46,39.058,-76.874,3.34,34.2,0.4,26.39,299.43
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737294,978.43,0.339,27.81,302.84,68.64,16.58,21.54,6.56,3.68,240.73,7.52,39.058,-76.874,3.48,35.6,0.42,27.47,299.43
,52,737295,977.87,0.344,27.81,302.89,68.61,16.58,21.53,6.65,3.63,241.36,7.58,39.058,-76.873,3.6,36.8,0.44,28.39,299.44
,53,737296,977.27,0.349,27.82,302.95,68.28,16.52,21.46,6.75,3.59,241.97,7.65,39.058,-76.873,3.67,37.6,0.45,28.97,299.45
,54,737297,976.63,0.355,27.83,303.02,67.64,16.39,21.32,6.84,3.55,242.55,7.71,39.058,-76.873,3.75,38.4,0.47,29.61,299.45
,55,737298,975.99,0.361,27.85,303.1,66.88,16.23,21.16,6.93,3.52,243.11,7.77,39.058,-76.873,3.82,39.1,0.49,30.11,299.45
,56,737299,975.38,0.367,27.86,303.16,66.31,16.11,21.02,7.02,3.48,243.64,7.84,39.058,-76.873,3.87,39.7,0.51,30.52,299.46
,57,737300,974.78,0.372,27.84,303.2,66.03,16.03,20.94,7.11,3.45,244.15,7.9,39.058,-76.873,3.9,40,0.53,30.77,299.46
,58,737301,974.18,0.377,27.81,303.22,65.91,15.98,20.88,7.2,3.41,244.62,7.97,39.058,-76.873,3.92,40.3,0.55,30.95,299.46
,59,737302,973.57,0.383,27.77,303.24,65.84,15.94,20.83,7.28,3.39,245.06,8.03,39.058,-76.873,3.96,40.6,0.57,31.21,299.46
,60,737303,972.97,0.389,27.75,303.27,65.74,15.9,20.78,7.37,3.36,245.48,8.1,39.058,-76.873,3.96,40.7,0.59,31.27,299.46
,61,737304,972.39,0.394,27.74,303.31,65.6,15.87,20.74,7.45,3.34,245.87,8.16,39.058,-76.873,3.96,40.8,0.61,31.27,299.46
,62,737305,971.79,0.399,27.72,303.34,65.43,15.82,20.68,7.53,3.32,246.23,8.23,39.058,-76.873,3.96,40.8,0.63,31.27,299.47
,63,737306,971.17,0.405,27.7,303.37,65.24,15.76,20.61,7.61,3.3,246.58,8.29,39.058,-76.873,3.96,40.8,0.65,31.27,299.47
,64,737307,970.53,0.411,27.66,303.4,65.02,15.69,20.52,7.69,3.28,246.91,8.36,39.058,-76.872,3.96,40.8,0.67,31.24,299.47
,65,737308,969.93,0.416,27.63,303.42,64.75,15.6,20.42,7.76,3.26,247.22,8.42,39.058,-76.872,3.96,40.8,0.69,31.22,299.48
,66,737309,969.34,0.422,27.6,303.44,64.52,15.52,20.33,7.83,3.24,247.52,8.48,39.058,-76.872,3.96,40.8,0.71,31.22,299.48
,67,737310,968.75,0.427,27.56,303.46,64.43,15.48,20.28,7.9,3.23,247.8,8.54,39.058,-76.872,3.96,40.9,0.73,31.24,299.48
,68,737311,968.14,0.433,27.53,303.47,64.53,15.48,20.27,7.97,3.21,248.07,8.59,39.058,-76.872,3.96,40.9,0.75,31.24,299.48
,69,737312,967.51,0.439,27.49,303.49,64.72,15.5,20.28,8.04,3.19,248.33,8.65,39.058,-76.872,3.96,40.9,0.77,31.24,299.48
,70,737313,966.88,0.444,27.45,303.5,64.92,15.52,20.29,8.1,3.18,248.59,8.7,39.058,-76.872,3.97,41,0.79,31.29,299.48
,71,737314,966.26,0.45,27.41,303.52,65.1,15.54,20.3,8.16,3.16,248.84,8.75,39.058,-76.872,3.97,41.1,0.81,31.31,299.48
,72,737315,965.62,0.456,27.37,303.54,65.26,15.55,20.3,8.22,3.14,249.1,8.8,39.058,-76.872,3.97,41.1,0.83,31.32,299.49
,73,737316,964.98,0.462,27.32,303.55,65.44,15.56,20.3,8.27,3.12,249.35,8.84,39.058,-76.872,3.97,41.1,0.85,31.33,299.49
,74,737317,964.34,0.468,27.28,303.57,65.63,15.58,20.31,8.33,3.1,249.6,8.88,39.058,-76.872,3.97,41.2,0.87,31.33,299.49
,75,737318,963.73,0.473,27.24,303.58,65.83,15.6,20.32,8.38,3.07,249.85,8.92,39.058,-76.871,3.97,41.2,0.89,31.33,299.49
,76,737319,963.1,0.479,27.2,303.6,66.06,15.63,20.34,8.42,3.05,250.11,8.96,39.058,-76.871,3.97,41.2,0.91,31.32,299.49
,77,737320,962.46,0.485,27.17,303.62,66.31,15.67,20.37,8.47,3.02,250.36,8.99,39.058,-76.871,3.97,41.2,0.93,31.29,299.49
,78,737321,961.81,0.491,27.13,303.64,66.55,15.7,20.39,8.51,3,250.62,9.02,39.059,-76.871,3.96,41.2,0.95,31.26,299.49
,79,737322,961.18,0.497,27.09,303.66,66.77,15.73,20.41,8.55,2.97,250.87,9.05,39.059,-76.871,3.96,41.2,0.97,31.21,299.49
,80,737323,960.57,0.503,27.05,303.68,66.93,15.74,20.41,8.59,2.94,251.13,9.08,39.059,-76.871,3.95,41.2,0.99,31.2,299.49
,81,737324,959.97,0.508,27.01,303.69,67.05,15.74,20.4,8.63,2.91,251.38,9.11,39.059,-76.871,3.95,41.2,1.01,31.19,299.5
,82,737325,959.37,0.514,26.96,303.7,67.13,15.73,20.37,8.66,2.88,251.63,9.13,39.059,-76.871,3.95,41.2,1.03,31.17,299.5
,83,737326,958.77,0.519,26.92,303.7,67.19,15.71,20.35,8.7,2.84,251.89,9.15,39.059,-76.871,3.94,41.1,1.05,31.08,299.5
,84,737327,958.17,0.525,26.88,303.71,67.25,15.69,20.32,8.73,2.81,252.14,9.17,39.059,-76.871,3.94,41.1,1.07,31.07,299.5
,85,737328,957.56,0.53,26.83,303.73,67.29,15.67,20.29,8.75,2.78,252.4,9.18,39.059,-76.87,3.94,41.1,1.09,31.07,299.5
,86,737329,956.93,0.536,26.79,303.74,67.33,15.65,20.25,8.78,2.74,252.67,9.2,39.059,-76.87,3.94,41.1,1.11,31.05,299.5
,87,737330,956.28,0.542,26.74,303.75,67.34,15.61,20.21,8.81,2.7,252.94,9.21,39.059,-76.87,3.94,41.2,1.13,31.05,299.51
,88,737331,955.65,0.548,26.69,303.76,67.32,15.58,20.16,8.83,2.67,253.21,9.22,39.059,-76.87,3.94,41.2,1.15,31.07,299.51
,89,737332,955.04,0.554,26.65,303.77,67.28,15.54,20.11,8.85,2.63,253.48,9.24,39.059,-76.87,3.94,41.2,1.17,31.07,299.53
,90,737333,954.45,0.559,26.62,303.79,67.23,15.51,20.07,8.88,2.59,253.76,9.24,39.059,-76.87,3.94,41.3,1.19,31.07,299.54
,91,737334,953.83,0.565,26.58,303.81,67.15,15.47,20.01,8.9,2.54,254.04,9.25,39.059,-76.87,3.96,41.5,1.21,31.24,299.54
,92,737335,953.18,0.571,26.55,303.84,67.05,15.42,19.96,8.92,2.5,254.32,9.26,39.059,-76.87,3.97,41.7,1.23,31.34,299.55
,93,737336,952.51,0.577,26.51,303.86,66.95,15.38,19.9,8.93,2.46,254.61,9.27,39.059,-76.87,3.97,41.7,1.26,31.34,299.55
,94,737337,951.85,0.583,26.48,303.88,66.85,15.33,19.84,8.95,2.41,254.91,9.27,39.059,-76.869,3.97,41.7,1.28,31.35,299.56
,95,737338,951.22,0.589,26.44,303.91,66.7,15.27,19.77,8.97,2.37,255.22,9.27,39.059,-76.869,3.97,41.8,1.3,31.35,299.56
,96,737339,950.59,0.595,26.41,303.93,66.45,15.19,19.68,8.98,2.32,255.53,9.28,39.059,-76.869,3.98,41.8,1.32,31.36,299.57
,97,737340,949.96,0.601,26.37,303.95,66.1,15.09,19.56,9,2.27,255.85,9.28,39.059,-76.869,3.98,41.8,1.34,31.36,299.57
,98,737341,949.34,0.607,26.34,303.97,65.75,14.99,19.44,9.01,2.22,256.18,9.28,39.059,-76.869,3.98,41.9,1.36,31.36,299.57
,99,737342,948.76,0.612,26.3,303.99,65.51,14.91,19.35,9.02,2.16,256.52,9.28,39.059,-76.869,3.98,41.9,1.38,31.37,299.58
,100,737343,948.19,0.617,26.27,304.01,65.45,14.88,19.3,9.04,2.11,256.86,9.28,39.059,-76.869,3.98,42,1.4,31.39,299.58
,101,737344,947.59,0.623,26.23,304.03,65.61,14.89,19.31,9.05,2.06,257.2,9.28,39.059,-76.869,3.98,42,1.42,31.44,299.58
,102,737345,946.95,0.629,26.18,304.04,66.05,14.96,19.37,9.06,2,257.55,9.28,39.059,-76.869,3.99,42.1,1.44,31.47,299.59
,103,737346,946.28,0.635,26.12,304.04,66.69,15.06,19.47,9.07,1.95,257.9,9.28,39.059,-76.869,4,42.2,1.46,31.54,299.59
,104,737347,945.63,0.641,26.05,304.03,67.3,15.15,19.55,9.08,1.89,258.25,9.28,39.059,-76.868,4.01,42.4,1.48,31.66,299.59
,105,737348,945.01,0.647,25.99,304.02,67.74,15.2,19.59,9.09,1.84,258.59,9.28,39.059,-76.868,4.01,42.5,1.5,31.67,299.6
,106,737349,944.43,0.653,25.93,304.01,68.05,15.23,19.61,9.1,1.78,258.93,9.28,39.059,-76.868,4.02,42.5,1.52,31.68,299.61
,107,737350,943.85,0.658,25.88,304.01,68.34,15.26,19.63,9.11,1.73,259.26,9.28,39.059,-76.868,4.02,42.6,1.54,31.72,299.62
,108,737351,943.22,0.664,25.82,304.01,68.67,15.29,19.65,9.12,1.68,259.58,9.27,39.059,-76.868,4.02,42.6,1.56,31.72,299.63
,109,737352,942.55,0.67,25.75,304,69.1,15.33,19.68,9.13,1.63,259.89,9.27,39.059,-76.868,4.02,42.7,1.59,31.72,299.63
,110,737353,941.88,0.676,25.68,303.99,69.61,15.39,19.73,9.14,1.58,260.19,9.27,39.059,-76.868,4.02,42.7,1.61,31.74,299.63
,111,737354,941.25,0.682,25.61,303.98,70.17,15.47,19.8,9.14,1.53,260.47,9.27,39.059,-76.868,4.02,42.7,1.63,31.74,299.63
,112,737355,940.67,0.688,25.55,303.97,70.76,15.55,19.87,9.15,1.49,260.74,9.27,39.059,-76.868,4.02,42.8,1.65,31.74,299.64
,113,737356,940.08,0.693,25.49,303.96,71.32,15.63,19.94,9.15,1.45,260.98,9.27,39.059,-76.867,4.02,42.8,1.67,31.72,299.64
,114,737357,939.47,0.699,25.43,303.96,71.78,15.69,19.99,9.16,1.42,261.21,9.26,39.059,-76.867,4,42.6,1.69,31.56,299.65
,115,737358,938.82,0.705,25.38,303.97,72.14,15.73,20.02,9.16,1.38,261.42,9.26,39.059,-76.867,3.99,42.5,1.71,31.45,299.66
,116,737359,938.16,0.711,25.32,303.97,72.46,15.75,20.03,9.16,1.35,261.61,9.26,39.059,-76.867,3.98,42.4,1.73,31.42,299.66
,117,737360,937.5,0.718,25.26,303.97,72.75,15.77,20.04,9.16,1.32,261.78,9.26,39.059,-76.867,3.98,42.4,1.76,31.38,299.67
,118,737361,936.84,0.724,25.2,303.97,73.01,15.78,20.04,9.16,1.3,261.93,9.25,39.059,-76.867,3.97,42.4,1.78,31.33,299.67
,119,737362,936.2,0.73,25.14,303.97,73.28,15.79,20.04,9.16,1.28,262.06,9.25,39.059,-76.867,3.96,42.3,1.8,31.26,299.67
,120,737363,935.58,0.736,25.08,303.97,73.58,15.82,20.05,9.16,1.26,262.17,9.25,39.059,-76.867,3.96,42.3,1.82,31.21,299.68
,121,737364,934.97,0.741,25.03,303.97,73.84,15.83,20.05,9.16,1.25,262.26,9.25,39.059,-76.867,3.95,42.2,1.84,31.14,299.69
,122,737365,934.4,0.747,24.98,303.97,73.9,15.8,20.02,9.16,1.23,262.33,9.25,39.059,-76.867,3.94,42.2,1.86,31.1,299.69
,123,737366,933.83,0.752,24.94,303.99,73.62,15.72,19.93,9.17,1.22,262.39,9.25,39.059,-76.866,3.92,41.9,1.88,30.9,299.69
,124,737367,933.24,0.758,24.92,304.02,73.1,15.59,19.79,9.17,1.22,262.44,9.25,39.059,-76.866,3.92,42,1.9,30.9,299.69
,125,737368,932.63,0.763,24.89,304.04,72.64,15.48,19.66,9.17,1.21,262.48,9.25,39.059,-76.866,3.92,42,1.92,30.9,299.69
,126,737369,932.03,0.769,24.84,304.05,72.46,15.41,19.58,9.18,1.21,262.5,9.26,39.059,-76.866,3.92,42,1.94,30.9,299.71
,127,737370,931.41,0.775,24.8,304.06,72.53,15.39,19.54,9.19,1.21,262.51,9.27,39.059,-76.866,3.92,42,1.96,30.9,299.71
,128,737371,930.78,0.781,24.74,304.06,72.82,15.41,19.55,9.2,1.21,262.5,9.28,39.059,-76.866,3.91,42.1,1.98,30.89,299.71
,129,737372,930.12,0.787,24.67,304.05,73.45,15.48,19.62,9.21,1.21,262.5,9.29,39.059,-76.866,3.92,42.1,2,30.9,299.71
,130,737373,929.48,0.793,24.58,304.03,74.52,15.65,19.77,9.23,1.22,262.48,9.31,39.059,-76.866,3.92,42.1,2.02,30.91,299.72
,131,737374,928.88,0.799,24.5,304,75.83,15.85,19.97,9.25,1.22,262.46,9.33,39.059,-76.866,3.92,42.2,2.04,30.91,299.72
,132,737375,928.28,0.805,24.42,303.97,76.96,16.02,20.13,9.27,1.23,262.44,9.35,39.059,-76.865,3.92,42.2,2.06,30.91,299.72
,133,737376,927.67,0.81,24.35,303.95,77.65,16.11,20.21,9.3,1.24,262.42,9.38,39.059,-76.865,3.91,42.1,2.08,30.82,299.72
,134,737377,927.05,0.816,24.29,303.95,78,16.14,20.22,9.32,1.25,262.39,9.41,39.059,-76.865,3.9,42,2.1,30.74,299.72
,135,737378,926.43,0.822,24.24,303.96,78.25,16.15,20.23,9.36,1.25,262.37,9.44,39.059,-76.865,3.89,42,2.12,30.67,299.72
,136,737379,925.82,0.828,24.18,303.96,78.56,16.18,20.24,9.39,1.26,262.35,9.48,39.059,-76.865,3.88,41.9,2.14,30.6,299.73
,137,737380,925.21,0.834,24.13,303.96,78.87,16.2,20.25,9.43,1.27,262.33,9.52,39.06,-76.865,3.88,41.9,2.16,30.6,299.73
,138,737381,924.56,0.84,24.08,303.97,78.97,16.18,20.22,9.48,1.28,262.32,9.56,39.06,-76.865,3.87,41.9,2.19,30.57,299.73
,139,737382,923.9,0.846,24.04,303.99,78.66,16.09,20.12,9.52,1.29,262.31,9.61,39.06,-76.865,3.87,41.9,2.21,30.52,299.74
,140,737383,923.26,0.852,24,304.02,78.08,15.95,19.96,9.57,1.29,262.31,9.66,39.06,-76.865,3.87,41.9,2.23,30.5,299.74
,141,737384,922.65,0.858,23.97,304.04,77.66,15.84,19.85,9.62,1.3,262.32,9.71,39.06,-76.865,3.86,41.9,2.25,30.47,299.75
,142,737385,922.06,0.864,23.93,304.05,77.73,15.82,19.82,9.67,1.3,262.33,9.76,39.06,-76.864,3.86,41.9,2.27,30.47,299.75
,143,737386,921.46,0.869,23.88,304.06,78.34,15.91,19.89,9.73,1.31,262.35,9.82,39.06,-76.864,3.86,41.9,2.29,30.45,299.75
,144,737387,920.82,0.875,23.81,304.05,79.29,16.05,20.03,9.79,1.31,262.38,9.87,39.06,-76.864,3.86,41.9,2.31,30.45,299.75
,145,737388,920.17,0.882,23.75,304.04,80.22,16.19,20.15,9.84,1.31,262.42,9.93,39.06,-76.864,3.86,41.9,2.33,30.45,299.75
,146,737389,919.55,0.888,23.68,304.03,80.88,16.27,20.21,9.9,1.31,262.48,9.99,39.06,-76.864,3.86,41.9,2.35,30.43,299.77
,147,737390,918.98,0.893,23.61,304.02,81.26,16.29,20.23,9.96,1.3,262.56,10.05,39.06,-76.864,3.86,42,2.37,30.45,299.77
,148,737391,918.45,0.898,23.56,304.01,81.46,16.28,20.21,10.02,1.29,262.65,10.1,39.06,-76.864,3.86,42,2.38,30.45,299.78
,149,737392,917.91,0.903,23.51,304.02,81.54,16.26,20.18,10.08,1.28,262.75,10.16,39.06,-76.864,3.86,42.1,2.4,30.47,299.78
,150,737393,917.31,0.909,23.47,304.03,81.55,16.23,20.14,10.14,1.27,262.87,10.21,39.06,-76.864,3.86,42.1,2.42,30.46,299.78
,151,737394,916.68,0.915,23.43,304.05,81.52,16.2,20.1,10.19,1.25,263.01,10.27,39.06,-76.863,3.86,42.1,2.45,30.46,299.79
,152,737395,916.06,0.921,23.38,304.06,81.5,16.16,20.05,10.25,1.23,263.16,10.32,39.06,-76.863,3.86,42.2,2.47,30.47,299.8
,153,737396,915.46,0.927,23.34,304.07,81.54,16.14,20.01,10.3,1.2,263.33,10.37,39.06,-76.863,3.86,42.2,2.49,30.46,299.81
,154,737397,914.87,0.932,23.3,304.09,81.6,16.12,19.99,10.35,1.18,263.52,10.41,39.06,-76.863,3.86,42.2,2.51,30.46,299.82
,155,737398,914.27,0.938,23.26,304.11,81.65,16.11,19.96,10.39,1.14,263.72,10.45,39.06,-76.863,3.86,42.2,2.53,30.48,299.82
,156,737399,913.67,0.944,23.23,304.14,81.67,16.09,19.94,10.43,1.11,263.93,10.49,39.06,-76.863,3.86,42.3,2.55,30.48,299.82
,157,737400,913.06,0.95,23.2,304.16,81.72,16.08,19.91,10.47,1.07,264.17,10.52,39.06,-76.863,3.87,42.4,2.57,30.56,299.82
,158,737401,912.43,0.956,23.16,304.18,81.84,16.08,19.9,10.5,1.03,264.42,10.55,39.06,-76.863,3.87,42.4,2.59,30.56,299.83
,159,737402,911.81,0.962,23.12,304.2,82,16.08,19.89,10.53,0.98,264.7,10.57,39.06,-76.862,3.87,42.5,2.61,30.57,299.83
