Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,737254,1006.93,0.117,33.23,305.78,49.59,15.87,21.32,-0.15,1.95,175.46,1.95,39.057,-76.876,8.3,82.4,0.52,65.45,308.83
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,737255,1006.18,0.124,33.11,305.72,49.81,15.83,21.27,-0.2,2.01,174.37,2.02,39.057,-76.876,8.32,82.7,0.57,65.66,308.83
"Seconds_UTC, s",13,737256,1005.43,0.131,32.98,305.66,50.54,15.97,21.4,-0.24,2.06,173.23,2.08,39.057,-76.876,8.33,82.9,0.61,65.73,308.83
"Pressure_hPa, hPa",14,737257,1004.72,0.137,32.92,305.65,51.17,16.12,21.54,-0.29,2.11,172.04,2.13,39.057,-76.876,8.33,82.9,0.66,65.75,308.82
"Altitude_km, km",15,737258,1004.03,0.143,32.89,305.68,51.39,16.18,21.58,-0.35,2.15,170.81,2.18,39.057,-76.876,8.34,83,0.7,65.76,308.82
"Temp_degC, degC",16,737259,1003.35,0.15,32.84,305.7,51.32,16.13,21.52,-0.4,2.18,169.52,2.22,39.057,-76.876,8.36,83.3,0.75,65.97,308.81
"Theta_K, K",17,737260,1002.65,0.156,32.75,305.67,51.18,16.01,21.39,-0.46,2.2,168.19,2.25,39.057,-76.876,8.37,83.5,0.79,66.02,308.81
"RH_percent, percent",18,737261,1001.95,0.162,32.62,305.6,51.08,15.87,21.24,-0.52,2.22,166.81,2.28,39.057,-76.876,8.4,83.8,0.84,66.27,308.8
"H2O_gpkg, gpkg",19,737262,1001.25,0.168,32.47,305.51,50.95,15.7,21.06,-0.58,2.23,165.38,2.3,39.057,-76.876,8.4,83.9,0.89,66.31,308.8
"Frostpoint_degC, degC",20,737263,1000.56,0.175,32.33,305.43,50.77,15.53,20.88,-0.64,2.22,163.89,2.32,39.057,-76.876,8.44,84.3,0.93,66.57,308.8
"u_mps, mps",21,737264,999.85,0.181,32.22,305.39,50.74,15.44,20.77,-0.7,2.22,162.36,2.33,39.057,-76.876,8.45,84.5,0.98,66.64,308.79
"v_mps, mps",22,737265,999.14,0.188,32.14,305.36,50.92,15.43,20.74,-0.77,2.2,160.79,2.33,39.057,-76.876,8.46,84.6,1.03,66.72,308.79
"WindDirection_deg, deg",23,737266,998.4,0.194,32.06,305.35,51.16,15.44,20.75,-0.83,2.18,159.16,2.34,39.057,-76.876,8.46,84.7,1.08,66.73,308.79
"WindSpeed_mps, mps",24,737267,997.62,0.201,31.99,305.35,51.35,15.45,20.74,-0.89,2.16,157.49,2.34,39.057,-76.876,8.46,84.8,1.14,66.74,308.79
"Latitude_deg, deg",25,737268,996.81,0.209,31.93,305.36,51.6,15.49,20.77,-0.96,2.13,155.78,2.33,39.057,-76.876,8.46,84.9,1.19,66.77,308.79
"Longitude_deg, deg",26,737269,995.99,0.216,31.87,305.38,51.95,15.56,20.83,-1.02,2.09,154.04,2.33,39.057,-76.876,8.47,85,1.25,66.79,308.79
"Ozone_mPa, mPa",27,737270,995.19,0.223,31.82,305.39,52.31,15.64,20.89,-1.08,2.05,152.29,2.32,39.057,-76.876,8.47,85.1,1.3,66.84,308.79
"Ozone_ppmv, ppmv",28,737271,994.42,0.23,31.77,305.4,52.58,15.68,20.92,-1.14,2.01,150.53,2.31,39.057,-76.876,8.47,85.2,1.35,66.84,308.79
"intO3_DU, DU",29,737272,993.65,0.237,31.7,305.4,52.77,15.69,20.92,-1.19,1.97,148.78,2.3,39.057,-76.876,8.47,85.3,1.4,66.84,308.79
"resO3_DU, DU",30,737273,992.83,0.245,31.62,305.4,52.93,15.68,20.9,-1.25,1.93,147.03,2.29,39.057,-76.876,8.5,85.6,1.46,67.04,308.79
"PumpTemp_degC, degC",31,737274,991.99,0.252,31.55,305.4,53.11,15.68,20.88,-1.3,1.88,145.29,2.29,39.057,-76.876,8.5,85.7,1.52,67.07,308.79
0,32,737275,991.15,0.26,31.47,305.39,53.3,15.68,20.87,-1.35,1.84,143.59,2.28,39.057,-76.876,8.5,85.8,1.57,67.1,308.79
18,33,737276,990.37,0.267,31.4,305.39,53.47,15.68,20.85,-1.4,1.79,141.94,2.27,39.057,-76.876,8.51,85.9,1.62,67.12,308.79
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737277,989.63,0.274,31.32,305.38,53.64,15.67,20.83,-1.45,1.75,140.35,2.27,39.057,-76.876,8.52,86.1,1.67,67.22,308.79
PLATFORM: Howard University - Beltsville,35,737278,988.9,0.28,31.24,305.37,53.84,15.67,20.82,-1.49,1.71,138.83,2.27,39.057,-76.876,8.52,86.2,1.72,67.25,308.8
"LOCATION:  39.056, -76.876, 67 m",36,737279,988.14,0.287,31.17,305.36,54.06,15.68,20.82,-1.53,1.67,137.39,2.27,39.057,-76.876,8.53,86.3,1.78,67.28,308.8
ASSOCIATED_DATA: N/A,37,737280,987.32,0.295,31.1,305.36,54.3,15.7,20.83,-1.57,1.63,136.03,2.27,39.057,-76.876,8.54,86.5,1.84,67.4,308.8
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737281,986.47,0.302,31.03,305.37,54.61,15.74,20.85,-1.61,1.6,134.75,2.27,39.057,-76.876,8.55,86.7,1.89,67.45,308.8
DATA_INFO:  All data 1 Hz interval,39,737282,985.63,0.31,30.95,305.36,54.97,15.79,20.89,-1.65,1.57,133.56,2.27,39.057,-76.876,8.55,86.7,1.95,67.46,308.8
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737283,984.8,0.318,30.87,305.36,55.32,15.83,20.92,-1.68,1.54,132.46,2.28,39.057,-76.876,8.57,87,2.01,67.6,308.8
ULOD_FLAG: -77777,41,737284,983.97,0.325,30.8,305.35,55.63,15.87,20.94,-1.71,1.51,131.46,2.28,39.057,-76.876,8.57,87.1,2.06,67.62,308.8
ULOD_VALUE: N/A,42,737285,983.16,0.333,30.72,305.35,55.91,15.9,20.95,-1.74,1.49,130.57,2.29,39.057,-76.876,8.57,87.2,2.12,67.65,308.79
LLOD_FLAG: -88888,43,737286,982.36,0.34,30.66,305.36,56.16,15.92,20.96,-1.77,1.47,129.79,2.3,39.057,-76.876,8.58,87.4,2.18,67.72,308.79
LLOD_VALUE: N/A,44,737287,981.52,0.348,30.59,305.36,56.36,15.92,20.95,-1.79,1.46,129.1,2.31,39.057,-76.876,8.61,87.7,2.24,67.94,308.78
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737288,980.62,0.356,30.51,305.37,56.49,15.91,20.92,-1.82,1.45,128.48,2.32,39.057,-76.876,8.61,87.8,2.3,67.97,308.78
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737289,979.72,0.364,30.44,305.37,56.6,15.88,20.88,-1.84,1.44,127.92,2.34,39.057,-76.876,8.62,88,2.36,67.98,308.78
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737290,978.82,0.372,30.36,305.37,56.75,15.87,20.85,-1.87,1.43,127.39,2.35,39.057,-76.876,8.62,88,2.42,67.98,308.78
OTHER_COMMENTS: Launch Time: 2018-07-03 17:47:40,48,737291,977.94,0.38,30.28,305.37,56.96,15.87,20.84,-1.89,1.42,126.89,2.36,39.057,-76.876,8.62,88.1,2.49,67.98,308.77
REVISION: RA,49,737292,977.04,0.389,30.21,305.38,57.24,15.9,20.85,-1.91,1.41,126.42,2.38,39.057,-76.876,8.62,88.2,2.55,67.98,308.77
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737293,976.12,0.397,30.16,305.41,57.64,15.98,20.92,-1.93,1.4,125.95,2.39,39.057,-76.876,8.61,88.2,2.61,67.96,308.76
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737294,975.21,0.405,30.14,305.47,58.11,16.11,21.03,-1.95,1.39,125.48,2.39,39.057,-76.877,8.61,88.3,2.67,67.95,308.76
,52,737295,974.35,0.413,30.13,305.54,58.5,16.23,21.14,-1.97,1.38,125,2.4,39.057,-76.877,8.61,88.4,2.73,67.95,308.76
,53,737296,973.5,0.421,30.12,305.61,58.74,16.29,21.19,-1.98,1.36,124.49,2.4,39.057,-76.877,8.6,88.3,2.8,67.86,308.75
,54,737297,972.62,0.429,30.06,305.63,58.85,16.29,21.17,-2,1.34,123.95,2.41,39.057,-76.877,8.6,88.4,2.86,67.86,308.75
,55,737298,971.72,0.438,29.97,305.62,58.95,16.25,21.11,-2.01,1.32,123.37,2.41,39.057,-76.877,8.6,88.5,2.92,67.83,308.74
,56,737299,970.82,0.446,29.86,305.59,59.11,16.21,21.05,-2.02,1.3,122.73,2.41,39.057,-76.877,8.6,88.6,2.99,67.83,308.74
,57,737300,969.88,0.455,29.78,305.59,59.38,16.21,21.04,-2.04,1.27,122.02,2.4,39.057,-76.877,8.6,88.7,3.06,67.86,308.74
,58,737301,968.89,0.464,29.71,305.61,59.74,16.26,21.08,-2.05,1.24,121.23,2.4,39.057,-76.877,8.6,88.8,3.13,67.87,308.74
,59,737302,967.85,0.473,29.62,305.61,60,16.27,21.07,-2.06,1.2,120.34,2.38,39.057,-76.877,8.6,88.9,3.2,67.86,308.74
,60,737303,966.8,0.483,29.5,305.58,60,16.17,20.95,-2.07,1.16,119.36,2.37,39.057,-76.877,8.6,89,3.27,67.86,308.74
,61,737304,965.77,0.493,29.36,305.54,59.93,16.04,20.8,-2.07,1.12,118.29,2.35,39.057,-76.877,8.59,88.9,3.35,67.77,308.74
,62,737305,964.74,0.502,29.24,305.52,60.07,15.99,20.73,-2.08,1.06,117.13,2.33,39.057,-76.877,8.59,89,3.42,67.76,308.73
,63,737306,963.68,0.512,29.17,305.53,60.47,16.04,20.77,-2.08,1.01,115.88,2.31,39.057,-76.877,8.58,89,3.5,67.7,308.73
,64,737307,962.63,0.522,29.13,305.59,61.03,16.17,20.88,-2.08,0.95,114.54,2.29,39.057,-76.877,8.58,89.1,3.57,67.69,308.73
,65,737308,961.58,0.532,29.11,305.67,61.6,16.33,21.02,-2.09,0.89,113.11,2.27,39.057,-76.877,8.56,89.1,3.65,67.57,308.72
,66,737309,960.49,0.542,29.09,305.74,62.04,16.44,21.11,-2.09,0.83,111.62,2.25,39.057,-76.877,8.55,89,3.72,67.48,308.72
,67,737310,959.37,0.552,29.02,305.78,62.37,16.48,21.13,-2.09,0.77,110.08,2.23,39.058,-76.877,8.53,88.9,3.8,67.27,308.71
,68,737311,958.23,0.563,28.92,305.78,62.7,16.5,21.12,-2.1,0.7,108.5,2.21,39.058,-76.877,8.5,88.7,3.88,67.06,308.7
,69,737312,957.12,0.573,28.82,305.77,63.05,16.51,21.11,-2.1,0.64,106.93,2.2,39.058,-76.877,8.48,88.6,3.96,66.94,308.7
,70,737313,956.05,0.583,28.72,305.77,63.39,16.52,21.11,-2.11,0.58,105.38,2.18,39.058,-76.877,8.48,88.7,4.03,66.89,308.7
,71,737314,955.04,0.592,28.63,305.77,63.68,16.53,21.1,-2.11,0.52,103.88,2.18,39.058,-76.877,8.46,88.6,4.1,66.74,308.7
,72,737315,954.04,0.602,28.53,305.77,63.84,16.5,21.05,-2.12,0.47,102.49,2.17,39.057,-76.877,8.45,88.5,4.17,66.63,308.7
,73,737316,953.05,0.611,28.42,305.75,63.87,16.42,20.95,-2.13,0.42,101.24,2.17,39.057,-76.877,8.44,88.6,4.24,66.62,308.7
,74,737317,952.05,0.62,28.31,305.72,63.85,16.32,20.84,-2.14,0.38,100.14,2.17,39.057,-76.877,8.43,88.6,4.31,66.52,308.7
,75,737318,951.06,0.63,28.2,305.7,63.97,16.26,20.77,-2.15,0.35,99.23,2.17,39.057,-76.877,8.43,88.6,4.37,66.5,308.7
,76,737319,950.07,0.639,28.11,305.71,64.3,16.28,20.77,-2.16,0.32,98.51,2.18,39.058,-76.877,8.38,88.2,4.44,66.14,308.69
,77,737320,949.08,0.648,28.04,305.73,64.73,16.34,20.81,-2.17,0.31,98,2.19,39.058,-76.877,8.38,88.2,4.51,66.08,308.69
,78,737321,948.09,0.658,27.97,305.75,65.09,16.38,20.83,-2.19,0.3,97.7,2.21,39.058,-76.877,8.36,88.2,4.58,65.95,308.69
,79,737322,947.13,0.667,27.89,305.75,65.38,16.39,20.82,-2.21,0.3,97.64,2.23,39.057,-76.877,8.36,88.3,4.64,65.95,308.69
,80,737323,946.22,0.675,27.81,305.75,65.65,16.4,20.82,-2.22,0.3,97.81,2.24,39.057,-76.877,8.35,88.3,4.7,65.92,308.69
,81,737324,945.4,0.683,27.74,305.76,65.87,16.4,20.8,-2.24,0.32,98.22,2.26,39.057,-76.877,8.31,87.9,4.75,65.55,308.69
,82,737325,944.64,0.69,27.67,305.76,65.97,16.37,20.76,-2.26,0.35,98.86,2.28,39.057,-76.877,8.3,87.9,4.8,65.51,308.69
,83,737326,943.92,0.697,27.59,305.74,66.06,16.32,20.71,-2.27,0.39,99.71,2.31,39.057,-76.877,8.3,87.9,4.85,65.47,308.68
,84,737327,943.19,0.704,27.5,305.72,66.22,16.29,20.67,-2.29,0.43,100.76,2.33,39.057,-76.877,8.28,87.7,4.91,65.29,308.68
,85,737328,942.43,0.711,27.42,305.71,66.46,16.29,20.65,-2.3,0.49,101.97,2.35,39.057,-76.877,8.28,87.8,4.96,65.29,308.68
,86,737329,941.64,0.718,27.35,305.71,66.76,16.31,20.65,-2.31,0.55,103.33,2.38,39.057,-76.877,8.28,87.9,5.01,65.29,308.67
,87,737330,940.89,0.725,27.29,305.72,67.09,16.34,20.67,-2.32,0.61,104.81,2.4,39.057,-76.877,8.28,88,5.06,65.29,308.67
,88,737331,940.17,0.732,27.22,305.72,67.37,16.36,20.68,-2.33,0.69,106.4,2.43,39.057,-76.877,8.28,88,5.11,65.29,308.66
,89,737332,939.45,0.739,27.15,305.71,67.51,16.34,20.64,-2.33,0.76,108.08,2.45,39.058,-76.877,8.27,88.1,5.16,65.29,308.65
,90,737333,938.7,0.746,27.07,305.7,67.57,16.29,20.58,-2.32,0.84,109.83,2.47,39.058,-76.877,8.26,88,5.22,65.19,308.65
,91,737334,937.94,0.753,26.99,305.69,67.63,16.23,20.51,-2.32,0.92,111.63,2.49,39.057,-76.877,8.25,87.9,5.27,65.07,308.65
,92,737335,937.2,0.76,26.89,305.66,67.67,16.17,20.44,-2.3,1,113.47,2.51,39.058,-76.878,8.22,87.7,5.32,64.86,308.65
,93,737336,936.43,0.767,26.79,305.63,67.68,16.08,20.34,-2.28,1.08,115.35,2.52,39.058,-76.878,8.21,87.6,5.38,64.74,308.64
,94,737337,935.66,0.775,26.7,305.6,67.72,16.02,20.26,-2.25,1.16,117.25,2.53,39.058,-76.878,8.19,87.5,5.43,64.63,308.63
,95,737338,934.9,0.782,26.62,305.59,67.85,15.99,20.22,-2.22,1.24,119.18,2.54,39.058,-76.878,8.19,87.6,5.48,64.62,308.62
,96,737339,934.16,0.789,26.55,305.59,68.04,15.98,20.19,-2.18,1.32,121.12,2.55,39.058,-76.878,8.19,87.7,5.53,64.62,308.62
,97,737340,933.43,0.796,26.47,305.58,68.29,15.98,20.18,-2.14,1.39,123.06,2.55,39.058,-76.878,8.19,87.7,5.58,64.6,308.62
,98,737341,932.69,0.803,26.4,305.58,68.57,15.99,20.18,-2.09,1.46,124.99,2.55,39.058,-76.878,8.19,87.8,5.63,64.6,308.62
,99,737342,931.97,0.81,26.33,305.57,68.81,15.99,20.17,-2.03,1.53,126.9,2.54,39.058,-76.878,8.19,87.8,5.68,64.58,308.61
,100,737343,931.26,0.817,26.25,305.56,68.97,15.97,20.13,-1.98,1.59,128.79,2.54,39.058,-76.878,8.16,87.6,5.73,64.39,308.61
,101,737344,930.54,0.823,26.16,305.54,69.15,15.93,20.09,-1.91,1.65,130.68,2.52,39.058,-76.878,8.15,87.6,5.78,64.29,308.6
,102,737345,929.8,0.83,26.07,305.51,69.42,15.92,20.06,-1.85,1.7,132.57,2.51,39.058,-76.878,8.15,87.6,5.83,64.29,308.6
,103,737346,929.06,0.837,25.98,305.49,69.76,15.92,20.05,-1.78,1.75,134.44,2.49,39.058,-76.878,8.14,87.6,5.88,64.22,308.59
,104,737347,928.34,0.844,25.91,305.49,70.08,15.94,20.06,-1.71,1.79,136.29,2.48,39.058,-76.878,8.15,87.8,5.93,64.29,308.58
,105,737348,927.65,0.851,25.86,305.5,70.31,15.96,20.06,-1.64,1.83,138.09,2.46,39.058,-76.878,8.14,87.7,5.98,64.22,308.58
,106,737349,926.98,0.857,25.8,305.5,70.48,15.96,20.05,-1.58,1.87,139.83,2.44,39.058,-76.878,8.14,87.8,6.02,64.22,308.58
,107,737350,926.32,0.864,25.73,305.49,70.63,15.93,20.01,-1.51,1.9,141.53,2.42,39.058,-76.878,8.13,87.8,6.06,64.17,308.58
,108,737351,925.71,0.869,25.66,305.48,70.76,15.91,19.98,-1.44,1.93,143.17,2.4,39.058,-76.878,8.13,87.9,6.1,64.17,308.57
,109,737352,925.15,0.875,25.62,305.49,70.85,15.9,19.96,-1.38,1.95,144.77,2.39,39.058,-76.878,8.12,87.8,6.14,64.1,308.56
,110,737353,924.64,0.88,25.57,305.49,70.97,15.89,19.94,-1.32,1.97,146.31,2.37,39.058,-76.878,8.12,87.9,6.17,64.1,308.56
,111,737354,924.12,0.885,25.51,305.48,71.18,15.89,19.93,-1.26,1.99,147.75,2.36,39.058,-76.878,8.12,87.9,6.21,64.07,308.56
,112,737355,923.57,0.89,25.45,305.47,71.38,15.88,19.91,-1.21,2.01,149.07,2.35,39.058,-76.878,8.11,87.9,6.25,64.02,308.55
,113,737356,923.04,0.895,25.41,305.48,71.34,15.85,19.87,-1.16,2.03,150.24,2.34,39.058,-76.878,8.1,87.8,6.28,63.92,308.55
,114,737357,922.53,0.9,25.39,305.51,71.1,15.79,19.8,-1.12,2.04,151.27,2.33,39.058,-76.878,8.1,87.8,6.32,63.92,308.55
,115,737358,922.02,0.905,25.38,305.54,70.85,15.72,19.73,-1.09,2.06,152.16,2.33,39.058,-76.878,8.07,87.5,6.35,63.69,308.55
,116,737359,921.51,0.91,25.35,305.56,70.75,15.68,19.68,-1.06,2.07,152.93,2.33,39.058,-76.878,8.07,87.6,6.39,63.68,308.55
,117,737360,921.01,0.914,25.31,305.56,70.83,15.67,19.66,-1.03,2.08,153.61,2.33,39.058,-76.878,8.05,87.4,6.42,63.49,308.55
,118,737361,920.52,0.919,25.26,305.56,71.05,15.68,19.66,-1.01,2.1,154.18,2.33,39.058,-76.878,8.02,87.1,6.46,63.26,308.55
,119,737362,920.04,0.924,25.2,305.55,71.41,15.72,19.69,-1,2.11,154.63,2.33,39.058,-76.878,8.01,87.1,6.49,63.22,308.55
,120,737363,919.55,0.928,25.14,305.53,71.85,15.76,19.72,-0.99,2.12,154.93,2.34,39.058,-76.878,8,86.9,6.52,63.08,308.55
,121,737364,919.07,0.933,25.08,305.52,72.18,15.79,19.74,-0.99,2.13,155.1,2.35,39.058,-76.878,7.98,86.8,6.56,62.94,308.55
,122,737365,918.58,0.938,25.04,305.52,72.34,15.79,19.73,-0.99,2.14,155.14,2.36,39.058,-76.878,7.95,86.6,6.59,62.73,308.55
,123,737366,918.08,0.942,25,305.53,72.43,15.79,19.72,-1,2.16,155.08,2.38,39.058,-76.878,7.95,86.6,6.62,62.7,308.55
,124,737367,917.57,0.947,24.97,305.54,72.59,15.8,19.72,-1.01,2.17,154.94,2.39,39.058,-76.878,7.93,86.5,6.66,62.59,308.55
,125,737368,917.09,0.952,24.92,305.54,72.82,15.81,19.72,-1.03,2.18,154.72,2.41,39.058,-76.878,7.93,86.5,6.69,62.56,308.55
,126,737369,916.66,0.956,24.87,305.53,72.97,15.8,19.71,-1.05,2.19,154.42,2.43,39.058,-76.878,7.92,86.4,6.71,62.45,308.55
,127,737370,916.25,0.96,24.82,305.52,73.06,15.79,19.69,-1.07,2.2,154.05,2.45,39.058,-76.878,7.91,86.3,6.74,62.4,308.55
,128,737371,915.82,0.964,24.78,305.52,73.24,15.79,19.68,-1.1,2.21,153.63,2.47,39.058,-76.878,7.9,86.3,6.78,62.33,308.55
,129,737372,915.34,0.969,24.72,305.5,73.61,15.83,19.71,-1.13,2.22,153.16,2.49,39.058,-76.878,7.9,86.3,6.81,62.33,308.56
,130,737373,914.85,0.973,24.66,305.48,74.05,15.87,19.74,-1.15,2.24,152.67,2.52,39.058,-76.878,7.89,86.2,6.84,62.25,308.56
,131,737374,914.38,0.978,24.61,305.48,74.35,15.89,19.76,-1.19,2.25,152.16,2.54,39.058,-76.878,7.89,86.3,6.87,62.25,308.56
,132,737375,913.94,0.982,24.57,305.48,74.5,15.9,19.75,-1.22,2.26,151.61,2.56,39.058,-76.878,7.89,86.3,6.9,62.26,308.57
,133,737376,913.51,0.986,24.52,305.48,74.7,15.91,19.76,-1.25,2.26,151.04,2.59,39.058,-76.878,7.88,86.3,6.93,62.17,308.57
,134,737377,913.05,0.991,24.47,305.47,75.05,15.94,19.78,-1.29,2.27,150.46,2.61,39.058,-76.878,7.87,86.2,6.96,62.1,308.58
,135,737378,912.58,0.995,24.42,305.46,75.42,15.98,19.81,-1.32,2.28,149.88,2.64,39.058,-76.878,7.87,86.2,6.99,62.06,308.58
,136,737379,912.13,1,24.38,305.46,75.61,15.99,19.81,-1.36,2.29,149.3,2.66,39.058,-76.878,7.87,86.2,7.02,62.06,308.59
,137,737380,911.71,1.004,24.35,305.47,75.64,15.97,19.79,-1.39,2.29,148.76,2.68,39.058,-76.878,7.87,86.3,7.05,62.06,308.59
,138,737381,911.28,1.008,24.32,305.48,75.65,15.95,19.76,-1.42,2.3,148.24,2.71,39.058,-76.878,7.85,86.2,7.08,61.97,308.6
,139,737382,910.84,1.012,24.29,305.49,75.78,15.95,19.76,-1.45,2.31,147.77,2.73,39.058,-76.878,7.84,86.1,7.11,61.85,308.6
,140,737383,910.37,1.017,24.24,305.48,75.96,15.96,19.75,-1.48,2.31,147.34,2.75,39.058,-76.878,7.84,86.1,7.15,61.82,308.6
,141,737384,909.86,1.022,24.19,305.48,76.07,15.94,19.72,-1.51,2.32,146.95,2.77,39.058,-76.878,7.82,85.9,7.18,61.7,308.61
,142,737385,909.36,1.026,24.15,305.49,76.1,15.91,19.69,-1.53,2.33,146.6,2.79,39.058,-76.878,7.82,86,7.21,61.7,308.61
,143,737386,908.91,1.031,24.12,305.5,76.12,15.9,19.67,-1.56,2.33,146.27,2.8,39.058,-76.878,7.82,86,7.24,61.7,308.61
,144,737387,908.5,1.035,24.1,305.52,76.11,15.89,19.65,-1.58,2.34,145.98,2.82,39.058,-76.878,7.82,86.1,7.27,61.69,308.61
,145,737388,908.06,1.039,24.08,305.55,76,15.85,19.61,-1.59,2.34,145.72,2.83,39.058,-76.878,7.8,85.9,7.3,61.55,308.6
,146,737389,907.56,1.044,24.06,305.57,75.8,15.79,19.54,-1.61,2.34,145.5,2.84,39.059,-76.878,7.8,86,7.34,61.55,308.6
,147,737390,907.02,1.049,24.01,305.58,75.72,15.75,19.48,-1.62,2.34,145.34,2.84,39.059,-76.878,7.78,85.8,7.38,61.42,308.6
,148,737391,906.46,1.054,23.95,305.57,75.97,15.75,19.48,-1.62,2.34,145.24,2.85,39.059,-76.878,7.78,85.9,7.42,61.41,308.6
,149,737392,905.93,1.06,23.89,305.56,76.35,15.78,19.5,-1.62,2.34,145.2,2.85,39.059,-76.878,7.77,85.8,7.45,61.31,308.6
,150,737393,905.44,1.064,23.85,305.56,76.53,15.79,19.49,-1.62,2.33,145.2,2.84,39.059,-76.878,7.77,85.8,7.48,61.29,308.6
,151,737394,904.93,1.069,23.81,305.57,76.53,15.76,19.46,-1.62,2.33,145.25,2.84,39.059,-76.878,7.76,85.8,7.52,61.24,308.6
,152,737395,904.39,1.074,23.77,305.58,76.63,15.75,19.44,-1.61,2.32,145.32,2.83,39.059,-76.879,7.76,85.8,7.56,61.21,308.6
,153,737396,903.86,1.08,23.72,305.58,76.91,15.77,19.45,-1.6,2.32,145.42,2.81,39.059,-76.879,7.73,85.5,7.59,61,308.6
,154,737397,903.33,1.085,23.67,305.58,77.16,15.78,19.45,-1.58,2.31,145.53,2.8,39.059,-76.879,7.71,85.3,7.63,60.83,308.59
,155,737398,902.81,1.09,23.61,305.57,77.26,15.76,19.42,-1.57,2.29,145.67,2.78,39.059,-76.879,7.69,85.2,7.66,60.69,308.59
,156,737399,902.28,1.095,23.55,305.56,77.37,15.73,19.38,-1.54,2.28,145.85,2.75,39.059,-76.879,7.67,85,7.7,60.54,308.59
,157,737400,901.76,1.1,23.5,305.55,77.63,15.74,19.38,-1.52,2.26,146.07,2.72,39.059,-76.879,7.67,85.1,7.73,60.54,308.59
