Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"intO3_DU, DU",29,737272,991.63,0.221,32.38,306.26,44.99,13.9,18.97,-1.4,3.48,158.02,3.75,39.057,-76.876,7.14,72,1.07,56.37,304.38
"resO3_DU, DU",30,737273,990.97,0.227,32.33,306.27,45.1,13.91,18.96,-1.39,3.48,158.16,3.75,39.057,-76.876,7.15,72.2,1.11,56.44,304.38
"PumpTemp_degC, degC",31,737274,990.3,0.233,32.27,306.27,45.24,13.91,18.96,-1.39,3.48,158.3,3.75,39.057,-76.876,7.16,72.3,1.15,56.48,304.38
0,32,737275,989.65,0.239,32.2,306.26,45.41,13.92,18.96,-1.38,3.49,158.44,3.75,39.057,-76.876,7.19,72.6,1.19,56.72,304.39
18,33,737276,988.98,0.246,32.14,306.26,45.61,13.94,18.98,-1.37,3.49,158.58,3.75,39.057,-76.876,7.19,72.7,1.23,56.72,304.39
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737277,988.3,0.252,32.07,306.25,45.82,13.96,18.98,-1.36,3.5,158.72,3.76,39.057,-76.876,7.2,72.8,1.27,56.78,304.39
PLATFORM: Howard University - Beltsville,35,737278,987.62,0.258,32,306.24,45.99,13.97,18.98,-1.36,3.52,158.86,3.77,39.057,-76.876,7.21,73,1.3,56.86,304.39
"LOCATION:  39.056, -76.876, 67 m",36,737279,986.95,0.264,31.95,306.24,46.14,13.98,18.98,-1.36,3.53,158.99,3.78,39.057,-76.876,7.22,73.1,1.34,56.95,304.39
ASSOCIATED_DATA: N/A,37,737280,986.28,0.27,31.89,306.25,46.28,13.99,18.99,-1.35,3.55,159.1,3.8,39.057,-76.876,7.22,73.2,1.38,56.98,304.39
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737281,985.64,0.276,31.84,306.26,46.46,14.01,19,-1.35,3.57,159.21,3.82,39.058,-76.877,7.22,73.3,1.41,56.99,304.4
DATA_INFO:  All data 1 Hz interval,39,737282,985.05,0.281,31.79,306.25,46.65,14.04,19.01,-1.36,3.59,159.31,3.84,39.058,-76.877,7.23,73.4,1.44,57.04,304.4
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737283,984.55,0.286,31.73,306.25,46.81,14.05,19.02,-1.36,3.62,159.39,3.86,39.058,-76.877,7.24,73.5,1.47,57.1,304.4
ULOD_FLAG: -77777,41,737284,984.09,0.29,31.68,306.23,46.94,14.05,19.02,-1.37,3.64,159.45,3.89,39.058,-76.877,7.24,73.6,1.5,57.13,304.4
ULOD_VALUE: N/A,42,737285,983.65,0.294,31.62,306.21,47.04,14.04,19,-1.37,3.67,159.49,3.92,39.058,-76.877,7.25,73.7,1.52,57.21,304.41
LLOD_FLAG: -88888,43,737286,983.18,0.298,31.57,306.2,47.09,14.02,18.96,-1.38,3.7,159.52,3.95,39.058,-76.877,7.26,73.9,1.55,57.3,304.41
LLOD_VALUE: N/A,44,737287,982.71,0.303,31.51,306.19,47.1,13.99,18.92,-1.39,3.72,159.52,3.97,39.058,-76.877,7.26,73.9,1.58,57.31,304.42
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737288,982.22,0.307,31.47,306.19,47.1,13.96,18.88,-1.4,3.75,159.51,4,39.058,-76.877,7.26,73.9,1.61,57.31,304.43
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737289,981.73,0.312,31.43,306.19,47.1,13.94,18.85,-1.41,3.78,159.47,4.03,39.058,-76.877,7.26,74,1.64,57.31,304.43
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737290,981.23,0.316,31.39,306.2,47.13,13.92,18.82,-1.43,3.81,159.42,4.06,39.058,-76.877,7.26,74,1.66,57.31,304.44
OTHER_COMMENTS: Launch Time: 2018-07-02 17:57:33,48,737291,980.75,0.321,31.35,306.2,47.15,13.9,18.79,-1.44,3.83,159.36,4.1,39.058,-76.877,7.26,74.1,1.69,57.31,304.44
REVISION: RA,49,737292,980.31,0.325,31.33,306.22,47.17,13.89,18.78,-1.46,3.86,159.3,4.13,39.058,-76.877,7.25,74,1.71,57.24,304.44
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737293,979.9,0.329,31.32,306.24,47.21,13.9,18.78,-1.47,3.89,159.23,4.16,39.058,-76.877,7.24,73.9,1.74,57.15,304.44
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737294,979.48,0.332,31.3,306.26,47.27,13.91,18.78,-1.49,3.91,159.18,4.19,39.058,-76.877,7.24,73.9,1.76,57.14,304.45
,52,737295,979.04,0.336,31.26,306.26,47.39,13.92,18.79,-1.5,3.94,159.13,4.22,39.058,-76.877,7.24,73.9,1.79,57.11,304.46
,53,737296,978.6,0.34,31.21,306.25,47.53,13.93,18.79,-1.52,3.97,159.09,4.25,39.058,-76.877,7.24,74,1.82,57.1,304.47
,54,737297,978.16,0.345,31.16,306.24,47.68,13.94,18.79,-1.53,3.99,159.06,4.28,39.058,-76.877,7.24,74,1.84,57.1,304.47
,55,737298,977.71,0.349,31.11,306.23,47.78,13.94,18.78,-1.54,4.02,159.04,4.3,39.058,-76.877,7.24,74,1.87,57.1,304.47
,56,737299,977.24,0.353,31.07,306.23,47.82,13.93,18.76,-1.55,4.04,159.04,4.33,39.058,-76.877,7.24,74.1,1.9,57.1,304.47
,57,737300,976.76,0.357,31.04,306.24,47.84,13.91,18.74,-1.56,4.07,159.06,4.35,39.058,-76.877,7.24,74.1,1.93,57.1,304.47
,58,737301,976.29,0.362,31,306.25,47.9,13.9,18.72,-1.56,4.09,159.1,4.38,39.058,-76.877,7.24,74.1,1.95,57.09,304.48
,59,737302,975.82,0.366,30.96,306.24,47.99,13.9,18.71,-1.56,4.11,159.16,4.4,39.058,-76.877,7.22,74,1.98,57,304.49
,60,737303,975.34,0.37,30.91,306.24,48.09,13.9,18.7,-1.56,4.13,159.26,4.42,39.058,-76.877,7.22,74,2.01,56.97,304.51
,61,737304,974.85,0.375,30.87,306.24,48.17,13.9,18.69,-1.56,4.16,159.4,4.44,39.058,-76.877,7.22,74.1,2.04,56.97,304.52
,62,737305,974.34,0.38,30.83,306.25,48.25,13.9,18.68,-1.56,4.18,159.57,4.46,39.058,-76.877,7.23,74.2,2.07,57.01,304.52
,63,737306,973.81,0.385,30.78,306.25,48.36,13.9,18.67,-1.55,4.2,159.77,4.48,39.058,-76.877,7.21,74.1,2.1,56.91,304.53
,64,737307,973.28,0.389,30.73,306.25,48.51,13.91,18.68,-1.54,4.23,160.01,4.5,39.058,-76.877,7.21,74,2.13,56.85,304.53
,65,737308,972.77,0.394,30.69,306.25,48.65,13.93,18.69,-1.53,4.25,160.26,4.52,39.059,-76.877,7.2,74.1,2.16,56.84,304.53
,66,737309,972.29,0.399,30.65,306.26,48.76,13.93,18.69,-1.51,4.28,160.54,4.54,39.059,-76.877,7.2,74.1,2.19,56.84,304.53
,67,737310,971.83,0.403,30.62,306.26,48.82,13.93,18.68,-1.5,4.3,160.82,4.55,39.059,-76.877,7.2,74.1,2.21,56.85,304.55
,68,737311,971.37,0.407,30.57,306.26,48.9,13.92,18.66,-1.48,4.32,161.1,4.57,39.059,-76.877,7.2,74.1,2.24,56.77,304.55
,69,737312,970.9,0.411,30.52,306.24,49.01,13.91,18.64,-1.46,4.34,161.4,4.58,39.059,-76.877,7.19,74,2.27,56.72,304.56
,70,737313,970.42,0.416,30.46,306.23,49.14,13.92,18.64,-1.44,4.36,161.71,4.6,39.059,-76.877,7.19,74.1,2.3,56.7,304.56
,71,737314,969.95,0.42,30.42,306.23,49.26,13.92,18.63,-1.42,4.38,162.03,4.61,39.059,-76.877,7.19,74.1,2.32,56.7,304.56
,72,737315,969.47,0.425,30.38,306.23,49.35,13.92,18.63,-1.4,4.4,162.36,4.62,39.059,-76.877,7.19,74.1,2.35,56.7,304.56
,73,737316,968.97,0.429,30.33,306.23,49.45,13.92,18.62,-1.38,4.42,162.69,4.63,39.059,-76.877,7.18,74.1,2.38,56.68,304.57
,74,737317,968.44,0.434,30.29,306.24,49.55,13.92,18.61,-1.36,4.44,163.02,4.64,39.059,-76.877,7.18,74.2,2.42,56.68,304.58
,75,737318,967.87,0.439,30.24,306.24,49.66,13.93,18.61,-1.33,4.46,163.34,4.65,39.059,-76.877,7.18,74.2,2.45,56.66,304.59
,76,737319,967.28,0.445,30.2,306.25,49.79,13.93,18.6,-1.31,4.47,163.66,4.66,39.059,-76.877,7.17,74.1,2.49,56.56,304.59
,77,737320,966.68,0.45,30.15,306.26,49.91,13.94,18.6,-1.29,4.49,163.96,4.67,39.059,-76.877,7.16,74.1,2.52,56.52,304.59
,78,737321,966.11,0.456,30.11,306.27,49.99,13.94,18.59,-1.27,4.5,164.27,4.68,39.059,-76.877,7.16,74.2,2.55,56.52,304.59
,79,737322,965.6,0.46,30.07,306.27,50.05,13.93,18.57,-1.25,4.51,164.57,4.68,39.059,-76.877,7.15,74,2.58,56.39,304.59
,80,737323,965.16,0.464,30.02,306.26,50.12,13.92,18.55,-1.22,4.52,164.87,4.69,39.059,-76.877,7.13,73.9,2.6,56.26,304.6
,81,737324,964.72,0.469,29.97,306.25,50.24,13.91,18.54,-1.2,4.53,165.18,4.69,39.059,-76.877,7.13,73.9,2.63,56.23,304.6
,82,737325,964.24,0.473,29.92,306.25,50.37,13.92,18.54,-1.18,4.54,165.49,4.69,39.059,-76.877,7.13,73.9,2.66,56.23,304.61
,83,737326,963.74,0.478,29.88,306.25,50.49,13.93,18.54,-1.15,4.55,165.79,4.69,39.059,-76.877,7.11,73.8,2.69,56.1,304.61
,84,737327,963.28,0.482,29.85,306.26,50.56,13.93,18.53,-1.13,4.56,166.1,4.7,39.059,-76.877,7.11,73.8,2.71,56.1,304.61
,85,737328,962.86,0.486,29.82,306.27,50.64,13.93,18.52,-1.1,4.57,166.42,4.7,39.059,-76.877,7.11,73.9,2.73,56.12,304.61
,86,737329,962.43,0.49,29.77,306.26,50.73,13.92,18.51,-1.08,4.57,166.75,4.7,39.059,-76.877,7.12,73.9,2.76,56.15,304.61
,87,737330,961.98,0.494,29.73,306.25,50.8,13.91,18.49,-1.05,4.58,167.09,4.7,39.059,-76.877,7.11,73.9,2.79,56.12,304.61
,88,737331,961.52,0.498,29.69,306.26,50.82,13.89,18.46,-1.02,4.59,167.44,4.7,39.059,-76.877,7.11,74,2.81,56.12,304.62
,89,737332,961.07,0.502,29.65,306.26,50.82,13.87,18.43,-0.99,4.59,167.81,4.7,39.06,-76.877,7.11,74,2.84,56.12,304.63
,90,737333,960.62,0.507,29.62,306.27,50.86,13.86,18.41,-0.96,4.6,168.2,4.7,39.06,-76.877,7.11,74,2.87,56.12,304.63
,91,737334,960.16,0.511,29.57,306.27,50.95,13.86,18.4,-0.93,4.61,168.61,4.7,39.06,-76.877,7.11,74.1,2.89,56.12,304.66
,92,737335,959.7,0.515,29.54,306.27,51.03,13.86,18.39,-0.89,4.61,169.04,4.7,39.06,-76.877,7.11,74.1,2.92,56.13,304.66
,93,737336,959.25,0.519,29.5,306.28,51.1,13.86,18.38,-0.86,4.62,169.49,4.7,39.06,-76.877,7.11,74.2,2.95,56.13,304.68
,94,737337,958.8,0.524,29.47,306.29,51.17,13.86,18.37,-0.82,4.63,169.96,4.7,39.06,-76.877,7.11,74.2,2.97,56.13,304.68
,95,737338,958.33,0.528,29.44,306.29,51.27,13.86,18.37,-0.78,4.64,170.44,4.7,39.06,-76.877,7.11,74.2,3.01,56.13,304.68
,96,737339,957.8,0.533,29.39,306.29,51.44,13.87,18.38,-0.74,4.65,170.95,4.7,39.06,-76.877,7.11,74.3,3.04,56.13,304.68
,97,737340,957.22,0.538,29.33,306.28,51.63,13.89,18.38,-0.7,4.65,171.47,4.71,39.06,-76.878,7.1,74.2,3.07,56.03,304.69
,98,737341,956.62,0.544,29.27,306.28,51.81,13.89,18.38,-0.65,4.66,172.02,4.71,39.06,-76.878,7.1,74.2,3.11,55.98,304.69
,99,737342,956.01,0.55,29.21,306.28,51.95,13.9,18.38,-0.61,4.67,172.58,4.71,39.06,-76.878,7.09,74.1,3.14,55.91,304.7
,100,737343,955.42,0.555,29.17,306.29,52.06,13.9,18.37,-0.56,4.68,173.14,4.72,39.06,-76.878,7.09,74.2,3.18,55.91,304.7
,101,737344,954.82,0.561,29.12,306.29,52.13,13.89,18.35,-0.52,4.69,173.72,4.72,39.06,-76.878,7.06,74,3.21,55.72,304.71
,102,737345,954.24,0.566,29.07,306.3,52.19,13.87,18.32,-0.47,4.7,174.31,4.73,39.06,-76.878,7.06,74,3.25,55.73,304.71
,103,737346,953.68,0.571,29.03,306.31,52.26,13.87,18.3,-0.42,4.71,174.9,4.73,39.06,-76.878,7.05,73.9,3.28,55.63,304.72
,104,737347,953.15,0.576,29,306.32,52.33,13.87,18.29,-0.37,4.72,175.51,4.74,39.06,-76.878,7.05,73.9,3.31,55.61,304.72
,105,737348,952.62,0.581,28.96,306.33,52.4,13.86,18.28,-0.32,4.73,176.12,4.74,39.06,-76.878,7.03,73.8,3.34,55.49,304.73
,106,737349,952.08,0.586,28.91,306.33,52.5,13.86,18.26,-0.27,4.74,176.73,4.75,39.06,-76.878,7.03,73.9,3.37,55.48,304.73
,107,737350,951.54,0.591,28.86,306.33,52.63,13.86,18.25,-0.22,4.76,177.33,4.76,39.06,-76.878,7.03,73.9,3.4,55.48,304.73
,108,737351,950.99,0.597,28.81,306.33,52.77,13.86,18.25,-0.17,4.77,177.92,4.77,39.06,-76.878,7.03,73.9,3.43,55.47,304.73
,109,737352,950.45,0.602,28.75,306.32,52.91,13.86,18.24,-0.13,4.78,178.5,4.78,39.06,-76.878,7.02,73.8,3.47,55.36,304.73
,110,737353,949.92,0.607,28.7,306.32,53.05,13.87,18.23,-0.08,4.79,179.07,4.8,39.06,-76.878,7.01,73.8,3.5,55.32,304.73
,111,737354,949.38,0.612,28.65,306.31,53.2,13.87,18.23,-0.03,4.81,179.65,4.81,39.06,-76.878,7.01,73.9,3.53,55.32,304.73
,112,737355,948.82,0.617,28.59,306.31,53.34,13.87,18.22,0.02,4.82,180.21,4.82,39.06,-76.878,7,73.8,3.56,55.25,304.73
,113,737356,948.24,0.622,28.54,306.31,53.45,13.87,18.21,0.06,4.83,180.76,4.83,39.061,-76.878,7,73.8,3.6,55.25,304.74
,114,737357,947.65,0.628,28.5,306.32,53.54,13.86,18.19,0.11,4.85,181.29,4.85,39.061,-76.878,7,73.9,3.63,55.24,304.74
,115,737358,947.06,0.633,28.46,306.34,53.6,13.86,18.18,0.15,4.86,181.8,4.86,39.061,-76.878,7,73.9,3.67,55.19,304.75
,116,737359,946.48,0.639,28.41,306.34,53.69,13.85,18.16,0.19,4.88,182.27,4.88,39.061,-76.878,7,73.9,3.7,55.19,304.75
,117,737360,945.91,0.644,28.36,306.34,53.81,13.84,18.14,0.23,4.89,182.72,4.9,39.061,-76.878,7,74,3.73,55.19,304.75
,118,737361,945.36,0.649,28.3,306.33,53.96,13.84,18.13,0.27,4.9,183.13,4.91,39.061,-76.878,7,74,3.76,55.19,304.75
,119,737362,944.8,0.655,28.24,306.33,54.12,13.85,18.13,0.3,4.92,183.52,4.93,39.061,-76.878,7,74,3.8,55.2,304.75
,120,737363,944.19,0.66,28.2,306.34,54.29,13.87,18.14,0.33,4.93,183.86,4.94,39.061,-76.878,6.99,74,3.84,55.16,304.75
,121,737364,943.54,0.667,28.15,306.35,54.46,13.88,18.14,0.36,4.95,184.18,4.96,39.061,-76.878,6.99,74,3.88,55.11,304.76
,122,737365,942.87,0.673,28.09,306.36,54.61,13.88,18.13,0.39,4.96,184.46,4.98,39.061,-76.878,6.96,73.8,3.91,54.92,304.76
,123,737366,942.21,0.679,28.04,306.36,54.74,13.88,18.12,0.41,4.97,184.7,4.99,39.061,-76.878,6.96,73.9,3.95,54.92,304.76
,124,737367,941.57,0.685,27.98,306.36,54.87,13.88,18.11,0.43,4.99,184.9,5,39.061,-76.877,6.96,73.9,3.99,54.88,304.76
,125,737368,940.92,0.691,27.93,306.38,55.07,13.9,18.12,0.44,5,185.06,5.02,39.061,-76.877,6.96,73.9,4.03,54.88,304.76
,126,737369,940.26,0.698,27.89,306.39,55.3,13.93,18.14,0.45,5,185.18,5.03,39.061,-76.877,6.96,74,4.07,54.88,304.77
,127,737370,939.6,0.704,27.83,306.39,55.52,13.95,18.15,0.46,5.01,185.26,5.03,39.061,-76.877,6.94,73.9,4.11,54.77,304.78
,128,737371,938.92,0.71,27.77,306.39,55.73,13.96,18.15,0.47,5.02,185.3,5.04,39.061,-76.878,6.93,73.9,4.15,54.72,304.78
,129,737372,938.23,0.717,27.7,306.38,55.96,13.97,18.15,0.47,5.02,185.32,5.04,39.061,-76.877,6.93,73.9,4.19,54.67,304.78
,130,737373,937.53,0.723,27.63,306.38,56.16,13.97,18.14,0.47,5.02,185.3,5.04,39.061,-76.877,6.93,73.9,4.23,54.67,304.78
,131,737374,936.86,0.73,27.56,306.38,56.28,13.96,18.12,0.46,5.02,185.25,5.04,39.061,-76.877,6.93,74,4.26,54.67,304.78
,132,737375,936.23,0.736,27.5,306.37,56.34,13.93,18.08,0.45,5.01,185.18,5.03,39.061,-76.877,6.93,74,4.3,54.64,304.79
,133,737376,935.6,0.742,27.45,306.38,56.42,13.92,18.05,0.45,5,185.09,5.02,39.061,-76.877,6.91,73.9,4.34,54.53,304.79
,134,737377,934.93,0.748,27.4,306.39,56.58,13.93,18.05,0.44,4.99,184.99,5.01,39.061,-76.877,6.91,73.9,4.38,54.51,304.79
,135,737378,934.23,0.755,27.34,306.4,56.8,13.95,18.06,0.43,4.97,184.89,4.99,39.062,-76.877,6.91,74,4.42,54.51,304.79
,136,737379,933.5,0.762,27.28,306.4,57,13.96,18.05,0.42,4.96,184.79,4.97,39.062,-76.877,6.91,74,4.46,54.51,304.8
,137,737380,932.79,0.768,27.23,306.41,57.17,13.96,18.05,0.41,4.93,184.7,4.95,39.062,-76.877,6.91,74.1,4.51,54.51,304.8
,138,737381,932.09,0.775,27.17,306.43,57.36,13.98,18.06,0.4,4.91,184.64,4.93,39.062,-76.877,6.91,74.1,4.55,54.51,304.8
,139,737382,931.4,0.782,27.11,306.43,57.57,13.99,18.06,0.39,4.89,184.6,4.9,39.062,-76.877,6.91,74.2,4.59,54.51,304.8
,140,737383,930.72,0.788,27.04,306.42,57.79,14,18.05,0.39,4.86,184.59,4.88,39.062,-76.877,6.91,74.2,4.62,54.51,304.81
,141,737384,930.08,0.794,26.97,306.41,58.01,14,18.04,0.39,4.83,184.6,4.85,39.062,-76.877,6.91,74.3,4.66,54.5,304.81
,142,737385,929.44,0.8,26.9,306.4,58.22,14,18.04,0.39,4.8,184.66,4.82,39.062,-76.877,6.9,74.2,4.7,54.41,304.81
,143,737386,928.76,0.807,26.84,306.4,58.39,14,18.02,0.4,4.77,184.76,4.79,39.062,-76.877,6.89,74.2,4.74,54.37,304.81
,144,737387,928.05,0.814,26.78,306.4,58.52,13.99,18,0.41,4.74,184.92,4.76,39.062,-76.877,6.89,74.3,4.79,54.37,304.81
,145,737388,927.31,0.821,26.72,306.41,58.63,13.98,17.98,0.42,4.71,185.14,4.73,39.062,-76.877,6.89,74.3,4.83,54.35,304.81
,146,737389,926.55,0.828,26.65,306.41,58.78,13.97,17.95,0.44,4.68,185.42,4.7,39.062,-76.877,6.89,74.3,4.87,54.35,304.81
,147,737390,925.8,0.835,26.58,306.42,59,13.98,17.95,0.47,4.65,185.77,4.68,39.062,-76.877,6.85,74,4.92,54.07,304.79
,148,737391,925.06,0.842,26.52,306.42,59.31,14.01,17.97,0.5,4.63,186.17,4.65,39.062,-76.877,6.85,74.1,4.96,54.07,304.79
,149,737392,924.36,0.849,26.46,306.42,59.64,14.05,18,0.54,4.6,186.64,4.63,39.062,-76.877,6.85,74.1,5,54.03,304.79
,150,737393,923.67,0.855,26.39,306.42,59.93,14.07,18.02,0.57,4.58,187.15,4.62,39.062,-76.877,6.85,74.1,5.04,54.03,304.79
,151,737394,923,0.862,26.32,306.41,60.13,14.08,18.01,0.62,4.56,187.69,4.6,39.062,-76.877,6.85,74.2,5.08,54.03,304.78
,152,737395,922.34,0.868,26.26,306.42,60.28,14.07,17.99,0.66,4.55,188.27,4.59,39.062,-76.877,6.85,74.3,5.12,54.05,304.78
,153,737396,921.65,0.875,26.21,306.43,60.44,14.08,17.98,0.71,4.53,188.88,4.59,39.062,-76.877,6.85,74.4,5.16,54.07,304.78
,154,737397,920.96,0.881,26.16,306.44,60.62,14.08,17.98,0.76,4.52,189.52,4.59,39.062,-76.877,6.86,74.5,5.2,54.12,304.78
,155,737398,920.3,0.888,26.09,306.44,60.77,14.08,17.96,0.81,4.52,190.18,4.59,39.062,-76.877,6.86,74.5,5.23,54.12,304.78
,156,737399,919.68,0.894,26.02,306.43,60.93,14.06,17.93,0.86,4.52,190.84,4.6,39.062,-76.877,6.86,74.6,5.27,54.15,304.78
,157,737400,919.06,0.9,25.95,306.41,61.15,14.06,17.92,0.92,4.52,191.5,4.61,39.062,-76.877,6.86,74.7,5.31,54.15,304.78
,158,737401,918.43,0.906,25.88,306.4,61.38,14.07,17.92,0.97,4.52,192.15,4.63,39.062,-76.877,6.86,74.7,5.34,54.16,304.78
