Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
,758,737987,674.1,3.506,8.2,314.94,25.4,2.55,-10.45,3.5,-7.86,336,8.6,39.032,-76.841,3.08,45.7,18.28,24.27,29.92
,759,737988,673.8,3.51,8.2,314.98,25.5,2.57,-10.4,3.37,-7.91,336.9,8.6,39.032,-76.841,3.08,45.7,18.29,24.28,29.91
,760,737989,673.5,3.514,8.1,314.91,25.6,2.56,-10.44,3.3,-8.05,337.7,8.7,39.032,-76.841,3.08,45.7,18.3,24.28,29.9
,761,737990,673.2,3.518,8.1,314.95,25.7,2.57,-10.39,3.19,-8.09,338.5,8.7,39.032,-76.841,3.09,45.9,18.31,24.38,29.9
,762,737991,672.8,3.522,8,314.89,25.9,2.57,-10.38,3.09,-8.13,339.2,8.7,39.032,-76.841,3.1,46.1,18.33,24.47,29.89
,763,737992,672.5,3.526,8,314.93,26.2,2.61,-10.23,2.99,-8.17,339.9,8.7,39.032,-76.841,3.11,46.2,18.34,24.5,29.88
,764,737993,672.2,3.53,8,314.97,26.6,2.65,-10.04,2.9,-8.2,340.5,8.7,39.032,-76.841,3.11,46.3,18.35,24.52,29.88
,765,737994,671.9,3.533,8,315.01,27,2.69,-9.85,2.82,-8.23,341.1,8.7,39.032,-76.841,3.12,46.4,18.36,24.61,29.87
,766,737995,671.6,3.537,8.1,315.17,27.3,2.74,-9.62,2.7,-8.17,341.7,8.6,39.032,-76.841,3.13,46.6,18.37,24.69,29.87
,767,737996,671.3,3.54,8.1,315.21,27.6,2.77,-9.48,2.63,-8.19,342.2,8.6,39.032,-76.841,3.14,46.8,18.38,24.75,29.85
,768,737997,671,3.544,8,315.13,28,2.79,-9.39,2.54,-8.11,342.6,8.5,39.031,-76.841,3.14,46.8,18.39,24.79,29.84
,769,737998,670.6,3.549,8,315.19,28.6,2.85,-9.12,2.49,-8.13,343,8.5,39.031,-76.841,3.14,46.8,18.41,24.79,29.84
,770,737999,670.2,3.554,8,315.24,29.6,2.96,-8.68,2.39,-8.05,343.5,8.4,39.031,-76.841,3.15,47,18.42,24.84,29.83
,771,738000,669.9,3.558,8,315.28,30.7,3.07,-8.21,2.32,-7.97,343.8,8.3,39.031,-76.841,3.17,47.3,18.43,24.98,29.83
,772,738001,669.6,3.562,8,315.32,31.4,3.14,-7.92,2.23,-7.89,344.2,8.2,39.031,-76.84,3.18,47.5,18.45,25.09,29.82
,773,738002,669.3,3.566,8,315.36,31.6,3.16,-7.84,2.15,-7.81,344.6,8.1,39.031,-76.84,3.18,47.5,18.46,25.11,29.81
,774,738003,669,3.569,8,315.4,31.6,3.16,-7.84,2.07,-7.73,345,8,39.031,-76.84,3.18,47.5,18.47,25.08,29.81
,775,738004,668.6,3.573,8,315.46,31.5,3.15,-7.88,2,-7.64,345.3,7.9,39.031,-76.84,3.18,47.6,18.48,25.06,29.81
,776,738005,668.3,3.577,7.9,315.39,31.7,3.15,-7.89,1.93,-7.56,345.7,7.8,39.031,-76.84,3.18,47.6,18.49,25.05,29.81
,777,738006,668,3.582,7.9,315.43,31.9,3.17,-7.8,1.86,-7.47,346,7.7,39.031,-76.84,3.18,47.6,18.51,25.05,29.8
,778,738007,667.6,3.587,7.9,315.48,32.3,3.22,-7.64,1.79,-7.39,346.4,7.6,39.031,-76.84,3.18,47.6,18.52,25.05,29.79
,779,738008,667.1,3.592,7.9,315.55,32.5,3.24,-7.56,1.69,-7.2,346.8,7.4,39.031,-76.84,3.18,47.7,18.54,25.05,29.79
,780,738009,666.7,3.597,7.9,315.6,32.7,3.26,-7.48,1.63,-7.12,347.1,7.3,39.031,-76.84,3.18,47.7,18.55,25.05,29.78
,781,738010,666.4,3.601,7.9,315.64,32.7,3.26,-7.48,1.56,-7.03,347.5,7.2,39.031,-76.84,3.18,47.7,18.56,25.05,29.78
,782,738011,666.1,3.604,7.9,315.68,32.7,3.26,-7.48,1.49,-6.94,347.9,7.1,39.03,-76.84,3.18,47.7,18.57,25.05,29.77
,783,738012,665.9,3.607,7.8,315.6,32.7,3.24,-7.57,1.42,-6.85,348.3,7,39.03,-76.84,3.18,47.8,18.58,25.06,29.75
,784,738013,665.6,3.61,7.8,315.64,32.7,3.24,-7.57,1.38,-6.86,348.6,7,39.03,-76.84,3.18,47.8,18.59,25.08,29.74
,785,738014,665.4,3.613,7.8,315.67,32.8,3.25,-7.53,1.32,-6.77,349,6.9,39.03,-76.84,3.18,47.8,18.6,25.13,29.73
,786,738015,665.1,3.617,7.8,315.71,32.8,3.26,-7.53,1.26,-6.68,349.3,6.8,39.03,-76.84,3.19,48,18.61,25.14,29.73
,787,738016,664.8,3.621,7.7,315.63,32.8,3.24,-7.62,1.21,-6.59,349.6,6.7,39.03,-76.84,3.19,48,18.63,25.15,29.72
,788,738017,664.4,3.625,7.7,315.69,32.8,3.24,-7.62,1.16,-6.5,349.9,6.6,39.03,-76.84,3.19,48,18.64,25.19,29.71
,789,738018,664.1,3.629,7.7,315.73,32.8,3.24,-7.62,1.13,-6.5,350.1,6.6,39.03,-76.84,3.21,48.3,18.65,25.3,29.71
,790,738019,663.8,3.633,7.6,315.66,32.8,3.22,-7.71,1.11,-6.41,350.2,6.5,39.03,-76.84,3.21,48.4,18.66,25.36,29.7
,791,738020,663.5,3.637,7.6,315.7,32.8,3.22,-7.71,1.08,-6.31,350.3,6.4,39.03,-76.84,3.21,48.4,18.68,25.29,29.69
,792,738021,663.1,3.642,7.6,315.75,32.8,3.22,-7.71,1.05,-6.21,350.4,6.3,39.03,-76.84,3.2,48.3,18.69,25.24,29.68
,793,738022,662.7,3.647,7.5,315.7,32.9,3.21,-7.76,1.06,-6.21,350.3,6.3,39.03,-76.84,3.2,48.3,18.7,25.25,29.68
,794,738023,662.4,3.651,7.5,315.74,32.9,3.21,-7.76,1.06,-6.11,350.2,6.2,39.03,-76.84,3.22,48.6,18.72,25.38,29.67
,795,738024,662.1,3.655,7.5,315.78,32.9,3.21,-7.76,1.07,-6.01,349.9,6.1,39.03,-76.84,3.23,48.8,18.73,25.48,29.67
,796,738025,661.7,3.659,7.5,315.83,33,3.23,-7.72,1.08,-5.9,349.6,6,39.03,-76.84,3.22,48.7,18.74,25.4,29.67
,797,738026,661.4,3.663,7.4,315.76,33,3.21,-7.81,1.11,-5.8,349.2,5.9,39.029,-76.84,3.21,48.5,18.75,25.35,29.67
,798,738027,661,3.668,7.4,315.81,33.1,3.22,-7.77,1.16,-5.79,348.7,5.9,39.029,-76.84,3.21,48.6,18.77,25.35,29.66
,799,738028,660.7,3.672,7.4,315.86,33.3,3.24,-7.69,1.21,-5.67,348,5.8,39.029,-76.84,3.22,48.7,18.78,25.43,29.65
,800,738029,660.4,3.675,7.3,315.78,33.4,3.23,-7.74,1.25,-5.56,347.3,5.7,39.029,-76.84,3.24,49.1,18.79,25.53,29.65
,801,738030,660.1,3.679,7.3,315.83,33.5,3.24,-7.7,1.32,-5.44,346.4,5.6,39.029,-76.84,3.24,49.1,18.8,25.57,29.64
,802,738031,659.7,3.684,7.3,315.88,33.7,3.26,-7.63,1.38,-5.32,345.5,5.5,39.029,-76.84,3.23,49,18.82,25.52,29.63
,803,738032,659.3,3.69,7.3,315.93,33.9,3.28,-7.55,1.43,-5.1,344.4,5.3,39.029,-76.84,3.23,49,18.84,25.45,29.62
,804,738033,658.8,3.695,7.3,316,34.1,3.3,-7.47,1.5,-4.98,343.2,5.2,39.029,-76.84,3.22,48.9,18.85,25.42,29.62
,805,738034,658.4,3.7,7.3,316.06,34.1,3.31,-7.47,1.58,-4.85,342,5.1,39.029,-76.84,3.23,49.1,18.87,25.46,29.61
,806,738035,658.1,3.704,7.3,316.1,34,3.3,-7.51,1.66,-4.72,340.6,5,39.029,-76.84,3.23,49.1,18.88,25.5,29.6
,807,738036,657.8,3.708,7.3,316.14,33.8,3.28,-7.59,1.74,-4.58,339.2,4.9,39.029,-76.84,3.23,49.1,18.89,25.52,29.59
,808,738037,657.5,3.712,7.3,316.18,33.5,3.25,-7.7,1.83,-4.44,337.6,4.8,39.029,-76.84,3.23,49.1,18.91,25.52,29.57
,809,738038,657.2,3.716,7.2,316.11,33.4,3.22,-7.83,1.87,-4.2,336,4.6,39.029,-76.84,3.23,49.1,18.92,25.46,29.55
,810,738039,656.8,3.721,7.1,316.05,33.5,3.21,-7.88,1.95,-4.05,334.3,4.5,39.029,-76.84,3.22,49,18.93,25.41,29.53
,811,738040,656.3,3.727,7.1,316.12,33.8,3.24,-7.76,2.02,-3.91,332.6,4.4,39.029,-76.84,3.22,49.1,18.95,25.38,29.51
,812,738041,655.8,3.733,7,316.08,34.1,3.25,-7.74,2.09,-3.76,330.9,4.3,39.029,-76.84,3.21,48.9,18.97,25.36,29.49
,813,738042,655.3,3.739,7,316.15,34.4,3.28,-7.63,2.16,-3.6,329.1,4.2,39.029,-76.84,3.2,48.8,18.99,25.23,29.46
,814,738043,654.8,3.745,6.9,316.1,34.5,3.27,-7.68,2.21,-3.45,327.3,4.1,39.029,-76.84,3.16,48.3,19.01,24.96,29.43
,815,738044,654.4,3.751,6.9,316.16,34.4,3.26,-7.72,2.27,-3.3,325.5,4,39.029,-76.84,3.14,48,19.03,24.79,29.4
,816,738045,654.1,3.755,6.9,316.2,34.1,3.24,-7.83,2.25,-3.06,323.7,3.8,39.029,-76.84,3.14,48,19.04,24.75,29.37
,817,738046,653.8,3.758,6.9,316.24,33.9,3.22,-7.9,2.28,-2.92,322,3.7,39.029,-76.84,3.14,48,19.05,24.74,29.32
,818,738047,653.5,3.762,6.8,316.17,33.8,3.19,-8.03,2.3,-2.77,320.3,3.6,39.029,-76.84,3.14,48,19.06,24.74,29.28
,819,738048,653.2,3.765,6.8,316.21,33.8,3.19,-8.03,2.37,-2.71,318.8,3.6,39.029,-76.84,3.13,47.9,19.07,24.67,29.25
,820,738049,652.9,3.769,6.8,316.25,33.9,3.2,-7.99,2.37,-2.57,317.3,3.5,39.029,-76.84,3.11,47.6,19.08,24.57,29.23
,821,738050,652.6,3.773,6.8,316.29,34.1,3.22,-7.92,2.36,-2.45,316,3.4,39.029,-76.839,3.11,47.7,19.09,24.52,29.2
,822,738051,652.2,3.778,6.7,316.24,34.2,3.21,-7.97,2.35,-2.32,314.7,3.3,39.029,-76.839,3.11,47.7,19.11,24.52,29.17
,823,738052,651.9,3.782,6.7,316.28,34.3,3.22,-7.93,2.39,-2.28,313.7,3.3,39.029,-76.839,3.1,47.6,19.12,24.48,29.15
,824,738053,651.5,3.787,6.7,316.33,34.4,3.23,-7.89,2.35,-2.17,312.8,3.2,39.029,-76.839,3.09,47.4,19.13,24.41,29.13
,825,738054,651.1,3.791,6.6,316.28,34.4,3.21,-7.98,2.37,-2.15,312.1,3.2,39.029,-76.839,3.09,47.5,19.15,24.35,29.12
,826,738055,650.8,3.796,6.6,316.32,34.4,3.21,-7.98,2.4,-2.12,311.5,3.2,39.029,-76.839,3.09,47.5,19.16,24.34,29.1
,827,738056,650.5,3.8,6.6,316.36,34.5,3.23,-7.94,2.41,-2.11,311.2,3.2,39.029,-76.839,3.09,47.5,19.17,24.34,29.08
,828,738057,650.1,3.804,6.5,316.3,34.5,3.21,-8.03,2.42,-2.1,311,3.2,39.029,-76.839,3.08,47.4,19.19,24.34,29.07
,829,738058,649.8,3.808,6.5,316.34,34.4,3.2,-8.07,2.42,-2.1,311,3.2,39.029,-76.839,3.08,47.4,19.2,24.34,29.06
,830,738059,649.5,3.812,6.5,316.39,34.3,3.19,-8.11,2.49,-2.17,311.1,3.3,39.029,-76.839,3.07,47.3,19.21,24.25,29.05
,831,738060,649.2,3.816,6.4,316.31,34.1,3.15,-8.27,2.56,-2.24,311.2,3.4,39.029,-76.839,3.06,47.1,19.22,24.17,29.04
,832,738061,648.8,3.821,6.4,316.37,33.8,3.12,-8.39,2.55,-2.25,311.5,3.4,39.029,-76.839,3.06,47.2,19.23,24.17,29.04
,833,738062,648.5,3.825,6.3,316.3,33.3,3.06,-8.67,2.61,-2.33,311.7,3.5,39.029,-76.839,3.06,47.2,19.25,24.18,29.03
,834,738063,648.2,3.829,6.3,316.34,32.9,3.02,-8.82,2.68,-2.41,312,3.6,39.029,-76.839,3.07,47.4,19.26,24.23,29.01
,835,738064,647.9,3.833,6.3,316.38,32.6,3,-8.94,2.81,-2.56,312.3,3.8,39.029,-76.839,3.09,47.7,19.27,24.34,29.01
,836,738065,647.5,3.837,6.3,316.44,32.4,2.98,-9.02,2.87,-2.64,312.6,3.9,39.029,-76.839,3.09,47.7,19.28,24.34,29
,837,738066,647.1,3.842,6.2,316.38,32.4,2.96,-9.1,2.93,-2.72,312.8,4,39.029,-76.839,3.08,47.6,19.3,24.28,28.98
,838,738067,646.7,3.847,6.1,316.32,32.4,2.94,-9.19,3.08,-2.86,312.9,4.2,39.029,-76.839,3.08,47.6,19.31,24.27,28.98
,839,738068,646.3,3.853,6.1,316.38,32.3,2.94,-9.23,3.15,-2.93,312.9,4.3,39.029,-76.839,3.08,47.7,19.33,24.27,28.97
,840,738069,645.8,3.859,6,316.34,32.2,2.91,-9.36,3.3,-3.06,312.8,4.5,39.029,-76.839,3.08,47.7,19.35,24.27,28.96
,841,738070,645.4,3.865,6,316.39,32,2.89,-9.44,3.38,-3.12,312.7,4.6,39.028,-76.839,3.08,47.7,19.36,24.29,28.95
,842,738071,645,3.87,5.9,316.34,31.9,2.86,-9.57,3.47,-3.18,312.5,4.7,39.028,-76.839,3.08,47.8,19.38,24.3,28.94
,843,738072,644.6,3.874,5.9,316.39,31.9,2.87,-9.57,3.63,-3.29,312.2,4.9,39.028,-76.839,3.08,47.8,19.39,24.3,28.92
,844,738073,644.3,3.878,5.9,316.43,31.8,2.86,-9.61,3.73,-3.33,311.8,5,39.028,-76.839,3.08,47.8,19.4,24.3,28.9
,845,738074,644,3.882,5.8,316.36,31.6,2.82,-9.77,3.83,-3.37,311.3,5.1,39.028,-76.839,3.08,47.8,19.42,24.3,28.88
,846,738075,643.6,3.887,5.8,316.42,31.3,2.8,-9.9,3.86,-3.33,310.8,5.1,39.028,-76.839,3.08,47.9,19.43,24.3,28.87
,847,738076,643.2,3.891,5.8,316.47,31,2.77,-10.02,3.97,-3.36,310.3,5.2,39.028,-76.839,3.08,47.9,19.44,24.33,28.86
,848,738077,642.9,3.896,5.7,316.4,30.5,2.71,-10.31,4,-3.32,309.7,5.2,39.028,-76.839,3.09,48.1,19.46,24.35,28.86
,849,738078,642.6,3.9,5.7,316.45,29.5,2.62,-10.73,4.04,-3.28,309.1,5.2,39.028,-76.839,3.09,48.1,19.47,24.37,28.84
,850,738079,642.2,3.904,5.8,316.62,28,2.51,-11.3,4.08,-3.23,308.4,5.2,39.028,-76.839,3.09,48.1,19.48,24.39,28.83
,851,738080,641.9,3.908,5.8,316.66,26.3,2.36,-12.08,4.11,-3.18,307.7,5.2,39.028,-76.839,3.09,48.1,19.49,24.39,28.83
,852,738081,641.6,3.912,5.7,316.59,25,2.22,-12.79,4.16,-3.12,306.9,5.2,39.028,-76.838,3.09,48.2,19.51,24.39,28.82
,853,738082,641.4,3.915,5.7,316.62,23.5,2.09,-13.56,4.12,-3,306.1,5.1,39.028,-76.838,3.11,48.5,19.52,24.51,28.81
,854,738083,641.1,3.919,5.8,316.77,21.1,1.89,-14.79,4.08,-2.89,305.3,5,39.028,-76.838,3.14,49,19.53,24.78,28.8
,855,738084,640.8,3.923,5.8,316.81,18.2,1.63,-16.57,4.04,-2.78,304.5,4.9,39.028,-76.838,3.16,49.3,19.54,24.93,28.78
,856,738085,640.4,3.927,5.8,316.87,16,1.44,-18.1,3.99,-2.66,303.7,4.8,39.028,-76.838,3.17,49.5,19.55,25.02,28.77
,857,738086,640,3.932,5.8,316.93,14.9,1.34,-18.94,3.94,-2.56,303,4.7,39.028,-76.838,3.21,50.2,19.57,25.3,28.77
,858,738087,639.7,3.937,5.8,316.97,14.5,1.3,-19.26,3.89,-2.45,302.2,4.6,39.028,-76.838,3.24,50.6,19.58,25.59,28.76
,859,738088,639.3,3.942,5.8,317.03,14.2,1.28,-19.5,3.84,-2.35,301.5,4.5,39.028,-76.838,3.26,51,19.6,25.69,28.76
,860,738089,638.9,3.947,5.7,316.97,13.7,1.22,-20,3.78,-2.26,300.9,4.4,39.028,-76.838,3.27,51.2,19.61,25.81,28.76
,861,738090,638.5,3.952,5.7,317.03,13,1.16,-20.61,3.62,-2.13,300.4,4.2,39.028,-76.838,3.3,51.7,19.63,26.07,28.76
,862,738091,638.1,3.956,5.7,317.08,12.2,1.09,-21.34,3.55,-2.04,299.9,4.1,39.028,-76.838,3.32,52,19.64,26.22,28.76
,863,738092,637.8,3.961,5.7,317.13,11.6,1.04,-21.92,3.48,-1.98,299.6,4,39.028,-76.838,3.33,52.2,19.66,26.25,28.75
,864,738093,637.5,3.965,5.7,317.17,11.1,0.99,-22.42,3.39,-1.92,299.5,3.9,39.028,-76.838,3.33,52.2,19.67,26.28,28.74
,865,738094,637.2,3.969,5.7,317.21,10.5,0.94,-23.05,3.31,-1.87,299.5,3.8,39.028,-76.838,3.35,52.6,19.68,26.4,28.74
,866,738095,636.9,3.973,5.7,317.25,10.1,0.9,-23.48,3.21,-1.83,299.7,3.7,39.028,-76.838,3.36,52.8,19.69,26.53,28.73
,867,738096,636.6,3.977,5.7,317.3,10,0.9,-23.6,3.2,-1.85,300,3.7,39.028,-76.838,3.41,53.6,19.71,26.94,28.71
,868,738097,636.2,3.981,5.7,317.35,9.9,0.89,-23.71,3.11,-1.82,300.4,3.6,39.028,-76.838,3.47,54.5,19.72,27.39,28.71
,869,738098,635.9,3.985,5.6,317.28,9.9,0.88,-23.79,3.09,-1.85,300.9,3.6,39.028,-76.838,3.49,54.9,19.74,27.54,28.7
,870,738099,635.7,3.988,5.6,317.31,9.9,0.88,-23.79,3.07,-1.88,301.5,3.6,39.028,-76.838,3.5,55.1,19.75,27.62,28.68
,871,738100,635.4,3.992,5.6,317.35,9.9,0.88,-23.79,3.05,-1.91,302.1,3.6,39.028,-76.838,3.52,55.4,19.76,27.76,28.66
,872,738101,635.1,3.996,5.5,317.28,9.8,0.87,-23.98,3.03,-1.94,302.7,3.6,39.028,-76.838,3.54,55.7,19.77,27.91,28.65
,873,738102,634.7,4,5.5,317.34,9.8,0.87,-23.98,3.01,-1.97,303.2,3.6,39.028,-76.838,3.55,55.9,19.79,27.98,28.65
,874,738103,634.4,4.004,5.4,317.27,9.7,0.85,-24.17,3.07,-2.06,303.8,3.7,39.028,-76.838,3.55,56,19.8,27.99,28.64
,875,738104,634.1,4.009,5.4,317.31,9.7,0.85,-24.17,3.06,-2.08,304.2,3.7,39.028,-76.838,3.55,56,19.82,28,28.62
,876,738105,633.8,4.013,5.4,317.35,9.8,0.86,-24.06,3.13,-2.15,304.5,3.8,39.028,-76.838,3.55,56,19.83,28,28.61
,877,738106,633.4,4.017,5.3,317.3,10,0.88,-23.91,3.21,-2.21,304.6,3.9,39.028,-76.838,3.55,56,19.85,27.98,28.61
,878,738107,633.1,4.022,5.3,317.34,10.4,0.91,-23.47,3.21,-2.22,304.7,3.9,39.028,-76.838,3.54,55.9,19.86,27.96,28.61
,879,738108,632.7,4.026,5.3,317.4,10.7,0.94,-23.15,3.29,-2.27,304.6,4,39.027,-76.838,3.54,56,19.88,27.91,28.6
,880,738109,632.3,4.031,5.3,317.46,10.9,0.96,-22.94,3.38,-2.32,304.4,4.1,39.027,-76.838,3.5,55.4,19.89,27.63,28.59
,881,738110,632,4.035,5.2,317.38,11.2,0.98,-22.71,3.48,-2.35,304,4.2,39.027,-76.837,3.47,54.9,19.91,27.34,28.58
,882,738111,631.7,4.039,5.2,317.43,11.4,0.99,-22.51,3.58,-2.38,303.6,4.3,39.027,-76.837,3.46,54.8,19.92,27.27,28.58
,883,738112,631.4,4.043,5.2,317.47,11.8,1.03,-22.12,3.69,-2.4,303,4.4,39.027,-76.837,3.45,54.6,19.94,27.25,28.57
,884,738113,631.1,4.048,5.2,317.51,12.2,1.06,-21.74,3.8,-2.4,302.3,4.5,39.027,-76.837,3.43,54.3,19.95,27.05,28.57
,885,738114,630.7,4.052,5.2,317.57,12.5,1.09,-21.46,3.93,-2.4,301.4,4.6,39.027,-76.837,3.4,53.9,19.96,26.83,28.57
,886,738115,630.4,4.056,5.2,317.61,12.8,1.12,-21.19,3.96,-2.33,300.5,4.6,39.027,-76.837,3.37,53.5,19.98,26.55,28.56
,887,738116,630.1,4.06,5.3,317.77,13,1.14,-20.93,4.09,-2.32,299.6,4.7,39.027,-76.837,3.32,52.7,19.99,26.23,28.55
,888,738117,629.8,4.064,5.3,317.82,12.9,1.14,-21.02,4.21,-2.3,298.6,4.8,39.027,-76.837,3.28,52.1,20,25.86,28.54
,889,738118,629.4,4.069,5.3,317.87,12.9,1.14,-21.02,4.35,-2.26,297.5,4.9,39.027,-76.837,3.23,51.3,20.02,25.52,28.54
,890,738119,629,4.075,5.2,317.82,12.8,1.12,-21.19,4.48,-2.22,296.4,5,39.027,-76.837,3.19,50.7,20.04,25.19,28.53
,891,738120,628.5,4.081,5.2,317.89,12.8,1.12,-21.19,4.61,-2.19,295.4,5.1,39.027,-76.837,3.13,49.8,20.05,24.7,28.53
,892,738121,628.1,4.086,5.2,317.95,12.7,1.11,-21.28,4.65,-2.1,294.3,5.1,39.027,-76.837,3.06,48.7,20.07,24.13,28.53
,893,738122,627.6,4.092,5.1,317.91,12.6,1.1,-21.45,4.78,-2.05,293.2,5.2,39.027,-76.837,2.98,47.5,20.09,23.53,28.52
,894,738123,627.2,4.097,5.1,317.96,12.5,1.09,-21.54,4.91,-2,292.2,5.3,39.027,-76.837,2.93,46.7,20.1,23.11,28.52
,895,738124,626.8,4.103,5.1,318.02,12.4,1.08,-21.63,4.94,-1.91,291.1,5.3,39.027,-76.837,2.9,46.3,20.12,22.86,28.51
,896,738125,626.3,4.109,5.1,318.09,12.2,1.07,-21.82,5.07,-1.86,290.1,5.4,39.027,-76.837,2.86,45.7,20.14,22.6,28.49
,897,738126,625.8,4.115,5,318.05,12.1,1.05,-21.99,5.1,-1.77,289.1,5.4,39.027,-76.837,2.83,45.2,20.15,22.31,28.48
,898,738127,625.3,4.122,5,318.12,12,1.04,-22.09,5.23,-1.71,288.1,5.5,39.027,-76.837,2.78,44.5,20.17,21.95,28.46
,899,738128,624.9,4.128,5,318.18,12,1.04,-22.09,5.26,-1.62,287.1,5.5,39.027,-76.837,2.71,43.4,20.19,21.42,28.45
,900,738129,624.5,4.132,5,318.24,11.9,1.04,-22.18,5.38,-1.55,286.1,5.6,39.027,-76.837,2.64,42.3,20.2,20.8,28.43
,901,738130,624.2,4.136,5,318.29,11.9,1.04,-22.18,5.4,-1.47,285.2,5.6,39.027,-76.836,2.58,41.3,20.21,20.37,28.42
,902,738131,624,4.139,5,318.31,11.9,1.04,-22.18,5.52,-1.41,284.3,5.7,39.027,-76.836,2.56,41,20.22,20.23,28.4
,903,738132,623.7,4.143,5,318.36,11.8,1.03,-22.28,5.54,-1.32,283.4,5.7,39.027,-76.836,2.54,40.7,20.22,20,28.38
,904,738133,623.5,4.146,5,318.39,11.8,1.03,-22.28,5.56,-1.23,282.5,5.7,39.027,-76.836,2.51,40.3,20.23,19.8,28.35
,905,738134,623.2,4.15,4.9,318.32,11.8,1.02,-22.36,5.58,-1.15,281.6,5.7,39.027,-76.836,2.5,40.1,20.24,19.74,28.33
,906,738135,622.9,4.154,4.9,318.36,11.8,1.02,-22.36,5.6,-1.07,280.8,5.7,39.027,-76.836,2.48,39.8,20.25,19.54,28.32
,907,738136,622.6,4.158,4.9,318.4,11.9,1.03,-22.26,5.71,-1.01,280,5.8,39.027,-76.836,2.43,39,20.26,19.17,28.31
,908,738137,622.3,4.162,4.9,318.45,11.9,1.03,-22.26,5.73,-0.93,279.2,5.8,39.027,-76.836,2.4,38.6,20.27,18.91,28.29
,909,738138,622,4.166,4.8,318.38,12,1.03,-22.24,5.74,-0.85,278.4,5.8,39.027,-76.836,2.38,38.3,20.28,18.8,28.28
,910,738139,621.7,4.169,4.8,318.42,12,1.03,-22.24,5.75,-0.77,277.6,5.8,39.027,-76.836,2.36,38,20.29,18.59,28.26
,911,738140,621.4,4.173,4.7,318.35,12,1.03,-22.32,5.76,-0.7,276.9,5.8,39.027,-76.836,2.33,37.5,20.3,18.36,28.25
,912,738141,621.1,4.177,4.7,318.39,12.1,1.04,-22.23,5.76,-0.64,276.3,5.8,39.027,-76.836,2.31,37.2,20.3,18.26,28.24
,913,738142,620.8,4.181,4.6,318.32,12.1,1.03,-22.31,5.77,-0.57,275.6,5.8,39.027,-76.835,2.3,37,20.31,18.14,28.23
,914,738143,620.4,4.186,4.6,318.38,12.2,1.04,-22.22,5.78,-0.52,275.1,5.8,39.027,-76.835,2.29,36.9,20.33,18.04,28.22
,915,738144,620,4.192,4.6,318.44,12.2,1.04,-22.22,5.78,-0.47,274.6,5.8,39.027,-76.835,2.28,36.8,20.34,17.96,28.2
,916,738145,619.6,4.196,4.5,318.39,12.2,1.03,-22.3,5.78,-0.42,274.2,5.8,39.027,-76.835,2.27,36.6,20.35,17.93,28.19
,917,738146,619.3,4.201,4.5,318.43,12.3,1.04,-22.2,5.79,-0.39,273.9,5.8,39.027,-76.835,2.26,36.5,20.36,17.81,28.19
,918,738147,618.9,4.205,4.5,318.49,12.2,1.03,-22.3,5.79,-0.37,273.7,5.8,39.027,-76.835,2.23,36,20.37,17.59,28.19
,919,738148,618.6,4.21,4.5,318.53,12.2,1.03,-22.3,5.79,-0.36,273.6,5.8,39.027,-76.835,2.22,35.9,20.38,17.49,28.18
,920,738149,618.3,4.214,4.5,318.58,12.2,1.03,-22.3,5.69,-0.35,273.5,5.7,39.027,-76.835,2.21,35.7,20.39,17.44,28.18
,921,738150,618,4.218,4.4,318.51,12.1,1.02,-22.47,5.69,-0.36,273.6,5.7,39.027,-76.835,2.18,35.3,20.39,17.22,28.17
,922,738151,617.7,4.221,4.4,318.55,12.1,1.02,-22.47,5.69,-0.37,273.7,5.7,39.027,-76.835,2.16,35,20.4,17.04,28.15
,923,738152,617.4,4.225,4.3,318.48,12.2,1.02,-22.46,5.69,-0.4,274,5.7,39.027,-76.835,2.15,34.8,20.41,16.98,28.14
,924,738153,617.1,4.229,4.3,318.52,12.2,1.02,-22.46,5.68,-0.43,274.3,5.7,39.027,-76.835,2.15,34.8,20.42,16.97,28.13
,925,738154,616.8,4.233,4.2,318.45,12.3,1.02,-22.44,5.68,-0.46,274.6,5.7,39.027,-76.835,2.15,34.9,20.43,16.95,28.13
,926,738155,616.5,4.238,4.1,318.38,12.4,1.03,-22.43,5.68,-0.51,275.1,5.7,39.027,-76.835,2.15,34.9,20.44,16.96,28.12
,927,738156,616.1,4.243,4,318.33,12.5,1.03,-22.42,5.67,-0.56,275.6,5.7,39.027,-76.835,2.15,34.9,20.45,16.95,28.1
,928,738157,615.7,4.249,4,318.39,12.6,1.04,-22.33,5.67,-0.61,276.1,5.7,39.027,-76.835,2.15,34.9,20.46,16.94,28.09
,929,738158,615.2,4.254,3.9,318.35,12.7,1.04,-22.32,5.66,-0.67,276.7,5.7,39.027,-76.834,2.14,34.8,20.47,16.92,28.09
,930,738159,614.8,4.26,3.9,318.41,12.7,1.04,-22.32,5.65,-0.72,277.3,5.7,39.027,-76.834,2.14,34.8,20.48,16.88,28.08
,931,738160,614.4,4.266,3.8,318.35,12.8,1.04,-22.31,5.55,-0.76,277.8,5.6,39.027,-76.834,2.13,34.7,20.49,16.83,28.06
