Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"H2O_gpkg, gpkg",19,737247,1001.7,0.134,28.9,301.9,49.8,12.47,17.42,0.93,3.17,196.4,3.3,39.057,-76.875,5.6,55.9,0.4,44.18,31.98
"Frostpoint_degC, degC",20,737248,1001.1,0.14,28.9,301.96,50.1,12.55,17.51,0.8,3.1,194.4,3.2,39.057,-76.875,5.6,55.9,0.42,44.2,31.98
"u_mps, mps",21,737249,1000.5,0.145,29,302.11,50.2,12.66,17.63,0.68,3.13,192.3,3.2,39.057,-76.875,5.57,55.7,0.45,43.93,31.98
"v_mps, mps",22,737250,999.9,0.15,28.9,302.06,50.2,12.59,17.54,0.56,3.15,190.1,3.2,39.057,-76.875,5.54,55.4,0.48,43.71,31.99
"WindDirection_deg, deg",23,737251,999.3,0.156,28.9,302.11,49.9,12.52,17.45,0.45,3.17,188,3.2,39.057,-76.875,5.54,55.4,0.5,43.67,32
"WindSpeed_mps, mps",24,737252,998.6,0.162,28.8,302.07,49.8,12.44,17.33,0.32,3.18,185.8,3.2,39.057,-76.875,5.53,55.4,0.53,43.62,32.01
"Latitude_deg, deg",25,737253,997.9,0.169,28.7,302.03,49.9,12.4,17.26,0.21,3.19,183.7,3.2,39.057,-76.875,5.51,55.2,0.57,43.51,32.01
"Longitude_deg, deg",26,737254,997.1,0.175,28.6,302,50,12.36,17.2,0.09,3.2,181.7,3.2,39.057,-76.875,5.49,55.1,0.6,43.3,32.02
"Ozone_mPa, mPa",27,737255,996.4,0.181,28.5,301.96,50.1,12.32,17.14,-0.02,3.2,179.7,3.2,39.057,-76.875,5.47,54.9,0.63,43.2,32.02
"Ozone_ppmv, ppmv",28,737256,995.8,0.187,28.5,302.01,50.3,12.38,17.21,-0.12,3.2,177.9,3.2,39.057,-76.875,5.47,54.9,0.66,43.2,32.03
"intO3_DU, DU",29,737257,995.1,0.193,28.5,302.07,50.4,12.41,17.24,-0.21,3.19,176.2,3.2,39.057,-76.875,5.47,55,0.68,43.16,32.03
"resO3_DU, DU",30,737258,994.5,0.198,28.4,302.03,50.6,12.4,17.21,-0.3,3.19,174.7,3.2,39.057,-76.875,5.47,55,0.71,43.14,32.04
"PumpTemp_degC, degC",31,737259,993.9,0.204,28.3,301.98,50.7,12.35,17.15,-0.37,3.18,173.3,3.2,39.057,-76.875,5.47,55,0.74,43.17,32.05
0,32,737260,993.3,0.209,28.3,302.03,50.6,12.34,17.12,-0.45,3.17,172,3.2,39.057,-76.875,5.49,55.3,0.76,43.3,32.06
18,33,737261,992.7,0.215,28.2,301.98,50.5,12.25,16.99,-0.51,3.16,170.9,3.2,39.057,-76.875,5.5,55.4,0.79,43.37,32.06
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737262,992,0.221,28.2,302.04,50.6,12.28,17.03,-0.57,3.15,169.8,3.2,39.057,-76.875,5.5,55.4,0.82,43.38,32.07
PLATFORM: Howard University - Beltsville,35,737263,991.4,0.227,28.1,302,50.8,12.27,17,-0.62,3.14,168.9,3.2,39.057,-76.875,5.51,55.6,0.85,43.44,32.07
"LOCATION:  39.056, -76.876, 67 m",36,737264,990.7,0.232,28,301.96,51.2,12.3,17.03,-0.66,3.13,168.1,3.2,39.057,-76.875,5.51,55.6,0.88,43.5,32.08
ASSOCIATED_DATA: N/A,37,737265,990.1,0.238,28,302.01,51.5,12.38,17.12,-0.68,3.03,167.4,3.1,39.057,-76.875,5.52,55.8,0.9,43.55,32.08
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737266,989.5,0.243,27.9,301.96,51.9,12.41,17.15,-0.71,3.02,166.8,3.1,39.058,-76.876,5.52,55.8,0.93,43.57,32.09
DATA_INFO:  All data 1 Hz interval,39,737267,988.9,0.249,27.9,302.01,52.1,12.47,17.21,-0.74,3.01,166.2,3.1,39.058,-76.876,5.52,55.8,0.96,43.54,32.09
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737268,988.2,0.255,27.8,301.97,51.9,12.35,17.06,-0.74,2.91,165.8,3,39.058,-76.876,5.51,55.8,0.99,43.47,32.1
ULOD_FLAG: -77777,41,737269,987.5,0.261,27.7,301.93,51.6,12.22,16.87,-0.76,2.9,165.4,3,39.058,-76.876,5.51,55.8,1.02,43.44,32.11
ULOD_VALUE: N/A,42,737270,986.8,0.268,27.6,301.9,51.4,12.11,16.72,-0.75,2.8,165,2.9,39.058,-76.876,5.51,55.8,1.05,43.44,32.12
LLOD_FLAG: -88888,43,737271,986.2,0.273,27.5,301.85,51.2,12,16.57,-0.74,2.7,164.6,2.8,39.058,-76.875,5.5,55.8,1.08,43.43,32.12
LLOD_VALUE: N/A,44,737272,985.6,0.279,27.4,301.8,51.1,11.91,16.44,-0.76,2.69,164.2,2.8,39.058,-76.875,5.47,55.5,1.1,43.19,32.13
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737273,985,0.284,27.4,301.85,51,11.89,16.41,-0.75,2.59,163.8,2.7,39.058,-76.875,5.45,55.3,1.13,43,32.13
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737274,984.4,0.289,27.3,301.8,51,11.83,16.32,-0.74,2.49,163.4,2.6,39.058,-76.875,5.45,55.4,1.15,42.98,32.14
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737275,983.8,0.295,27.2,301.76,51.1,11.79,16.26,-0.74,2.39,162.9,2.5,39.058,-76.876,5.45,55.4,1.18,42.98,32.14
OTHER_COMMENTS: Launch Time: 2018-06-17 18:09:45,48,737276,983.1,0.301,27.2,301.82,51.3,11.85,16.32,-0.73,2.29,162.3,2.4,39.058,-76.876,5.45,55.4,1.21,42.98,32.14
REVISION: RA,49,737277,982.4,0.307,27.1,301.78,51.5,11.83,16.29,-0.72,2.18,161.7,2.3,39.058,-76.876,5.45,55.5,1.24,43,32.15
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737278,981.7,0.314,27,301.74,51.7,11.82,16.26,-0.71,2.08,161.1,2.2,39.058,-76.876,5.45,55.5,1.27,43.01,32.15
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737279,980.9,0.321,27,301.81,51.9,11.87,16.32,-0.7,1.98,160.4,2.1,39.058,-76.876,5.47,55.8,1.31,43.19,32.16
,52,737280,980,0.329,26.9,301.79,52.2,11.88,16.32,-0.69,1.88,159.7,2,39.058,-76.876,5.5,56.1,1.35,43.4,32.16
,53,737281,979.1,0.337,26.8,301.77,52.7,11.94,16.37,-0.68,1.77,158.9,1.9,39.058,-76.876,5.54,56.6,1.39,43.69,32.16
,54,737282,978.2,0.346,26.8,301.85,53.2,12.06,16.52,-0.67,1.67,158,1.8,39.058,-76.876,5.56,56.8,1.43,43.86,32.16
,55,737283,977.2,0.354,26.7,301.83,53.7,12.12,16.58,-0.66,1.57,157.1,1.7,39.058,-76.876,5.56,56.9,1.47,43.86,32.17
,56,737284,976.4,0.361,26.7,301.91,54.1,12.22,16.69,-0.65,1.46,156.2,1.6,39.058,-76.876,5.56,56.9,1.51,43.86,32.17
,57,737285,975.6,0.369,26.6,301.88,54.2,12.18,16.63,-0.63,1.36,155.2,1.5,39.058,-76.876,5.56,57,1.55,43.86,32.17
,58,737286,974.7,0.377,26.5,301.85,54.1,12.1,16.51,-0.65,1.35,154.3,1.5,39.058,-76.876,5.56,57,1.59,43.86,32.17
,59,737287,973.8,0.385,26.4,301.83,54.1,12.03,16.41,-0.62,1.25,153.5,1.4,39.058,-76.876,5.54,56.9,1.62,43.7,32.18
,60,737288,973,0.392,26.3,301.8,54.2,12,16.35,-0.6,1.16,152.7,1.3,39.058,-76.876,5.52,56.7,1.66,43.58,32.18
,61,737289,972.2,0.4,26.2,301.77,54.5,12,16.34,-0.61,1.15,151.9,1.3,39.058,-76.876,5.52,56.8,1.7,43.58,32.18
,62,737290,971.3,0.407,26.2,301.85,54.9,12.1,16.46,-0.58,1.05,151.1,1.2,39.058,-76.876,5.51,56.7,1.74,43.48,32.19
,63,737291,970.5,0.415,26.1,301.82,55.3,12.13,16.48,-0.59,1.04,150.4,1.2,39.058,-76.876,5.49,56.6,1.77,43.35,32.19
,64,737292,969.6,0.423,26,301.8,55.4,12.09,16.41,-0.55,0.95,149.7,1.1,39.058,-76.876,5.49,56.6,1.81,43.28,32.19
,65,737293,968.8,0.431,26,301.87,55.3,12.08,16.39,-0.56,0.94,149.1,1.1,39.058,-76.876,5.48,56.6,1.85,43.25,32.19
,66,737294,967.9,0.438,25.9,301.85,55.4,12.04,16.32,-0.52,0.85,148.6,1,39.058,-76.876,5.49,56.7,1.89,43.29,32.19
,67,737295,967.1,0.446,25.8,301.82,55.7,12.04,16.31,-0.53,0.85,148.2,1,39.058,-76.876,5.49,56.8,1.93,43.33,32.19
,68,737296,966.2,0.454,25.8,301.9,56.2,12.16,16.45,-0.53,0.85,147.9,1,39.058,-76.876,5.49,56.8,1.97,43.33,32.2
,69,737297,965.3,0.462,25.8,301.98,56.8,12.31,16.62,-0.48,0.76,147.6,0.9,39.058,-76.876,5.49,56.9,2,43.29,32.2
,70,737298,964.5,0.47,25.7,301.96,57.1,12.31,16.61,-0.49,0.76,147.3,0.9,39.058,-76.876,5.48,56.8,2.04,43.26,32.2
,71,737299,963.7,0.477,25.7,302.03,57,12.3,16.58,-0.49,0.75,146.9,0.9,39.058,-76.876,5.48,56.9,2.08,43.26,32.2
,72,737300,962.9,0.484,25.5,301.9,56.7,12.09,16.31,-0.44,0.67,146.4,0.8,39.058,-76.876,5.48,56.9,2.11,43.27,32.21
,73,737301,962.1,0.492,25.4,301.87,56.6,12.01,16.19,-0.45,0.66,145.9,0.8,39.058,-76.876,5.48,57,2.15,43.27,32.21
,74,737302,961.3,0.499,25.3,301.84,56.9,12.01,16.18,-0.46,0.66,145.2,0.8,39.058,-76.876,5.48,57,2.19,43.27,32.21
,75,737303,960.5,0.506,25.2,301.81,57.3,12.04,16.2,-0.47,0.65,144.4,0.8,39.058,-76.876,5.47,56.9,2.22,43.17,32.21
,76,737304,959.8,0.513,25.1,301.77,57.6,12.04,16.18,-0.47,0.64,143.7,0.8,39.058,-76.876,5.46,56.9,2.25,43.11,32.22
,77,737305,959.1,0.519,25.1,301.83,57.6,12.04,16.18,-0.48,0.64,142.9,0.8,39.058,-76.876,5.46,56.9,2.28,43.11,32.22
,78,737306,958.5,0.525,25.1,301.89,57.6,12.05,16.18,-0.43,0.55,142.1,0.7,39.058,-76.876,5.49,57.3,2.31,43.28,32.23
,79,737307,957.8,0.531,25.1,301.95,57.7,12.08,16.21,-0.44,0.55,141.3,0.7,39.058,-76.876,5.5,57.4,2.34,43.42,32.23
,80,737308,957,0.538,25,301.92,58,12.08,16.2,-0.45,0.54,140.3,0.7,39.058,-76.876,5.49,57.4,2.38,43.34,32.23
,81,737309,956.2,0.545,24.9,301.89,58.4,12.1,16.21,-0.46,0.53,139.4,0.7,39.058,-76.876,5.48,57.3,2.41,43.26,32.23
,82,737310,955.5,0.552,24.9,301.96,58.5,12.13,16.24,-0.46,0.52,138.4,0.7,39.058,-76.876,5.48,57.4,2.45,43.24,32.23
,83,737311,954.9,0.557,24.8,301.91,58.2,12.01,16.07,-0.47,0.52,137.5,0.7,39.058,-76.876,5.48,57.4,2.47,43.24,32.24
,84,737312,954.4,0.562,24.8,301.95,57.7,11.91,15.93,-0.55,0.58,136.7,0.8,39.058,-76.876,5.48,57.4,2.5,43.27,32.24
,85,737313,953.9,0.567,24.7,301.9,57.2,11.74,15.7,-0.55,0.58,136.1,0.8,39.058,-76.876,5.48,57.4,2.52,43.26,32.25
,86,737314,953.2,0.573,24.6,301.86,56.9,11.61,15.53,-0.56,0.57,135.7,0.8,39.058,-76.876,5.47,57.4,2.55,43.13,32.25
,87,737315,952.5,0.58,24.5,301.82,57.1,11.59,15.49,-0.56,0.57,135.6,0.8,39.058,-76.876,5.45,57.2,2.58,43.01,32.25
,88,737316,951.8,0.587,24.4,301.78,57.8,11.68,15.58,-0.56,0.57,135.8,0.8,39.058,-76.876,5.44,57.2,2.62,42.95,32.25
,89,737317,951,0.594,24.3,301.75,58.7,11.8,15.73,-0.62,0.65,136.2,0.9,39.058,-76.876,5.43,57.1,2.65,42.86,32.25
,90,737318,950.3,0.6,24.2,301.72,59.4,11.88,15.82,-0.61,0.66,136.9,0.9,39.058,-76.876,5.42,57,2.68,42.8,32.26
,91,737319,949.6,0.606,24.2,301.78,59.9,11.99,15.95,-0.6,0.67,137.8,0.9,39.058,-76.876,5.42,57.1,2.71,42.78,32.26
,92,737320,949,0.612,24.2,301.84,60.1,12.04,16,-0.59,0.68,138.9,0.9,39.058,-76.876,5.42,57.1,2.74,42.78,32.26
,93,737321,948.4,0.618,24.1,301.79,60.1,11.97,15.91,-0.58,0.69,140.1,0.9,39.058,-76.876,5.42,57.1,2.77,42.78,32.27
,94,737322,947.8,0.623,24.1,301.84,60,11.96,15.88,-0.63,0.78,141.3,1,39.058,-76.876,5.42,57.2,2.8,42.78,32.27
,95,737323,947.1,0.629,24,301.81,60.1,11.91,15.82,-0.61,0.79,142.5,1,39.058,-76.876,5.43,57.3,2.82,42.85,32.27
,96,737324,946.5,0.635,23.9,301.76,60.3,11.89,15.77,-0.59,0.81,143.7,1,39.058,-76.876,5.44,57.5,2.85,42.96,32.27
,97,737325,946,0.64,23.9,301.8,60.4,11.92,15.8,-0.58,0.82,144.9,1,39.058,-76.876,5.46,57.7,2.88,43.05,32.27
,98,737326,945.4,0.645,23.8,301.76,60.7,11.91,15.78,-0.56,0.83,146.1,1,39.058,-76.876,5.47,57.9,2.9,43.12,32.28
,99,737327,944.9,0.65,23.8,301.8,61.1,12,15.89,-0.54,0.84,147.3,1,39.058,-76.876,5.48,58,2.93,43.24,32.28
,100,737328,944.3,0.656,23.7,301.76,61.4,11.99,15.87,-0.52,0.85,148.5,1,39.058,-76.876,5.5,58.2,2.96,43.39,32.28
,101,737329,943.7,0.661,23.6,301.71,61.6,11.97,15.82,-0.5,0.86,149.8,1,39.058,-76.876,5.51,58.4,2.98,43.46,32.28
,102,737330,943.1,0.667,23.6,301.76,61.7,11.99,15.85,-0.48,0.88,151.2,1,39.058,-76.876,5.51,58.4,3.01,43.46,32.27
,103,737331,942.6,0.671,23.5,301.71,61.8,11.95,15.78,-0.46,0.89,152.6,1,39.058,-76.876,5.51,58.5,3.03,43.46,32.27
,104,737332,942.1,0.676,23.5,301.75,61.8,11.95,15.78,-0.44,0.9,154,1,39.058,-76.876,5.51,58.5,3.05,43.45,32.27
,105,737333,941.7,0.679,23.5,301.79,61.8,11.96,15.78,-0.42,0.91,155.4,1,39.058,-76.876,5.5,58.4,3.07,43.39,32.27
,106,737334,941.3,0.683,23.5,301.83,61.9,11.98,15.81,-0.39,0.92,156.8,1,39.058,-76.876,5.49,58.3,3.09,43.33,32.27
,107,737335,940.9,0.687,23.4,301.76,62.2,11.97,15.79,-0.37,0.93,158.1,1,39.058,-76.876,5.45,57.9,3.11,43.02,32.27
,108,737336,940.4,0.692,23.4,301.81,62.5,12.04,15.86,-0.35,0.94,159.4,1,39.058,-76.876,5.42,57.6,3.13,42.75,32.27
,109,737337,939.9,0.696,23.4,301.85,62.6,12.06,15.89,-0.33,0.94,160.5,1,39.058,-76.876,5.41,57.6,3.16,42.71,32.28
,110,737338,939.4,0.701,23.3,301.8,62.6,12,15.79,-0.32,0.95,161.5,1,39.058,-76.876,5.41,57.6,3.18,42.71,32.28
,111,737339,939,0.705,23.3,301.83,62.5,11.98,15.77,-0.3,0.95,162.5,1,39.058,-76.876,5.41,57.6,3.2,42.71,32.29
,112,737340,938.4,0.71,23.2,301.79,62.4,11.9,15.65,-0.28,0.96,163.5,1,39.058,-76.876,5.41,57.7,3.22,42.72,32.29
,113,737341,937.9,0.715,23.2,301.83,62.3,11.88,15.62,-0.27,0.96,164.4,1,39.058,-76.876,5.42,57.8,3.25,42.76,32.3
,114,737342,937.4,0.719,23.1,301.78,62.2,11.8,15.5,-0.25,0.97,165.4,1,39.058,-76.876,5.43,57.9,3.27,42.83,32.3
,115,737343,937,0.724,23.1,301.82,62.1,11.79,15.48,-0.24,0.97,166.3,1,39.058,-76.876,5.45,58.2,3.29,43.01,32.3
,116,737344,936.5,0.728,23.1,301.86,62,11.77,15.45,-0.22,0.98,167.3,1,39.058,-76.876,5.48,58.5,3.31,43.24,32.3
,117,737345,936,0.733,23.1,301.91,61.9,11.76,15.43,-0.2,0.98,168.4,1,39.058,-76.876,5.49,58.7,3.33,43.35,32.31
,118,737346,935.5,0.738,23,301.85,62,11.71,15.36,-0.18,0.98,169.4,1,39.058,-76.876,5.5,58.8,3.36,43.41,32.31
,119,737347,934.9,0.743,22.9,301.8,62.2,11.69,15.31,-0.16,0.99,170.6,1,39.058,-76.876,5.51,58.9,3.39,43.47,32.31
,120,737348,934.3,0.749,22.9,301.86,62.4,11.73,15.36,-0.14,0.99,171.8,1,39.058,-76.876,5.51,59,3.41,43.51,32.31
,121,737349,933.7,0.754,22.8,301.81,62.5,11.69,15.29,-0.12,0.99,173.1,1,39.058,-76.876,5.52,59.1,3.44,43.52,32.32
,122,737350,933.2,0.759,22.8,301.86,62.6,11.71,15.32,-0.1,1,174.5,1,39.058,-76.876,5.52,59.2,3.47,43.56,32.32
,123,737351,932.6,0.764,22.8,301.92,62.6,11.72,15.32,-0.08,1.1,175.9,1.1,39.059,-76.876,5.53,59.3,3.49,43.62,32.32
,124,737352,932.1,0.769,22.7,301.86,62.6,11.66,15.23,-0.05,1.1,177.4,1.1,39.059,-76.876,5.53,59.3,3.52,43.64,32.32
,125,737353,931.6,0.774,22.7,301.91,62.6,11.66,15.23,-0.02,1.1,178.7,1.1,39.058,-76.876,5.53,59.4,3.54,43.64,32.32
,126,737354,931.1,0.778,22.6,301.85,62.7,11.62,15.16,-0,1.2,180,1.2,39.058,-76.876,5.54,59.5,3.56,43.68,32.32
,127,737355,930.6,0.783,22.6,301.9,62.8,11.64,15.18,0.02,1.2,181.1,1.2,39.058,-76.876,5.54,59.5,3.59,43.74,32.32
,128,737356,930.1,0.788,22.6,301.94,63,11.68,15.23,0.04,1.2,182.1,1.2,39.058,-76.876,5.55,59.7,3.61,43.75,32.32
,129,737357,929.6,0.792,22.6,301.99,63.2,11.73,15.28,0.07,1.3,183.1,1.3,39.058,-76.876,5.54,59.6,3.63,43.72,32.32
,130,737358,929.2,0.797,22.5,301.92,63.4,11.7,15.23,0.09,1.3,183.9,1.3,39.058,-76.876,5.54,59.6,3.65,43.7,32.32
,131,737359,928.7,0.801,22.5,301.97,63.6,11.74,15.28,0.11,1.4,184.7,1.4,39.059,-76.876,5.53,59.5,3.68,43.63,32.32
,132,737360,928.2,0.805,22.5,302.02,63.7,11.77,15.31,0.13,1.39,185.4,1.4,39.059,-76.876,5.52,59.5,3.7,43.54,32.32
,133,737361,927.8,0.809,22.4,301.95,63.9,11.74,15.26,0.16,1.49,186,1.5,39.059,-76.876,5.52,59.5,3.72,43.52,32.32
,134,737362,927.4,0.813,22.4,301.99,64.1,11.78,15.31,0.17,1.49,186.6,1.5,39.059,-76.876,5.52,59.5,3.74,43.52,32.32
,135,737363,927,0.817,22.3,301.93,64.5,11.79,15.31,0.18,1.49,186.9,1.5,39.059,-76.876,5.51,59.4,3.75,43.44,32.32
,136,737364,926.6,0.821,22.2,301.86,64.9,11.79,15.31,0.2,1.59,187.2,1.6,39.059,-76.876,5.49,59.2,3.78,43.34,32.33
,137,737365,926.1,0.825,22.2,301.91,65.1,11.84,15.36,0.21,1.59,187.4,1.6,39.059,-76.876,5.48,59.2,3.8,43.24,32.33
,138,737366,925.6,0.83,22.1,301.85,65.4,11.82,15.34,0.22,1.69,187.5,1.7,39.059,-76.876,5.47,59.1,3.82,43.15,32.33
,139,737367,925.1,0.835,22,301.8,66,11.87,15.38,0.22,1.69,187.5,1.7,39.059,-76.876,5.46,59,3.85,43.12,32.33
,140,737368,924.5,0.84,22,301.85,66.6,11.98,15.52,0.23,1.78,187.5,1.8,39.059,-76.876,5.46,59.1,3.87,43.06,32.33
,141,737369,924,0.846,21.9,301.8,67.1,12.01,15.54,0.23,1.79,187.4,1.8,39.059,-76.876,5.45,59,3.9,43.02,32.33
,142,737370,923.4,0.851,21.9,301.85,67.3,12.05,15.59,0.23,1.79,187.3,1.8,39.059,-76.876,5.45,59,3.92,43.02,32.33
,143,737371,922.8,0.856,21.8,301.81,67.3,11.99,15.5,0.23,1.79,187.2,1.8,39.059,-76.876,5.45,59.1,3.95,43.02,32.34
,144,737372,922.2,0.862,21.8,301.86,67.2,11.98,15.47,0.23,1.89,187.1,1.9,39.059,-76.876,5.44,59,3.98,42.91,32.34
,145,737373,921.7,0.867,21.8,301.91,67.2,11.98,15.47,0.23,1.89,186.9,1.9,39.059,-76.876,5.41,58.7,4,42.7,32.33
,146,737374,921.1,0.873,21.7,301.86,67.3,11.93,15.4,0.23,1.89,186.9,1.9,39.059,-76.876,5.4,58.6,4.03,42.61,32.33
,147,737375,920.5,0.878,21.6,301.82,67.5,11.9,15.35,0.23,1.89,186.9,1.9,39.059,-76.876,5.41,58.8,4.06,42.65,32.33
,148,737376,920,0.883,21.5,301.76,67.7,11.87,15.3,0.23,1.89,187,1.9,39.059,-76.876,5.41,58.8,4.08,42.68,32.32
,149,737377,919.5,0.888,21.4,301.71,68,11.86,15.27,0.24,1.88,187.3,1.9,39.059,-76.876,5.4,58.7,4.11,42.64,32.32
,150,737378,919,0.892,21.4,301.75,68.2,11.9,15.32,0.25,1.88,187.6,1.9,39.059,-76.876,5.4,58.8,4.13,42.61,32.32
,151,737379,918.6,0.896,21.4,301.79,68.4,11.94,15.37,0.26,1.88,188,1.9,39.059,-76.876,5.4,58.8,4.15,42.59,32.31
,152,737380,918.1,0.901,21.3,301.73,68.6,11.91,15.32,0.28,1.88,188.6,1.9,39.059,-76.876,5.39,58.7,4.17,42.49,32.31
,153,737381,917.7,0.905,21.3,301.77,68.6,11.91,15.32,0.3,1.88,189.2,1.9,39.059,-76.876,5.38,58.6,4.19,42.43,32.31
,154,737382,917.3,0.909,21.3,301.81,68.6,11.92,15.32,0.33,1.87,189.9,1.9,39.059,-76.876,5.38,58.7,4.21,42.43,32.31
,155,737383,916.9,0.913,21.2,301.74,68.7,11.87,15.24,0.33,1.77,190.6,1.8,39.059,-76.876,5.38,58.7,4.23,42.43,32.31
,156,737384,916.5,0.916,21.2,301.78,68.8,11.89,15.27,0.36,1.76,191.5,1.8,39.059,-76.876,5.38,58.7,4.25,42.42,32.31
,157,737385,916.1,0.92,21.2,301.82,69,11.93,15.31,0.39,1.76,192.5,1.8,39.059,-76.876,5.37,58.6,4.26,42.39,32.31
,158,737386,915.7,0.923,21.2,301.86,69.1,11.95,15.33,0.4,1.65,193.6,1.7,39.059,-76.876,5.36,58.5,4.28,42.3,32.32
,159,737387,915.3,0.927,21.2,301.9,69.2,11.98,15.36,0.43,1.64,194.8,1.7,39.059,-76.876,5.35,58.5,4.3,42.23,32.32
,160,737388,914.8,0.932,21.1,301.84,69.3,11.93,15.28,0.44,1.54,196,1.6,39.059,-76.876,5.35,58.5,4.32,42.19,32.32
